step,expert-forest-875,silvery-lake-873,sage-eon-872,fragrant-armadillo-870,cerulean-cosmos-869
0.0,0.4952212913380737,0.4952212913380737,0.4952212913380737,0.4952212913380737,0.4952212913380737
1000.0,0.49560256197240393,0.4965089048757444,0.494333089951345,0.493737164403027,0.49530255782179716
2000.0,0.49598584030396775,0.49423074864340233,0.4948284174474503,0.49132753611698377,0.49569840461792736
3000.0,0.4963631411112632,0.49475736007003096,0.49477344790569544,0.4889542969223889,0.4964400351711024
4000.0,0.49333306812174593,0.4953120688770639,0.4926032530473358,0.48928111367042854,0.49358217593267995
5000.0,0.49306230511783244,0.4946758829943845,0.49199702692531944,0.4891388106069526,0.4936128376889354
6000.0,0.49332700256059014,0.4951897948227402,0.49304543912280724,0.48894423482997074,0.49348442811056803
7000.0,0.49392958155694944,0.49286903059804543,0.4911756001384849,0.48708980071459296,0.4911833554806725
8000.0,0.49399655947175775,0.49270653987824564,0.4908574579220323,0.4863818820841311,0.49047508098354636
9000.0,0.4919273261684861,0.4915872447602604,0.49046417823760863,0.48700619926031113,0.48857120545188887
10000.0,0.49125704944292015,0.4913557908011275,0.4903251278095077,0.48727442673063676,0.48534210515796616
11000.0,0.48632216619166896,0.49001075154270873,0.49069202310769533,0.48704572623813214,0.4858900561311458
12000.0,0.48633031193534554,0.4911923103977394,0.4905106307886076,0.4849860927210773,0.48422351322964485
13000.0,0.4845546028997905,0.49125796003247046,0.4902956954890707,0.48576678783953264,0.4823122314205287
14000.0,0.48116878689002973,0.49077097538054093,0.4889343639987807,0.4834617911664992,0.4800487029105935
15000.0,0.4795747402702172,0.49023141981775137,0.4899765005370116,0.48199417358892915,0.48059047321333864
16000.0,0.4754558120773326,0.48606069707376404,0.48826695567838035,0.4798090303118103,0.4791142224289907
17000.0,0.4732038738974032,0.48227628990065924,0.48804334310743624,0.47894583973845833,0.47627287845358823
18000.0,0.4710337920787861,0.480809493541694,0.4888315386196716,0.47853289270208776,0.47414714796782653
19000.0,0.468072567078776,0.47983531130907214,0.4872292541181483,0.47827376441271086,0.47291630054988615
20000.0,0.4667844147586148,0.478736252673159,0.4853578825668369,0.47589349544258125,0.46937844409184143
21000.0,0.4634736435373351,0.4749668807362899,0.4825219189474636,0.47451217919711436,0.46962707891308475
22000.0,0.463417084327753,0.47310161067376283,0.4812748454737679,0.47463695692229024,0.46771868045094694
23000.0,0.4612001433989616,0.4699318924142354,0.4803950511884793,0.47457658316659185,0.4649485885236916
24000.0,0.4564941121681788,0.46806433198249975,0.48048363452576215,0.474746401605769,0.46371948807069846
25000.0,0.45457516497021405,0.46504624216667034,0.48076017346872424,0.47248907483463215,0.46034060406242655
26000.0,0.45335501978749465,0.4649027114518598,0.47927555229693003,0.471490002485004,0.46008997820471836
27000.0,0.4527252727412712,0.4600519553175341,0.47843150952251645,0.4687583503032737,0.458890165883846
28000.0,0.4510887887774427,0.46043139438489245,0.47519431189670625,0.4669746421699881,0.4569785807127441
29000.0,0.4482708366840756,0.4590837711816135,0.4720305759790462,0.46437300692142186,0.45539434275782
30000.0,0.44742994155047383,0.4542552075787606,0.47013936170106363,0.46166011259690876,0.45348128780506686
31000.0,0.44755363783714064,0.45408976053655986,0.4700664945307259,0.4596626673834139,0.45067951979088205
32000.0,0.4458768454944205,0.4516130880376457,0.46781824313922654,0.45892901850184714,0.4504922702311043
33000.0,0.4460758614680807,0.44863382468400315,0.46721433959421976,0.45792507912498864,0.4485654031416169
34000.0,0.44556344242663704,0.4482691671134468,0.46671594464176164,0.4574794874300399,0.44784396909773394
35000.0,0.4440859145346089,0.44801090268552135,0.46441287209557347,0.4571964486388376,0.4454495776938232
36000.0,0.44357187358233,0.44791495105443085,0.4619448801318306,0.45595788465199133,0.4431591845595239
37000.0,0.44176196252092564,0.44458420131053555,0.4596276479317889,0.4555058106915047,0.4416387378877286
38000.0,0.4414481074029801,0.4439963632401811,0.45836854369153407,0.45484369994933105,0.44187916214280604
39000.0,0.440042325279139,0.4438002551616769,0.45524744374915005,0.45335202395201324,0.4421502931383977
40000.0,0.43821820672018036,0.44369006991520354,0.4530263057032053,0.45213100086138275,0.4413556855996652
41000.0,0.4365884833096774,0.4406970404322772,0.45198148926425946,0.4500885364675594,0.43962312132474934
42000.0,0.4341845537807605,0.44031425636712707,0.4500541969908082,0.448343619864542,0.43689131564574474
43000.0,0.43148056476653446,0.43868438331613663,0.44825331250698114,0.4463584459569881,0.43488929418989014
44000.0,0.42978381260705295,0.4376774784019053,0.44545131191874854,0.44607522977856323,0.4329854570905081
45000.0,0.42771307465967656,0.435651581087999,0.44256262263308976,0.4457554512659969,0.43279245562560886
46000.0,0.4264587526901968,0.43570700439085946,0.442274358035855,0.4441227102549071,0.4327463177398159
47000.0,0.42354526640713536,0.4339886499352427,0.4421690329868681,0.44360768185207317,0.4325177333925118
48000.0,0.422581125506923,0.4339962514036667,0.44189261799879365,0.44230367431520834,0.4309732775507463
49000.0,0.42246932802305864,0.4310095901642654,0.4398961466467651,0.44200466973202657,0.42902456699972175
50000.0,0.4215515212357516,0.43057977513319057,0.4395145496648775,0.4416117455974205,0.42631403945972884
51000.0,0.4200150147378817,0.4305949899919624,0.4381183335472547,0.44149253704652214,0.42530368033892624
52000.0,0.41849075637753474,0.4306116121403009,0.4382139049561647,0.4412623908788289,0.42552204666185545
53000.0,0.41833442030466744,0.4293148614269654,0.43678191285433876,0.43983396936242414,0.4238497650251915
54000.0,0.4168436240399647,0.42894752932155944,0.43447545896081335,0.4395744904713825,0.421866997131686
55000.0,0.41579975309824163,0.42888439311964743,0.4342105046593264,0.4374003373957135,0.42145812452089954
56000.0,0.4158960797351264,0.4270896665613634,0.4329078237523573,0.4366741905147491,0.4211652402819936
57000.0,0.415803692635182,0.4262650576724489,0.4331382296288035,0.43242259671908895,0.4184561350833955
58000.0,0.412885010997044,0.4233946576572983,0.4319481314247654,0.4311775895324544,0.4175264618490807
59000.0,0.41263576751654696,0.4230811953446872,0.43039073784350307,0.43096032420215974,0.41736277052566784
60000.0,0.4122718142446613,0.421393026336445,0.4278177044484891,0.4277335141746025,0.4167874534530994
61000.0,0.4099855697067415,0.41943368733170083,0.4244490875178268,0.42342003489181773,0.4166621301081174
62000.0,0.408908034189967,0.41918027079933223,0.4232910686988015,0.4233060577231702,0.4165137018595398
63000.0,0.4078892421797336,0.41809794710429643,0.4230770508059606,0.4201724871481648,0.41396162457652225
64000.0,0.40760519170688886,0.4176357065062899,0.4217155660439208,0.4187719047687353,0.41334942668877567
65000.0,0.40759704238820876,0.4162015536546758,0.4214319965434568,0.41711467034464855,0.41166754019888246
66000.0,0.4062801816528807,0.4150024391487131,0.4196228066264482,0.4170471051125184,0.40886393434856044
67000.0,0.40463672343405965,0.41356268404823526,0.4204866529799479,0.41416562005908186,0.40859396167780776
68000.0,0.4029576030233567,0.41122813987630497,0.4196846467780714,0.4140387667461398,0.4059953161263906
69000.0,0.4019143549932479,0.4094790419429735,0.4195095250242754,0.41290159864514125,0.4058198538666454
70000.0,0.40063125201279803,0.4090849185552099,0.4148248477570774,0.4127578730785186,0.4046136194731927
71000.0,0.39932514679898845,0.4080847060034514,0.4138943653599402,0.4114160647339663,0.4029201415413279
72000.0,0.39610536068951285,0.4078689647855044,0.41359003818947265,0.40961741025473175,0.4027509317195745
73000.0,0.3964806662085876,0.40647679676712273,0.4096050273251753,0.40784683242390063,0.40259923655154006
74000.0,0.3964374879632221,0.406195589257578,0.40859494743623126,0.4040067982688142,0.40224559513590613
75000.0,0.3962266579804156,0.40425722365644684,0.40806029278246764,0.40375842350553764,0.4011475929036776
76000.0,0.3922495498751196,0.40275896599165417,0.4057093020971102,0.4038863102192409,0.4005526956897951
77000.0,0.3920281428633776,0.4004517207735695,0.4037274458004459,0.40223207525341764,0.4000181507679559
78000.0,0.3924824777751956,0.39751136369511597,0.40353879193198466,0.4010692944186228,0.3998302378952711
79000.0,0.38932564558861066,0.3954891795196384,0.40328066066744095,0.399666202294539,0.39951399817569194
80000.0,0.387887809461451,0.3908428045281342,0.4018174390832374,0.39573300564750624,0.4000002796354319
81000.0,0.3863820131937311,0.38951577162914897,0.3991882425253588,0.39637074234887903,0.39670615157363487
82000.0,0.38571607469766234,0.38986284951116645,0.39709492589834133,0.39185199251123487,0.39533918172940774
83000.0,0.3849177528616735,0.387965934166326,0.396898372355589,0.38979871642863756,0.39179966983038816
84000.0,0.384190799385297,0.3864753742958643,0.39545326846265505,0.38795111711809155,0.38844621169486127
85000.0,0.382596679126169,0.38342479541958596,0.3944139908304591,0.38674660421943396,0.3877213089490276
86000.0,0.38149049978167865,0.38159784575196654,0.3935349269911256,0.38654712780777667,0.38593059866159607
87000.0,0.380682001563794,0.378924273948099,0.3918675944766006,0.3855613323202339,0.38433638819700383
88000.0,0.3795775107866996,0.37810218668137857,0.3908713413595785,0.3835958852323802,0.3841688023790685
89000.0,0.37898591020910677,0.37572354454367385,0.3878794432766331,0.3831836589093887,0.3824676575046895
90000.0,0.375040923417651,0.3757164342902604,0.38736226881100794,0.38268694999686553,0.38078995620195233
91000.0,0.3744595144127842,0.3746771825844031,0.3853625999741642,0.3824031738057233,0.38057979584338986
92000.0,0.37432336604165295,0.37422720396350756,0.38376360815604477,0.38075457571806537,0.37773393730557814
93000.0,0.3734498965937525,0.372704306028041,0.3801004238197996,0.38029979001121655,0.37677846123488257
94000.0,0.3716186978600253,0.3712270503154819,0.37900453176489735,0.38016363820638693,0.3765349546110536
95000.0,0.3712395491043559,0.370413349027671,0.37872312702046723,0.37887773779313194,0.37514901895324343
96000.0,0.3711690985222417,0.3696242685026761,0.37603408915598,0.3776573246555966,0.37464487150713527
97000.0,0.36729281604643677,0.3681471950786939,0.37416993312072827,0.37499728556769657,0.3747198962812447
98000.0,0.36592936211484284,0.36807729053231025,0.3719161381697752,0.37095434947983963,0.37316516675546313
99000.0,0.3653296095190097,0.3656367907643077,0.370485677841445,0.3685220546165444,0.3718120168660888
100000.0,0.36523479884591026,0.36488403962538823,0.36867399463341244,0.3645893524220222,0.369418844976157
101000.0,0.3647609623114071,0.36473671585127193,0.3673200213399305,0.36430177882179193,0.368831855852542
102000.0,0.36439073277850786,0.3633253025428615,0.36498881881753426,0.36367029003706036,0.3674790909863647
103000.0,0.36319913238804213,0.3632933634800285,0.3622453068347432,0.36334650408160263,0.3640938187974932
104000.0,0.36215413405583446,0.36276635121558287,0.3615516113892022,0.36045574867135266,0.361699096298499
105000.0,0.3599316989615641,0.36211728800161735,0.3600456454348271,0.3602269298004197,0.36001984031348455
106000.0,0.3579692992367924,0.36194583979055583,0.35937120264356587,0.35913985934908327,0.35766720729028
107000.0,0.3564813651965882,0.3614645951270794,0.35911316885794575,0.35877109612116126,0.35566552307590726
108000.0,0.3548725425163746,0.3595369305546778,0.35771657550884584,0.35766214834280113,0.3539156089278321
109000.0,0.35464589557243376,0.359135348028742,0.357001952581091,0.3576657668239242,0.3499683910077873
110000.0,0.35301972732297887,0.3588335034292931,0.3541469952624117,0.3563499220463296,0.3494666554547597
111000.0,0.35263135768832815,0.35608629704289774,0.35295224290286575,0.35554367284772814,0.34681455338575146
112000.0,0.35074020993404376,0.35498188177453455,0.3515125741848332,0.35424643730867944,0.34605151535713297
113000.0,0.3498720554104656,0.3534270595013777,0.3502396325745068,0.3529298234612672,0.3450089876315688
114000.0,0.3486202915286661,0.3520316104927058,0.3487165891557919,0.3526410228183819,0.34419770967284274
115000.0,0.3463250778579536,0.3521078434318269,0.3475572085741849,0.35030213476699257,0.34309683441088623
116000.0,0.34513518393619386,0.3493860936879239,0.3455358171983539,0.34962705251810694,0.34265951064367545
117000.0,0.34328919692999044,0.3483416156875508,0.3433592539055429,0.3480803441187581,0.34039478763192493
118000.0,0.3432069079870425,0.3484089270337272,0.342156144108588,0.34767866223131594,0.33788934781560176
119000.0,0.34285366520105065,0.347292890877669,0.3406396903782668,0.3473834266870601,0.3361654530800504
120000.0,0.3411951782698629,0.3449878858430319,0.3396248690819222,0.3462386678606849,0.3338895133457934
121000.0,0.33972504809867593,0.34378864072342585,0.3377643034216054,0.3440172052589006,0.3324827602767866
122000.0,0.33859876089522156,0.3426039437342647,0.33462649464527366,0.3419569470499243,0.3305369928323083
123000.0,0.3372234245828722,0.33999531330904115,0.3335605451668648,0.3417739903935503,0.3271911382178261
124000.0,0.3370356246114601,0.33991506853029063,0.3318350126304937,0.34078572957110825,0.3251801397263823
125000.0,0.3354445210602616,0.339295800186923,0.3301614450026821,0.33958044558935135,0.322407331645239
126000.0,0.3351281610079295,0.3389086098284104,0.32920547294579877,0.3379144922100319,0.3203539217191002
127000.0,0.33496886128181697,0.33845636726292866,0.32863227649009874,0.3360789177305976,0.31785749251426454
128000.0,0.3329906858330445,0.33704092895542737,0.3269670991901162,0.3347327222358326,0.3173475377412246
129000.0,0.33132273554623526,0.3357600237097958,0.3263709431746657,0.33359360591826315,0.31703643595759834
130000.0,0.3290741406300223,0.3348299857146354,0.32508327145020405,0.3325215769854813,0.3168416501101227
131000.0,0.3276442535834193,0.3347017383868892,0.32488854122538396,0.3304627738288064,0.3145259559607394
132000.0,0.32554438153912457,0.33268612939570985,0.32332999781487004,0.32917093088681626,0.3122674837182671
133000.0,0.32301241335279673,0.3324455437579862,0.3202421768476892,0.3271300593495867,0.31049255874151965
134000.0,0.3223201169014818,0.3315124325743844,0.3169771493466078,0.32621631763835107,0.30789263993375354
135000.0,0.3216238213889473,0.3308660539579007,0.3164327631069488,0.32616586357389116,0.30710619765334596
136000.0,0.3207887896364818,0.33138800515592537,0.3154420039756367,0.3258499020257162,0.30540572922134285
137000.0,0.31950932990899716,0.3302746498763741,0.31289327925288624,0.32300818037725365,0.3049673788657863
138000.0,0.31876921439753514,0.32929626461567113,0.31261636165293516,0.3203790051631037,0.30263258386695413
139000.0,0.3175987793042035,0.32681556033555376,0.3117002541654415,0.3182909336587572,0.30025912956853545
140000.0,0.31631284665419146,0.3254024767504677,0.3097957018013895,0.3171600044526348,0.29919100262268344
141000.0,0.31607710721322474,0.32366387729395696,0.30857685643566474,0.3159801021338418,0.2986461788184746
142000.0,0.3151034822893212,0.32166898704036057,0.3073330448562264,0.3156163114521625,0.29710701004397344
143000.0,0.31439560054617965,0.320328595025995,0.30573897429830593,0.31476841916017306,0.2959584352913245
144000.0,0.3133095645524434,0.3199755248398917,0.30394658300807315,0.3143842356240925,0.29556394480245707
145000.0,0.31310633252088693,0.3196540291399691,0.30326381693079424,0.31330434555024195,0.2946897712738082
146000.0,0.31271149165820467,0.31841488801977846,0.30276831780995944,0.31180111159001234,0.29419027279599663
147000.0,0.3116999898576217,0.3181182222127593,0.30244725760872426,0.3119758224377198,0.2929990889463445
148000.0,0.3115283710372107,0.31566339137144594,0.30182317168635914,0.3112400833610008,0.29165077181396987
149000.0,0.3109697396424184,0.3139006327344253,0.30062167892345415,0.31004729978700163,0.2901245897499168
150000.0,0.30955443145443323,0.3128839712030108,0.300676494827629,0.30779726364121607,0.28926750992275413
151000.0,0.30921164633046166,0.3113088136003049,0.2995688450034946,0.30591269368835045,0.2888610980017666
152000.0,0.30803350531003565,0.30944466078503874,0.2987506267484574,0.3048382901928072,0.28774017688873493
153000.0,0.30592277768969844,0.30746608631667594,0.2989404505471973,0.30285418590376195,0.28673927490066586
154000.0,0.30537001799018876,0.3071638008114032,0.29853656457569966,0.30264308132931245,0.2862853886749807
155000.0,0.30433371202973325,0.30516351396893826,0.2986767917466933,0.30106436511893053,0.2851756390800066
156000.0,0.3039811048734004,0.3037264028570511,0.2964356229507221,0.30007440597573387,0.2846039068058133
157000.0,0.3024760299400105,0.3028932892103984,0.29360744299728186,0.2980991133388213,0.28359823257481875
158000.0,0.3009099485335062,0.3026365682843058,0.29310416332824757,0.2972138478271347,0.28306922488286607
159000.0,0.2988236439730188,0.3008527972650755,0.2920307458498783,0.2968511117672928,0.2828373519468476
160000.0,0.29746539256043875,0.29925003917314297,0.29084291578045884,0.2964304310920757,0.28243680908709634
161000.0,0.29657357619771907,0.29932985907607473,0.28971388219173294,0.2949421312724345,0.2814890729290477
162000.0,0.2959594361078514,0.297708600057462,0.28885710047243357,0.2948493058343556,0.2806515714231153
163000.0,0.2945860568273966,0.2967919298069001,0.2884315684116251,0.2927776625910068,0.2801701487017321
164000.0,0.29340560171450714,0.295491244324727,0.28840452787556486,0.2907153789252674,0.27849248681333005
165000.0,0.29184725438336506,0.293822280005627,0.2884783021536739,0.2893137685882764,0.27797801855054644
166000.0,0.2907980383739096,0.2934876699097943,0.2890343341170118,0.2864970828261856,0.277074521368056
167000.0,0.28885148413537487,0.29128546808836664,0.2892547055460101,0.2859729048503369,0.2766493214646721
168000.0,0.2877455973569839,0.29076422100555216,0.288043834825127,0.2857215900639663,0.2764016538691971
169000.0,0.28641302622515813,0.2901068275238242,0.2874370765942734,0.28488107294208814,0.2766110271326721
170000.0,0.28525104660358136,0.28899414639423515,0.28712829568897325,0.2846777217492957,0.2764561998176094
171000.0,0.28505620185424807,0.28810440719874564,0.2849263787313203,0.2843282063268918,0.2754636573963299
172000.0,0.2839167798052255,0.28731190420247915,0.2841518254483131,0.2830395458380069,0.2740388489432762
173000.0,0.2826712339154197,0.28611201515888446,0.28290689306472555,0.28261389791197805,0.273016136542187
174000.0,0.28169822058706173,0.2857049002803825,0.280864752763789,0.28181842982135014,0.27206020780879986
175000.0,0.2810510592504484,0.2854731134472493,0.27900880082804225,0.2806679059800286,0.2716093925173048
176000.0,0.2805405527294297,0.28469200368547415,0.27751216133023365,0.280338134269482,0.27118824065111174
177000.0,0.27861018045345415,0.28359877331403266,0.2763804801591323,0.2780604391792089,0.26919444711938395
178000.0,0.2771186723165954,0.2823843580957946,0.27481360109401104,0.277108164740949,0.26895027017259127
179000.0,0.2759283677841108,0.2811438507672147,0.2734451755962499,0.27599117509316157,0.2686918686747011
180000.0,0.2757571901440011,0.28136036510882817,0.2720028620603206,0.2744273679800834,0.2683966914443726
181000.0,0.275446186778782,0.27983712120155085,0.270298274157709,0.274148045795882,0.26646464262881375
182000.0,0.27311065293757625,0.2787669709136448,0.2694441168288325,0.27377612116697553,0.2660173857696828
183000.0,0.27274024571954747,0.27767452505909634,0.2687604574468042,0.27305825919954396,0.26419681883247453
184000.0,0.27171031910260496,0.27729753990330674,0.2663808251437771,0.27223925798075366,0.2635728418933505
185000.0,0.270966214141621,0.27669486252182834,0.265431919696827,0.2716718766279283,0.2623599232991535
186000.0,0.27016297742962225,0.27612644533220193,0.26488678061816046,0.2700492468276463,0.2616982274263198
187000.0,0.2692933898960436,0.27536701826976867,0.2636792719515171,0.26955835824287844,0.26079132552279527
188000.0,0.26883521566485463,0.274567126033665,0.26280112298449887,0.2689166571659149,0.25962206080075506
189000.0,0.26781346530113104,0.27389192476447133,0.26147722836373327,0.2679127351644713,0.25870252098270824
190000.0,0.26594281886537635,0.272524877427133,0.26129352917511844,0.266952575673548,0.25830284097525336
191000.0,0.26478528131975115,0.27164678967332806,0.260139405894578,0.26592040673476547,0.25713994075982954
192000.0,0.26252483388335945,0.27107462548897565,0.2588234961347402,0.26475935772506004,0.25667658828229456
193000.0,0.260456736504492,0.2707083572865104,0.25849143433237254,0.2634407412321098,0.25622716588082267
194000.0,0.25989835126084077,0.2705916360852153,0.2582699950670803,0.2628336454688578,0.2551070042458415
195000.0,0.25946282191199416,0.27006146975727613,0.2585126547814593,0.2619513260832809,0.25395230948111985
196000.0,0.25772589165462095,0.26859768083986457,0.256924489429046,0.2610299605185261,0.25310838105935246
197000.0,0.2563290260763651,0.2673066079282479,0.255625863396266,0.26023930289328556,0.25294865809229694
198000.0,0.25546235277670476,0.2669897066901358,0.2552419520383113,0.25846710104663995,0.25200556802030305
199000.0,0.2551783737087538,0.26632827746280097,0.2543717655348712,0.25825871462295813,0.25089872821983195
200000.0,0.2532913334832141,0.2655349446494506,0.2535400659890558,0.25679993260411144,0.25033061321976136
201000.0,0.2529292861975444,0.2650578588000734,0.25312651073874554,0.25531890249339256,0.24895679776389268
202000.0,0.25270920651799106,0.2645239268818519,0.25270378282558115,0.2535065012271844,0.24843174130154766
203000.0,0.2517706890688591,0.2631882392353606,0.2511873961043063,0.2515522944577289,0.24695008969963342
204000.0,0.25137404434081284,0.26276966553925957,0.2497367072304936,0.25101220436964333,0.24586103724147046
205000.0,0.25023084842437765,0.26172020097104814,0.24950917399618977,0.24949927451832976,0.2454296383770825
206000.0,0.24959444070505143,0.2618399911520483,0.24888099684766402,0.2487552794470699,0.24355040760830393
207000.0,0.24787389213771754,0.2611900644327212,0.247621177639565,0.24858234247182473,0.24311991908678035
208000.0,0.24576926169967045,0.2605345675404111,0.24572594786079682,0.24792282030480464,0.24168558352615618
209000.0,0.24473316759781208,0.2589365381440914,0.24538548139246974,0.24697251529910139,0.24002138822711358
210000.0,0.24265511925899036,0.25864464054924224,0.24497863977765064,0.24561487091190673,0.23894030303953992
211000.0,0.24081300709640366,0.2573799536286626,0.24433891144795383,0.24331088547484206,0.23680377257290125
