step,misty-pine-883,efficient-yogurt-881,super-serenity-880,pleasant-fog-878,dazzling-capybara-876
0.0,0.4952212913380737,0.4952212913380737,0.4952212913380737,0.4952212913380737,0.4952212913380737
1000.0,0.4931222648235599,0.4932364817607284,0.4954066864336627,0.49292871306306635,0.49578665833987956
2000.0,0.4937505848846658,0.49335517272610746,0.4962703193971091,0.4949800897376129,0.49441926915034284
3000.0,0.491688605205794,0.49390225758761036,0.49647036575660874,0.49506423179685116,0.4948474538555334
4000.0,0.4894454441923575,0.4940538825924632,0.49379358049308864,0.4958060809261297,0.49353012536232005
5000.0,0.4892467193656255,0.4944275853750617,0.495163923831036,0.49433992861000475,0.49248571389810814
6000.0,0.48943469819583485,0.4948432201890545,0.49373046145404426,0.4901763881803614,0.49051195949629867
7000.0,0.4878413786890425,0.49267704592303774,0.49337718457936447,0.49158076517317556,0.4906279914130433
8000.0,0.48622745988712956,0.4897683779678249,0.49332834414434723,0.48938032126680936,0.49038024098517313
9000.0,0.4847609969251631,0.48919893676605286,0.49343256723860585,0.4885911469926053,0.4902470417588029
10000.0,0.48317177916909504,0.48691325837921323,0.48947565125079473,0.48650920382450535,0.4893880164244321
11000.0,0.48116578438968466,0.48574978759507714,0.4895674055041946,0.4863723949996007,0.48927652692931617
12000.0,0.4811909964858105,0.4852373556160168,0.48883720380581536,0.48476933473194084,0.4880440643972352
13000.0,0.47968640575126337,0.4852357403385758,0.4855773877693106,0.4843581398487113,0.4878089393554734
14000.0,0.47899914150585104,0.48531485093218235,0.48618530649724023,0.48305544057928584,0.4866735840973074
15000.0,0.47795305913168173,0.4835530146722951,0.48623428466245217,0.48216960549299953,0.48695030143796864
16000.0,0.47740475961871065,0.4837413046233824,0.4857934550640348,0.478714554085166,0.48482585294094793
17000.0,0.4772788286403697,0.48195308075677146,0.4854334965764222,0.4786588900214083,0.4829822543625499
18000.0,0.47718269991696016,0.47982974436553805,0.48240612470898403,0.4786409304525645,0.4830885912881445
19000.0,0.4749045027678547,0.47870740021087316,0.47964421173764754,0.47848996845513925,0.48311020770449387
20000.0,0.47352492304317934,0.4787264313822359,0.4801361068238326,0.4749025379279685,0.4816450142061937
21000.0,0.47346858449899276,0.4787298150067714,0.48009859418672574,0.47160284849484124,0.4821105863891696
22000.0,0.47346269618459685,0.477345068213691,0.47909789565086885,0.46871364373014146,0.48187648832424496
23000.0,0.4721995212083087,0.4767224713872682,0.47854859861775406,0.4689079132810144,0.4816529081342875
24000.0,0.47205635394796486,0.47647184493972333,0.47885909925262854,0.4688931065184434,0.478876092053021
25000.0,0.47186483041898186,0.4757792010816319,0.4772657359095199,0.46981138322882754,0.47885521656123414
26000.0,0.46947705884508545,0.47547855293246694,0.47675159244520887,0.4698005939485571,0.4766207851513616
27000.0,0.46816955716047637,0.4756501553671885,0.47561850884870116,0.4695029684864861,0.474307028180618
28000.0,0.46735090265351026,0.47472340438458366,0.47538558725633245,0.4681000589489456,0.47396293841078924
29000.0,0.46594825217611807,0.47378017493731633,0.47445532142644986,0.46599659582130554,0.473111640723602
30000.0,0.4619754869614316,0.47285960272325783,0.47355080273822237,0.4667997557371602,0.4714310928998743
31000.0,0.4597423391895761,0.4702618804514051,0.47213002382826535,0.4655951058335878,0.4712360509166371
32000.0,0.45982243135683537,0.4699256021744119,0.4704616369738987,0.46366454031564347,0.47119220388102656
33000.0,0.45935731781002076,0.46718561404153275,0.4704795072716771,0.4623296543626234,0.4711918257322521
34000.0,0.45741930574085127,0.46245397647356407,0.4679798405535121,0.4567897323035705,0.46899332466018584
35000.0,0.45727984010489653,0.46126196309218437,0.46645130069206237,0.4552940048830682,0.4671869157223818
36000.0,0.45699241882018865,0.4595798287315025,0.4636445854708685,0.4552884626260319,0.46590596207834406
37000.0,0.4563226646099024,0.4600856145462539,0.46249798117606306,0.45381960202009725,0.463184788665351
38000.0,0.45507689473112417,0.45852434059990854,0.46103362013548016,0.4536543688077773,0.4618239719718103
39000.0,0.45476492484742964,0.45483639353673994,0.4577854168291968,0.45153965373980737,0.45993273621864994
40000.0,0.45292848465661023,0.4525418551256961,0.45276451103502596,0.4502997420741281,0.45827289553463185
41000.0,0.4512959846410963,0.44936621699191437,0.45179052990056884,0.44903815074792847,0.4567471930441901
42000.0,0.44857263744612635,0.44808919288775156,0.4512324654115883,0.4456464537661534,0.4550403507454799
43000.0,0.4486186939772163,0.44715820523677596,0.4503543575772106,0.4455350609469657,0.45308324191449767
44000.0,0.4457276071029222,0.44677657402029086,0.44965313503546295,0.44527672609430197,0.45072528505751047
45000.0,0.44410142471916597,0.44632746801734324,0.44946779976743784,0.44359451326407007,0.4505610714990691
46000.0,0.4429579838104899,0.44611945837583733,0.4480763680107131,0.442957551238386,0.4505465325052468
47000.0,0.4427933250090334,0.44614751450966306,0.44635256497449005,0.440997129278883,0.44885760171407146
48000.0,0.4422000296605735,0.44385256912775484,0.4449732864485321,0.4393323884441995,0.4484673620477851
49000.0,0.4419645859005949,0.4411381154873828,0.4427132769462461,0.43861456920122643,0.4469499372379458
50000.0,0.44008547354769967,0.43916136124799876,0.44216993124628856,0.4367738632718967,0.4468674377045408
51000.0,0.4364992580364789,0.4388336200503358,0.44197187528486603,0.43568966711970847,0.4451872141911186
52000.0,0.4349101299214342,0.4382796460506373,0.43997510238573895,0.4339971313639709,0.44480316036016093
