step,divine-moon-1231,fresh-silence-1230,fast-waterfall-1229,graceful-haze-1228,silver-fog-1227
7600,0.4348920412766472,0.44982268074530707,0.44388701179999457,0.45201079109686954,0.44031035164374455
7800,0.4340863772141472,0.45033842781561956,0.4443127320148383,0.4526989624835883,0.4388989136554633
8000,0.4337506838547722,0.45035673836249457,0.4434185669757758,0.4531140015460883,0.43808867195624457
8200,0.43404517848367846,0.4503582642414008,0.44273344734686954,0.45182282055275047,0.4382305786945258
8400,0.4341245241868035,0.4506146118976508,0.44227568367499454,0.451056829341813,0.43790556648749457
8600,0.43378272731180345,0.4511395142414008,0.44259917000311955,0.4500711115683755,0.43888212898749457
8800,0.4338864870774285,0.4511273072101508,0.4428051636554633,0.450049749263688,0.4388683960773383
9000,0.434524304460241,0.45108916023749457,0.44280058601874456,0.4496926935996255,0.4388836548664008
9200,0.4352429077960883,0.4506115601398383,0.44339262703436955,0.449958196529313,0.4389004395343695
9400,0.43550078133124454,0.4506603882648383,0.4433254883624945,0.45023132885353173,0.43875700691718206
9600,0.43814665535468206,0.4511242554523383,0.4434307740070258,0.4504617365683755,0.43870817879218205
9800,0.4381786988117133,0.4512554810382758,0.4435284302570258,0.4506387385215005,0.4384136841632758
10000,0.4382000611164008,0.4511028931476508,0.4434475586749945,0.45134827221290674,0.43845488289374457
10200,0.4383526490070258,0.45099760750311957,0.4434765503742133,0.45264832104103175,0.4387676880695258
10400,0.4388317749835883,0.45121123054999457,0.4433941529132758,0.451941839107438,0.4382977173664008
10600,0.4384319947101508,0.4511379883624945,0.4440869019367133,0.45189453686134423,0.43819548347968207
10800,0.4383587525226508,0.45141569832343204,0.44425017097968206,0.45192810619728174,0.43750273445624455
11000,0.4384319947101508,0.450451342854682,0.4437573120929633,0.45179077709571924,0.437328784260932
11200,0.4385418579914008,0.450146167073432,0.4440716431476508,0.45188385570900047,0.4371258423664008
11400,0.43807341316718207,0.45041167000311955,0.4446072266437445,0.45186401928321923,0.43659331062811957
11600,0.43860441902655706,0.4507000611164008,0.4445904419757758,0.451947942623063,0.43633085945624456
11800,0.4387066529132758,0.4512554810382758,0.44463164070624456,0.4519677790488442,0.4351696656085883
12000,0.4376843140460883,0.4505047486164008,0.44461027840155704,0.4521340998496255,0.43291594246405707
12200,0.4376080201007758,0.4502636597492133,0.44480253914374457,0.45232178295509423,0.43256499031561957
12400,0.43747526863593206,0.45076262215155705,0.4443920777179633,0.4523049982871255,0.4330547974445258
12600,0.43756987312811957,0.45086943367499455,0.44452177742499455,0.45188538158790675,0.43358122566718205
12800,0.4379437134601508,0.451000659260932,0.4450024292804633,0.4516336115683755,0.43328825691718204
13000,0.43852507332343205,0.4519299195148383,0.44527250984686956,0.45150238598243797,0.43346220711249456
13200,0.4387768433429633,0.4524914429523383,0.4444241211749945,0.451770940669938,0.4329022095539008
13400,0.43839079597968206,0.45256315926093205,0.44479643562811955,0.4517068537558755,0.4328472779132758
13600,0.4386822388507758,0.45195280769843205,0.44479948738593206,0.452137151607438,0.4326000855304633
13800,0.4389630005695258,0.45151030281561955,0.4449597046710883,0.451539007076188,0.4327160523273383
14000,0.43786894539374455,0.451122729573432,0.44584624031561954,0.4510064753379067,0.43261992195624455
14200,0.4379849121906195,0.4512066529132758,0.44612700203436956,0.4509195002402505,0.4329174683429633
14400,0.4376080201007758,0.4514324829914008,0.4458386109210883,0.4510781916465005,0.43283354500311955
14600,0.4364849732257758,0.45225493172186954,0.4457867310382758,0.45133301342384424,0.43249479988593204
14800,0.4353405640460883,0.45230681160468206,0.4454968140460883,0.451496282466813,0.4325848267414008
15000,0.4348110840656195,0.45213896492499456,0.4455547974445258,0.451514593013688,0.4327953980304633
15200,0.43550993660468207,0.45161406258124454,0.4453411743976508,0.45153748119728176,0.4331402466632758
15400,0.43592802742499454,0.4511761353351508,0.4455975220539008,0.451526800044938,0.4331616089679633
15600,0.43604399422186957,0.45212370613593206,0.44560209969061954,0.45148865307228175,0.43294340828436956
15800,0.43562590340155705,0.45273405769843206,0.4460415528156195,0.45081726635353175,0.4328716919757758
16000,0.4359814331867133,0.45259978035468207,0.4465679810382758,0.4506814631308755,0.43297087410468205
16200,0.4372814820148383,0.45276152351874455,0.4474407837726508,0.4505654963340005,0.4328655884601508
16400,0.43786589363593204,0.45285917976874457,0.4471691773273383,0.450910344966813,0.4334515259601508
16600,0.43785368660468205,0.4522106812335883,0.4474499390460883,0.451337591060563,0.43344084480780704
16800,0.4380261109210883,0.45187651375311955,0.44739348152655706,0.451923528560563,0.4336590454914008
17000,0.437878100667182,0.45241667488593207,0.44737211922186954,0.4525018366660317,0.4339184449054633
17200,0.4378155396320258,0.4524670288898383,0.4474163697101508,0.4525781306113442,0.4344921753742133
17400,0.4380474732257758,0.4521465943195258,0.4474499390460883,0.45253998363868797,0.4347912476398383
17600,0.43875395515936955,0.4523296997882758,0.44736296394843206,0.451947942623063,0.4353222534992133
17800,0.4392010376789008,0.4525494263507758,0.4468487427570258,0.4516015681113442,0.4361843750812445
18000,0.43907438972968205,0.4530285523273383,0.44685637215155705,0.45110413158790674,0.43639494637030707
18200,0.4388744995929633,0.4528271363117133,0.4467510865070258,0.45074402416603176,0.43619047859686955
18400,0.4384289429523383,0.45240141609686957,0.4466992066242133,0.45025269115821925,0.4359509156085883
18600,0.4385204956867133,0.4521649048664008,0.44688688972968205,0.45013062084571925,0.4365978882648383
18800,0.4381756470539008,0.4519909546710883,0.4474346802570258,0.4500283869590005,0.4363293335773383
19000,0.4365032837726508,0.4520764038898383,0.44744230965155707,0.450013128169938,0.4366833374835883
19200,0.4373974488117133,0.45288969734686957,0.4475536988117133,0.4497049006308755,0.4351940796710883
19400,0.4366100952960883,0.4531109497882758,0.4483441040851508,0.4499536188925942,0.43514372566718207
19600,0.4371441529132758,0.4529339478351508,0.4488445923664008,0.4502725275840005,0.4355419800617133
19800,0.4373913452960883,0.452251879964057,0.44847685554999456,0.45073944652931297,0.4357128784992133
20000,0.4378933594562445,0.4521404908039008,0.4490093872882758,0.450599065669938,0.43627287605780707
20200,0.43811003426093204,0.4521313355304633,0.4487042115070258,0.45008179272071924,0.4361767456867133
20400,0.437481372151557,0.4524395630695258,0.44904143074530706,0.449134221919938,0.43657500008124456
20600,0.4374798462726508,0.45304228523749457,0.4484539673664008,0.44840637768165675,0.4365856812335883
20800,0.43735625008124457,0.452953784260932,0.4478710816242133,0.4490335139121255,0.4356915161945258
21000,0.437298266682807,0.4528774903156195,0.44790617683905704,0.44925934399025047,0.4351147339679633
21200,0.4363018677570258,0.4533062622882758,0.44718901375311954,0.449463811763688,0.43489653328436956
21400,0.43617521980780705,0.4537930176593695,0.4470776245929633,0.4493997248496255,0.434124438557807
21600,0.43637358406561955,0.45376555183905704,0.4457989380695258,0.44834839428321926,0.4344341919757758
21800,0.4366039917804633,0.4539288208820258,0.44602324226874457,0.4480020197715005,0.4339367554523383
22000,0.4367199585773383,0.4521679566242133,0.44520842293280705,0.448035589107438,0.43359648445624455
22200,0.43661772469061955,0.45268522957343205,0.4450970337726508,0.44835907543556297,0.4335522339679633
22400,0.4365673706867133,0.4523052857257758,0.44471708992499454,0.4488137873496255,0.43416716316718207
22600,0.4358441040851508,0.4527203247882758,0.44462553719061954,0.448890081294938,0.43409697273749454
22800,0.43695036629218204,0.45287443855780707,0.4442516968585883,0.44890381420509423,0.4338635132648383
23000,0.4373745606281195,0.4530621216632758,0.4438610718585883,0.448243108638688,0.4337567017414008
23200,0.4379192993976508,0.45302092293280705,0.44345366219061955,0.44788452709571924,0.43335234383124455
23400,0.4380749390460883,0.45262724617499456,0.44287077644843204,0.44738403881446925,0.43326079109686955
23600,0.43813139656561956,0.45129667976874455,0.4426159546710883,0.44699646557228173,0.4336437867023383
23800,0.4371914551593695,0.45134245613593205,0.442486254964057,0.44743897045509423,0.433300463948432
24000,0.4370999024249945,0.4516979859210883,0.4428112671710883,0.44777495125311956,0.4327068970539008
24200,0.4367382691242133,0.4521710083820258,0.4428295777179633,0.4467755005695258,0.4330517456867133
24400,0.4367947266437445,0.4528393433429633,0.4424786255695258,0.44675566414374457,0.4320294068195258
24600,0.4368572876789008,0.4526287720539008,0.4424755738117133,0.446575610432807,0.4317974732257758
24800,0.4367642090656195,0.45214201668280707,0.4418713257648383,0.44649321297186956,0.43198515633124457
25000,0.43598906258124454,0.4525402710773383,0.4420788452960883,0.44660002449530706,0.4319073365070258
25200,0.4350567505695258,0.45233732918280706,0.4432018921710883,0.4466473267414008,0.4318737671710883
25400,0.4339062378742133,0.452679126057807,0.4434948609210883,0.44472624519843207,0.43218352058905707
25600,0.43343474129218207,0.45278898933905704,0.44352080086249457,0.4443249390460883,0.43210417488593206
25800,0.43422514656561956,0.45272795418280704,0.4432354615070258,0.4443646118976508,0.4307995484210883
26000,0.4346935913898383,0.45258452156561957,0.4419537232257758,0.4435436890460883,0.4304943726398383
26200,0.43428312996405705,0.4528729126789008,0.44150053719061955,0.4439495728351508,0.43058134773749457
26400,0.4348431275226508,0.45301176765936957,0.4413647339679633,0.4438091919757758,0.4305859253742133
26600,0.4350720093585883,0.45310332039374457,0.44165312508124455,0.44386870125311956,0.43074309090155705
26800,0.4362072632648383,0.45280729988593205,0.44163481453436954,0.44423491219061956,0.43084990242499455
27000,0.43577543953436954,0.45265471199530705,0.4419903443195258,0.4442639038898383,0.4308788941242133
27200,0.43619047859686955,0.45227324226874455,0.4418743775226508,0.444622485432807,0.4311352417804633
27400,0.4363781617023383,0.45202910164374455,0.4417980835773383,0.4449780152179633,0.4309429810382758
27600,0.4364514038898383,0.45185820320624454,0.4418224976398383,0.44540983894843206,0.4308209107257758
27800,0.4370709107257758,0.45178496101874455,0.4415112183429633,0.44539458015936956,0.4305950806476508
28000,0.4371746704914008,0.4518093750812445,0.4414868042804633,0.4454510376789008,0.4304165528156195
28200,0.43721892097968207,0.45183378914374456,0.44167448738593207,0.4435314820148383,0.4293224976398383
28400,0.43747832039374457,0.45186430672186956,0.44171110847968204,0.4430493042804633,0.42946135262030705
28600,0.43721586922186956,0.4519970581867133,0.4414135620929633,0.4428051636554633,0.4295544312335883
28800,0.4369061158039008,0.45230681160468206,0.44150053719061955,0.4419506714679633,0.4298779175617133
29000,0.4371304200031195,0.45198942879218207,0.44182707527655707,0.44201933601874455,0.4294506714679633
29200,0.4373181031085883,0.4518292115070258,0.4424633667804633,0.4418133423664008,0.42910124519843207
29400,0.4373028443195258,0.45151335457343206,0.4427075074054633,0.4417309449054633,0.42851835945624456
29600,0.43739592293280705,0.4509289429523383,0.44253813484686955,0.4419293091632758,0.4283459351398383
29800,0.4376904175617133,0.45092741707343204,0.44193083504218206,0.4419476197101508,0.4283550904132758
30000,0.4373486206867133,0.4511700318195258,0.4422039673664008,0.44207731941718204,0.4292278931476508
30200,0.43751799324530705,0.451153247151557,0.4420666382648383,0.44215971687811956,0.4301220581867133
30400,0.4371441529132758,0.4510082886554633,0.4427227661945258,0.4422878907062445,0.4302838013507758
30600,0.43700529793280707,0.4509899781085883,0.442394702229682,0.44303862312811954,0.4295971558429633
30800,0.4368939087726508,0.45122038582343205,0.44203459480780705,0.44350554207343207,0.42947966316718206
31000,0.4370953247882758,0.4508618042804633,0.44161955574530704,0.4441937134601508,0.4295269654132758
31200,0.4365124390460883,0.4497997925617133,0.4423718140460883,0.44465910652655705,0.42958647469061956
31400,0.4361981079914008,0.44847380379218205,0.4424084351398383,0.4442394898273383,0.4295483277179633
31600,0.43613249519843206,0.4478466675617133,0.4422741577960883,0.4434460327960883,0.42960478523749457
31800,0.43641630867499454,0.4473889038898383,0.44161345222968207,0.443401782307807,0.42987639168280706
32000,0.4367169068195258,0.44751860359686957,0.44203154304999454,0.44347502449530707,0.4299969361164008
32200,0.4364819214679633,0.44754912117499457,0.4416271851398383,0.44342314461249455,0.43001372078436956
32400,0.43649565437811955,0.44771391609686956,0.44131437996405704,0.442821948323432,0.430279223714057
32600,0.4358837769367133,0.4481884644367133,0.44121367195624456,0.442669360432807,0.4307751343585883
32800,0.4357647583820258,0.44746672371405705,0.44073759773749455,0.44296232918280704,0.43045012215155704
33000,0.4358654663898383,0.4470318482257758,0.4406597779132758,0.44299589851874455,0.4300762818195258
33200,0.43593413094061956,0.4461331055499945,0.44086577156561957,0.4431423828937445,0.4301525757648383
33400,0.4357586548664008,0.4464794800617133,0.4407009766437445,0.44316984871405707,0.4299603150226508
33600,0.4353802368976508,0.4460400269367133,0.4394848511554633,0.44299895027655706,0.43025786140936956
33800,0.434368579182807,0.4457562134601508,0.4385723755695258,0.4430401490070258,0.42999541023749455
34000,0.43412749031561954,0.4456310913898383,0.43836943367499454,0.4434368775226508,0.4303936646320258
34200,0.434124438557807,0.4458294556476508,0.43808562019843206,0.4424877808429633,0.4296459839679633
34400,0.43413359383124456,0.4455151245929633,0.4380779908039008,0.4421520874835883,0.42904021004218207
34600,0.43425871590155707,0.445538012776557,0.43811613777655706,0.4421490357257758,0.42874724129218206
34800,0.43424040535468206,0.44565397957343206,0.43847929695624455,0.44206816414374456,0.4301525757648383
35000,0.4343609497882758,0.4458935425617133,0.4393170044757758,0.44177214363593204,0.4306774781085883
35200,0.4340176270343695,0.446178881917182,0.4391796753742133,0.4413525269367133,0.4314312622882758
35400,0.4341900513507758,0.4461956665851508,0.43885771492499454,0.4411282227374945,0.4310345337726508
35600,0.43407255867499456,0.4468792603351508,0.43886076668280705,0.4412945435382758,0.43059050301093205
35800,0.43431059578436954,0.44665495613593204,0.43862883308905704,0.4411053345539008,0.43007475594061956
36000,0.4344372437335883,0.4465069458820258,0.4387219117023383,0.44101835945624457,0.4290478394367133
36200,0.4344311402179633,0.4464184449054633,0.4390576050617133,0.44063688972968207,0.4288403199054633
36400,0.4338543579914008,0.4467938111164008,0.4390270874835883,0.44074370125311957,0.42905241707343206
36600,0.43381621101874457,0.4476116822101508,0.4393932984210883,0.44097868660468204,0.4286022827960883
36800,0.4340832398273383,0.4476147339679633,0.4399914429523383,0.44112211922186956,0.42882353523749456
37000,0.4337200806476508,0.44766813972968206,0.43931853035468205,0.4412701294757758,0.4288830445148383
37200,0.4335674927570258,0.44746977547186956,0.4390026734210883,0.44152189949530707,0.42802702644843205
37400,0.43253447273749457,0.4470593140460883,0.43905607918280704,0.44188811043280707,0.4272076294757758
37600,0.4320080445148383,0.4470532105304633,0.43908964851874455,0.44241301277655704,0.4269055054523383
37800,0.4312878296710883,0.44679838875311956,0.4393841431476508,0.4424847290851508,0.4271816895343695
38000,0.4310650513507758,0.44655119637030705,0.43943754890936954,0.4423107788898383,0.4269512818195258
38200,0.43123442390936956,0.4467480347492133,0.439190356526557,0.4420727417804633,0.4263378784992133
38400,0.4310650513507758,0.4465588257648383,0.43937956551093205,0.441997973714057,0.42575651863593206
38600,0.4311474488117133,0.4463665650226508,0.43934599617499454,0.4419994995929633,0.4266064331867133
38800,0.4314098999835883,0.44633452156561954,0.43966032722968207,0.441936938557807,0.42639433601874455
39000,0.43154875496405704,0.4464611695148383,0.43972746590155704,0.441845385823432,0.42645842293280706
39200,0.43147856453436956,0.4463482544757758,0.4394482300617133,0.4417996094562445,0.4263744995929633
39400,0.4312710450031195,0.44628874519843204,0.43941618660468207,0.44201933601874455,0.42625395515936954
39600,0.4311413452960883,0.44548308113593205,0.4388775513507758,0.44199187019843206,0.4265408203937445
39800,0.43095671394843205,0.4448254273273383,0.43918120125311955,0.44194609383124456,0.4268109009601508
40000,0.4311138794757758,0.44443327644843206,0.4390972779132758,0.44191862801093207,0.42689787605780705
40200,0.4309857056476508,0.44376188972968206,0.4393627808429633,0.4419994995929633,0.427013842854682
40400,0.43094145515936955,0.44404875496405705,0.4395550415851508,0.44182097176093205,0.4271343872882758
40600,0.4313732788898383,0.44449736336249457,0.4394268677570258,0.44230620125311954,0.4271618531085883
40800,0.43166472176093207,0.44499785164374456,0.4398235962726508,0.44272429207343206,0.42711455086249456
41000,0.43174101570624457,0.44451262215155707,0.4401562378742133,0.4426190064289008,0.4267834351398383
41200,0.43106352547186955,0.4435497925617133,0.4403042481281195,0.44264189461249454,0.4270672486164008
41400,0.43059355476874456,0.44278227547186955,0.44057585457343207,0.44244353035468204,0.4273358033039008
41600,0.4304821656085883,0.4422558472492133,0.44040190437811955,0.4414654419757758,0.42687956551093204
41800,0.43027312019843206,0.44214445808905706,0.44020354012030705,0.4408672974445258,0.4267895386554633
42000,0.4303356812335883,0.4421047852374945,0.43963591316718204,0.4405789063312445,0.426769702229682
42200,0.43047148445624456,0.44306303719061957,0.4392223999835883,0.44062773445624454,0.4267407105304633
42400,0.4306164429523383,0.4433819458820258,0.439648120198432,0.44022490242499457,0.4268780396320258
42600,0.4295971558429633,0.4431866333820258,0.43965117195624454,0.43948942879218206,0.4266430542804633
42800,0.4292401001789008,0.4430813477374945,0.43907438972968205,0.4385967896320258,0.42685209969061955
43000,0.4293743775226508,0.44279448250311954,0.43865019539374456,0.4380627320148383,0.42679411629218206
43200,0.4296551392414008,0.44233061531561957,0.4382244751789008,0.43808256844061955,0.42612578133124457
43400,0.42975432137030706,0.4428753540851508,0.4376660034992133,0.4382366822101508,0.42593657234686955
43600,0.4296551392414008,0.4426159546710883,0.43740202644843207,0.438427417073432,0.4254681275226508
43800,0.43032805183905704,0.4423596070148383,0.4375271485187445,0.4385235474445258,0.42547880867499455
44000,0.4309796021320258,0.4416638062335883,0.43792692879218204,0.4380047486164008,0.4258953736164008
44200,0.43043486336249454,0.44150664070624457,0.438518969807807,0.43812834480780705,0.4259991333820258
44400,0.4305737183429633,0.4416882202960883,0.43871123054999456,0.43832670906561955,0.4256725952960883
44600,0.43081633308905704,0.44168669441718206,0.43862272957343207,0.43860136726874455,0.42528044441718205
44800,0.4312206909992133,0.4415753052570258,0.43881499031561955,0.4387097046710883,0.4251370117999945
45000,0.43028837898749456,0.44173247078436956,0.4380444214679633,0.43834501961249456,0.425213305745307
45200,0.42949187019843205,0.4422131226398383,0.437633960042182,0.4383404419757758,0.4251904175617133
45400,0.4293194458820258,0.44193083504218206,0.43730437019843205,0.4388317749835883,0.4251782105304633
45600,0.42900969246405707,0.4414715454914008,0.4370190308429633,0.43896452644843204,0.4251537964679633
45800,0.42821623543280707,0.44165922859686957,0.4374584839679633,0.43885161140936957,0.4256558106281195
46000,0.4274639771320258,0.44216887215155704,0.4376492188312445,0.43917204597968207,0.42621123054999455
46200,0.4274700806476508,0.442760913167182,0.4376782105304633,0.43910795906561956,0.4263317749835883
46400,0.427532641682807,0.4428143189289008,0.43760649422186954,0.43893400887030704,0.4268658326007758
46600,0.4270489380695258,0.4424023316242133,0.437176196370307,0.4391522095539008,0.4275158570148383
46800,0.42693449715155707,0.44222380379218207,0.43732268074530706,0.43930327156561955,0.4276653931476508
47000,0.42575346687811955,0.4418774292804633,0.43743864754218204,0.43944060066718205,0.4276898072101508
47200,0.42539946297186954,0.4416058228351508,0.43812529304999454,0.43950773933905707,0.42784697273749456
47400,0.4254345581867133,0.44111906746405705,0.43820463875311955,0.43942229012030704,0.42822844246405706
47600,0.42497832039374456,0.44062773445624454,0.4387249634601508,0.43943754890936954,0.42823149422186957
47800,0.4246136353351508,0.44030119637030707,0.43900114754218206,0.43973662117499457,0.4281262085773383
48000,0.4244885132648383,0.4399090454914008,0.4390530274249945,0.44013334969061957,0.4278301880695258
48200,0.4244091675617133,0.4394512818195258,0.43913542488593205,0.4398174927570258,0.42783171394843206
48400,0.4243603394367133,0.4385052368976508,0.43960844734686955,0.43958403328436957,0.4289440796710883
48600,0.4240399048664008,0.4381603882648383,0.43965727547186956,0.4394909546710883,0.4300213501789008
48800,0.4232128784992133,0.4380322144367133,0.43945585945624455,0.43966948250311955,0.4301464722492133
49000,0.4225811646320258,0.43785673836249456,0.43959013679999454,0.4391796753742133,0.42966582039374457
49200,0.42270781258124457,0.43807341316718207,0.4393200562335883,0.4385082886554633,0.4298840210773383
49400,0.4229412720539008,0.4383465454914008,0.4392834351398383,0.43858305672186954,0.4294094727374945
49600,0.42344023445624457,0.4383557007648383,0.4397473023273383,0.4382397339679633,0.42904936531561955
49800,0.4228924439289008,0.4376568482257758,0.4404858277179633,0.437817065510932,0.42888457039374456
50000,0.42258574226874457,0.4370495484210883,0.4401928589679633,0.4373577759601508,0.42833220222968205
50200,0.4223126099445258,0.43797575691718205,0.439800708089057,0.43719450691718204,0.42784086922186954
50400,0.4220745728351508,0.4382488892414008,0.4396160767414008,0.43666044929999454,0.4277203247882758
50600,0.4221844361164008,0.438396899495307,0.4400463745929633,0.43667875984686955,0.42737395027655706
50800,0.42235075691718205,0.43840605476874456,0.4402538941242133,0.4363415406085883,0.42718779304999455
51000,0.42225004890936957,0.43895842293280707,0.4409496949054633,0.43632475594061954,0.4270275757648383
51200,0.4222149536945258,0.43962065437811954,0.44114958504218205,0.43631254890936955,0.4271282837726508
51400,0.42213408211249454,0.44009672859686955,0.44096953133124456,0.43617521980780705,0.427074878010932
51600,0.42204252937811954,0.4401165650226508,0.4402355835773383,0.4357708618976508,0.42706877449530706
51800,0.42237822273749454,0.4400097534992133,0.4397564576007758,0.43540007332343206,0.4273205445148383
52000,0.42259794929999456,0.4399609253742133,0.4397289917804633,0.4357250855304633,0.4279308960773383
52200,0.4225262329914008,0.4397289917804633,0.43988615730780706,0.4362316773273383,0.4285809204914008
52400,0.4221813843585883,0.4393780396320258,0.4400341675617133,0.4364636109210883,0.42856413582343206
52600,0.4215649292804633,0.43933073738593204,0.440166919026557,0.435863940510932,0.4281170533039008
52800,0.4213879273273383,0.4396328614093695,0.44026457527655705,0.43566252449530707,0.42766691902655707
53000,0.4216564820148383,0.44011198738593205,0.440136401448432,0.43604094246405706,0.4277111695148383
53200,0.42172819832343206,0.44044462898749454,0.4399853394367133,0.43523527840155707,0.42752958992499457
53400,0.42117888191718206,0.44044462898749454,0.4398663208820258,0.4354717896320258,0.4276592896320258
53600,0.4210796997882758,0.4398113892414008,0.43968779304999456,0.43558012703436955,0.4274883911945258
53800,0.42085844734686956,0.4392315552570258,0.43975187996405707,0.43556181648749454,0.42707182625311957
54000,0.4201061890460883,0.43945585945624455,0.4397106812335883,0.43591582039374455,0.42687041023749456
54200,0.4199749634601508,0.4393444702960883,0.4395336792804633,0.43563811043280704,0.4269573853351508
54400,0.4199230835773383,0.43955351570624457,0.4394390747882758,0.43584257820624456,0.42659880379218207
54600,0.419933764729682,0.4393871949054633,0.43960844734686955,0.4363445923664008,0.42644621590155707
54800,0.4193432495929633,0.43925444344061954,0.4398144409992133,0.43655974129218206,0.42640654304999454
55000,0.41924406746405707,0.43903471687811957,0.43962065437811954,0.43654448250311956,0.4264813111164008
55200,0.419048754964057,0.4393582032062445,0.4392346070148383,0.4366375611164008,0.42661101082343206
55400,0.4185146973468695,0.43930632332343206,0.43876616219061954,0.4365811035968695,0.42668730476874456
55600,0.41897856453436955,0.4390667603351508,0.4383587525226508,0.43663603523749456,0.4267498658039008
55800,0.4197048828937445,0.4389630005695258,0.43816191414374456,0.4368557617999945,0.4268719361164008
56000,0.42015043953436954,0.43877226570624456,0.43822294929999456,0.43681608894843205,0.4268414185382758
56200,0.42051665047186954,0.4390942261554633,0.43857390144843206,0.43707243660468204,0.4267346070148383
56400,0.4209454224445258,0.43850065926093207,0.43834807137030707,0.43691984871405704,0.4264965699054633
56600,0.4206341431476508,0.43881499031561955,0.43850676277655704,0.4366116211749945,0.42601286629218205
56800,0.4205456421710883,0.43880278328436956,0.43842131355780706,0.43666655281561956,0.4257824585773383
57000,0.42047087410468204,0.43893400887030704,0.4379894898273383,0.43704802254218206,0.4255947754718695
57200,0.42062346199530704,0.4390759156085883,0.43755461433905707,0.4372570679523383,0.4253399536945258
57400,0.4205670044757758,0.4389568970539008,0.4374005005695258,0.4375866577960883,0.42499663094061957
57600,0.4209255860187445,0.4393444702960883,0.43753325203436955,0.4379254029132758,0.4244274781085883
57800,0.4197094605304633,0.4392437622882758,0.437725512776557,0.4381603882648383,0.42427336433905705
58000,0.4194302246906195,0.43797880867499456,0.4379742310382758,0.4381085083820258,0.42423369148749457
