step,fanciful-smoke-1204,solar-terrain-1202,major-disco-1200,lyric-cosmos-1199,grateful-snow-1197,snowy-spaceship-1184
8600,0.5541599909932289,0.36583533821545106,0.35360660557656215,0.2292793486321177,0.29626068543767325,0.2477580812710066
8800,0.5478231854376734,0.35514740418767327,0.35558143196545106,0.2254924562710066,0.29604367154878436,0.2464885500210066
9000,0.5351604250210067,0.3489516576598955,0.35379106738211774,0.2228123347432288,0.29167084168767327,0.24525157085433993
9200,0.5451864666876733,0.3465428034932288,0.34342865418767327,0.2217055639098955,0.2845744875210066,0.2419746611321177
9400,0.5453058243265623,0.34437266460433996,0.3405315187710066,0.2108440187710066,0.28229584168767324,0.2374065187710066
9600,0.5317858590487845,0.3468357722432288,0.3383505291876733,0.20726328960433993,0.28269731738211773,0.2292793486321177
9800,0.5148370743265622,0.3389473173821177,0.33024506043767327,0.1985284805765622,0.27936615418767324,0.22375634515989548
10000,0.5026408937710067,0.33995643196545106,0.32653412293767325,0.1988214493265622,0.2781508764098955,0.22145599793767326
10200,0.4764256159932289,0.3445896784932288,0.3198283937710066,0.19885400140989554,0.27555756043767327,0.22027327224322882
10400,0.4711738798821178,0.3396526125210066,0.3150974909932288,0.19428585904878443,0.27276893196545104,0.21708316807656217
10600,0.4701322132154511,0.3309069527987844,0.31739783821545103,0.19195295974322887,0.2713474909932288,0.21530365418767328
10800,0.4547676298821178,0.32534054654878436,0.31419688335433993,0.18865434863211775,0.2674629423821177,0.2118205812710066
11000,0.44912526877100667,0.31727848057656216,0.31356754307656215,0.18130842849322887,0.2600627687710066,0.21343733474322882
11200,0.44717214377100667,0.31342648404878437,0.3110067791876733,0.17450504307656223,0.26005191807656214,0.2118422826598955
11400,0.4453383764098956,0.3089668486321177,0.30872813335433996,0.1702298694654511,0.25614566807656214,0.20873898404878438
11600,0.43388004307656225,0.30653629307656216,0.3072524389098955,0.1646634632154511,0.25902110210433993,0.2070571264098955
11800,0.4310480118265622,0.3037368139098955,0.3067207548821177,0.15956363682656222,0.2576647652987844,0.20502804654878437
12000,0.42519948752100667,0.2933201472432288,0.30817474793767324,0.15511485210434,0.2553752687710066,0.2056682375210066
12200,0.42250851529878447,0.2871569527987844,0.30509315071545107,0.15146901877100666,0.2476604250210066,0.1994616402987844
12400,0.41855886252100666,0.28405365418767325,0.2986586889098955,0.1481595569654511,0.2462932375210066,0.1945788277987844
12600,0.41659488682656226,0.27955061599322883,0.29246294238211773,0.1472263972432289,0.24491519932656217,0.1901842965487844
12800,0.4063084284932289,0.2783244875210066,0.2890341229376733,0.14543603265989555,0.23983707432656215,0.1870809979376733
13000,0.4023045222432289,0.27797726529878436,0.28722205696545106,0.14375417502100665,0.23563785557656217,0.1813409805765622
13200,0.38913177918767333,0.27991953960433996,0.2832507027987844,0.14226762988211777,0.23309879307656217,0.1791925430765622
13400,0.38002804654878447,0.27726111946545107,0.27763004307656214,0.14209401877100666,0.2316665014098955,0.17633881043767333
13600,0.3676365534932288,0.27530799446545107,0.2760024389098955,0.13996728265989555,0.22889957432656216,0.17438568543767333
13800,0.36285139724322885,0.2726170222432288,0.27638221321545103,0.13753672710434,0.22468950488211772,0.17336572015989554
14000,0.3615493139098955,0.27177066807656214,0.2737888972432288,0.1343900257154511,0.2244182375210066,0.17044688335434
14200,0.36022552918767325,0.2697958416876733,0.27259532085433996,0.1320896784932289,0.22118473057656216,0.16848290765989554
14400,0.35154497363211773,0.26913394932656215,0.27128238682656214,0.1285740534932289,0.2193835152987844,0.16543386252100667
14600,0.3462172826598955,0.27000200488211773,0.27059879307656215,0.12397335904878444,0.2113540014098955,0.16256927918767333
14800,0.33909922710433993,0.2667033937710066,0.2689820396043399,0.11840695279878444,0.20443125835433992,0.15882578960434
15000,0.33143863682656216,0.2599217097432288,0.2645875083543399,0.11450612814600666,0.2011760500210066,0.15545122363211777
15200,0.32157535557656214,0.25206580696545106,0.26235226529878436,0.11237396668767333,0.19677066807656216,0.15231537293767333
15400,0.31472856738211774,0.24585920974322883,0.2578926298821177,0.11154931390989554,0.19156233474322887,0.15004215245156222
15600,0.3090428034932288,0.23798160557656217,0.25282535557656216,0.10895599793767333,0.19150808127100663,0.14604909689600667
15800,0.30174028613211773,0.2353991402987844,0.24835486946545104,0.10558685731267332,0.19011919238211775,0.14143755175711778
16000,0.29577240418767325,0.22924679654878438,0.24420990418767327,0.10300981738211777,0.19016259515989553,0.13651133647934
16200,0.28956580696545103,0.22767344585433993,0.2428752687710066,0.10229367154878444,0.18891476529878443,0.13299571147934
16400,0.28671207432656215,0.2261000951598955,0.23985877571545106,0.10074202224322888,0.1843683243265622,0.13145491286822888
16600,0.2784221437710066,0.22105452224322883,0.23589827224322882,0.0990872913404511,0.1836630291876733,0.12941498231267332
16800,0.27601328960433996,0.21702891460433993,0.23067908821545105,0.09678694411822888,0.1806573868265622,0.12618147536822888
17000,0.27564436599322883,0.21849375835433993,0.2278145048821177,0.09573985210434,0.17848724793767332,0.12292626703489555
17200,0.27501502571545106,0.2175605986321177,0.22557926182656216,0.09387895800711778,0.17523203960434,0.1195951038404511
17400,0.2746135500210066,0.21323117154878438,0.22162960904878437,0.0913019180765622,0.16900374099322887,0.11796749967378443
17600,0.27161875835433996,0.2114516576598955,0.21790782085433993,0.08966346321545109,0.1651951472432289,0.11541758647934
17800,0.2634807375210066,0.21038828960433995,0.2125041750210066,0.0882474475904511,0.1604642444654511,0.11368690071545111
18000,0.2595202340487844,0.20685096321545104,0.21017127571545105,0.08721120627100665,0.15847856738211777,0.11106103265989554
18200,0.25843516460433996,0.2045180639098955,0.20743690071545104,0.0849759632154511,0.15767561599322888,0.10835920974322888
18400,0.2568618139098955,0.20200070279878438,0.2037585152987844,0.08371728265989554,0.15615651877100667,0.10614566807656221
18600,0.2513496611321177,0.19761702224322886,0.19698768196545108,0.08214935731267332,0.15471337640989555,0.10478933127100666
18800,0.2497112062710066,0.19373247363211776,0.19107405349322887,0.08115651877100666,0.15171858474322888,0.10350894932656221
19000,0.24432926182656217,0.18958750835433996,0.18921858474322886,0.07879649272933999,0.15203325488211777,0.10150157085434
19200,0.24058577224322883,0.18782969585433998,0.1845636368265622,0.07674028613211777,0.1516209284932289,0.10031884515989554
19400,0.2340428034932288,0.18181841113211775,0.1818835152987844,0.07503130175711777,0.15124115418767334,0.09932058127100667
19600,0.23072249099322883,0.17805322015989553,0.17712006043767334,0.0736478382154511,0.15217431390989555,0.09682492154878444
19800,0.2256335152987844,0.17602414029878444,0.1744073868265622,0.07295339377100665,0.1519681507154511,0.09556624099322888
20000,0.21786441807656215,0.17396250835434,0.17292084168767333,0.07198225661822888,0.14958099793767332,0.09276676182656221
20200,0.21606320279878438,0.1720853382154511,0.1681790882154511,0.07103282085433998,0.1498956680765622,0.08947900140989554
20400,0.2153145048821177,0.17002370627100666,0.16406667502100666,0.06931841113211776,0.1450128555765622,0.08703216981267332
20600,0.21286224793767328,0.16498898404878443,0.15980235210434,0.06855343717378443,0.1420831680765622,0.08320187467378443
20800,0.20931407085433992,0.1624173694654511,0.15888004307656223,0.06777761252100666,0.13938134515989556,0.08104801182656221
21000,0.20415999099322882,0.16094167502100667,0.15385617154878445,0.06708316807656221,0.1369724909932289,0.07987613682656221
21200,0.2003839493265622,0.15797943543767332,0.15214176182656222,0.06558034689600666,0.13641910557656223,0.07904605870156221
21400,0.19476328960433997,0.15458316807656222,0.14997162293767333,0.0632962757154511,0.1359959284932289,0.07803151877100666
21600,0.1931139840487844,0.14996077224322887,0.14720469585433998,0.061750051757117765,0.13440087640989556,0.07747813335433998
21800,0.1879599041876733,0.14779063335434,0.14487179654878443,0.06019297710433998,0.13275157085434,0.07578542502100666
22000,0.18421641460433996,0.1466947132154511,0.1435480118265622,0.05862505175711776,0.13144948752100666,0.07472748231267332
22200,0.1812433243265622,0.1446222305765622,0.1381769180765622,0.05719818543767332,0.13025591113211776,0.0745755725904511
22400,0.17799896668767332,0.14258230002100666,0.13642453092378443,0.055651961479339984,0.12898637988211778,0.07363698752100666
22600,0.17555756043767332,0.1379490534932289,0.13502479134045112,0.054528914604339986,0.12787960904878443,0.07209076356267331
22800,0.17402761252100665,0.13506276877100667,0.13246402745156222,0.05340044238211776,0.12690304654878443,0.06973616286822887
23000,0.17090261252100666,0.13167735210434,0.13100460904878444,0.052575789604339986,0.12461355002100666,0.0665189319654511
23200,0.16892778613211779,0.12986528613211779,0.12978933127100667,0.051517846896006664,0.12170556390989555,0.06470144064600665
23400,0.1646417618265622,0.12731537293767334,0.1250909805765622,0.05068234342378444,0.11792409689600666,0.0631280899515622
23600,0.15888004307656223,0.12528629307656222,0.12197683127100666,0.05017236078489555,0.11481537293767333,0.062243758354339984
23800,0.1549954944654511,0.12326806390989554,0.11942691807656222,0.049835989257117776,0.11322032085434,0.061017629882117765
24000,0.15126285557656222,0.1218900257154511,0.11753889724322888,0.04948876703489555,0.1111478382154511,0.0594388538404511
24200,0.14827891460434,0.12078325488211777,0.11625851529878443,0.04909271668767333,0.11025808127100666,0.05804453960433999
24400,0.14721554654878444,0.11676849793767333,0.11405582432656222,0.04864783821545111,0.10948768196545111,0.056476614257117766
24600,0.14563134515989556,0.11475026877100666,0.11266693543767332,0.04798594585434,0.10770274272934,0.054105737521006655
24800,0.14458967849322887,0.11151676182656221,0.11154931390989554,0.046911727104339995,0.10705170106267332,0.052141761826562216
25000,0.1417142444654511,0.10883664029878444,0.10969384515989555,0.04637461772934,0.10578216981267333,0.051789114257117776
25200,0.1390069962015622,0.10564653613211777,0.1084134632154511,0.046173879882117776,0.10215261252100666,0.05126285557656222
25400,0.13817149272933998,0.10392127571545111,0.10620534689600666,0.04558251703489555,0.10038937467378443,0.05044362814600666
25600,0.13579519064600667,0.10234792502100666,0.10336789029878445,0.04522444411822889,0.09879432259045111,0.049602699326562215
25800,0.13573008647933998,0.10006927918767333,0.10220144064600666,0.04498030349322889,0.09706906217378444,0.048794322590451106
26000,0.13564328092378444,0.09729150140989555,0.10118147536822888,0.04449744759045111,0.09482296842378445,0.04782861078489555
26200,0.13382036425711777,0.09639089377100667,0.09900048578489555,0.04389523404878444,0.09339610210433999,0.04703651009045111
26400,0.13318017328489556,0.09635834168767334,0.09715586772934,0.042934947590451106,0.09234358474322889,0.04572357606267333
26600,0.13179128439600665,0.09496945279878444,0.09558251703489555,0.04280473925711777,0.0905206680765622,0.044437768771006664
26800,0.13144406217378443,0.09291867154878442,0.09445404481267333,0.04223507779878444,0.08937049446545109,0.043265893771006654
27000,0.12856862814600667,0.08950070279878442,0.0925443225904511,0.04156776009045109,0.08906667502100664,0.04252262120156221
27200,0.12527001703489554,0.08675547710433998,0.08976654481267331,0.04097639724322887,0.08855126703489555,0.041654565646006655
27400,0.12191715245156222,0.0847806507154511,0.0879056507154511,0.04024397536822887,0.08766693543767332,0.0413724475904511
27600,0.11689328092378444,0.08328325488211777,0.0852201038404511,0.03878998231267332,0.08662526877100665,0.04071055522933999
27800,0.11474484342378444,0.08205712640989554,0.08188351529878443,0.03811723925711776,0.08616953960433998,0.04048269064600665
28000,0.11110986078489556,0.08117279481267332,0.0802396350904511,0.03729258647933999,0.08528520800711777,0.03918060731267332
28200,0.10855452224322888,0.07983273404878442,0.07891042502100665,0.036630694118228876,0.08455278613211777,0.03836137988211776
28400,0.10746945279878443,0.07884532085433998,0.07870968717378443,0.03635400140989554,0.08300113682656221,0.03721663161822887
28600,0.10650374099322889,0.07812917502100665,0.07741302918767332,0.03505191807656221,0.08065196147933998,0.036457083007117766
28800,0.10496294238211777,0.07762461772933998,0.0767999649515622,0.034265242729339986,0.07859575488211776,0.035664982312673316
29000,0.10419796842378444,0.07744015592378443,0.07545990418767332,0.033782386826562205,0.07664262988211776,0.035409990993228876
29200,0.10323225661822888,0.0765069962015622,0.07407101529878443,0.033532820854339986,0.07299137120156221,0.03484575488211776
29400,0.10194644932656222,0.07562808995156221,0.0728177600904511,0.03289805522933999,0.07035465245156221,0.0341458850904511
29600,0.10142561599322888,0.07473833300711777,0.07176524272933998,0.03225786425711776,0.06737613682656221,0.03382578960433998
29800,0.10095903613211778,0.07292626703489555,0.07043603265989554,0.031617673284895544,0.0654447132154511,0.033429739257117765
30000,0.09846880175711778,0.07133664029878443,0.06956797710433998,0.031243324326562207,0.06390933995156221,0.032626787868228875
30200,0.09694970453489556,0.07058794238211777,0.06864566807656221,0.030912378146006652,0.06272118890989554,0.03235552050711776
30400,0.09501285557656222,0.07016476529878443,0.06740868890989554,0.030288463215451096,0.06203759515989554,0.03166650140989554
30600,0.0936456680765622,0.06975786425711776,0.06686072884045109,0.02993039029878443,0.05957448752100665,0.030820147243228874
30800,0.09338525140989554,0.06867279481267331,0.06547726529878443,0.029311900715451096,0.05804996495156221,0.03057058127100665
31000,0.09304887988211775,0.06779388856267332,0.06501068543767331,0.02888329828489554,0.05684011252100665,0.030456648979339987
31200,0.09143212640989554,0.06631819411822887,0.06395274272933998,0.02800439203489554,0.05646033821545109,0.030521753146006653
31400,0.09006493890989553,0.0653470569654511,0.061826006618228874,0.02668060731267332,0.05450721321545109,0.03012027745156221
31600,0.08755300314600666,0.06359466981267332,0.060290633354339984,0.02644189203489554,0.05312917502100666,0.02959401877100665
31800,0.0865384632154511,0.06229258647933999,0.058896319118228874,0.02619232606267332,0.05135508647933999,0.029214244465451098
32000,0.08467214377100665,0.06061072884045109,0.05744232606267332,0.025470754882117773,0.050823402451562215,0.028682560437673317
32200,0.08172075488211776,0.05782210036822887,0.055755043076562205,0.02519406217378444,0.04997704828489555,0.02797726529878443
32400,0.07978933127100665,0.056557994465451095,0.054501787868228874,0.024754609048784428,0.049179522243228885,0.02720144064600665
32600,0.0776517444654511,0.055163680229339984,0.053617456271006655,0.024396536132117765,0.04866953960433999,0.026984426757117763
32800,0.07545990418767332,0.05370968717378443,0.05232079828489555,0.023664114257117765,0.04734575488211777,0.026067543076562207
33000,0.07441823752100665,0.052939287868228886,0.05077457432656222,0.023202959743228873,0.04682492154878444,0.025671492729339985
33200,0.07326263856267332,0.05164262988211777,0.04911984342378443,0.022882864257117764,0.04641259515989555,0.025172360784895542
33400,0.07200395800711776,0.05073659689600666,0.04815955696545109,0.02230777745156221,0.04521359342378444,0.024841414604339987
33600,0.0713529163404511,0.05011268196545111,0.04656993022933999,0.021879175021006652,0.04480669238211777,0.024532169812673317
33800,0.07000743022933999,0.04888655349322889,0.04485552050711776,0.02146142328489554,0.04388980870156222,0.024331431965451098
34000,0.06906341981267332,0.04843624967378444,0.04306515592378443,0.02104367154878443,0.04354258647933999,0.02345795106267332
34200,0.06839067675711777,0.047709253146006665,0.04201806390989554,0.020674747937673318,0.04318993890989555,0.02307275140989554
34400,0.06733815939600665,0.04676524272934,0.04062917502100665,0.02031124967378443,0.04320078960434,0.02279605870156221
34600,0.06639414897933998,0.045940589951562215,0.04024397536822887,0.019763289604339984,0.04240326356267332,0.02218841981267332
34800,0.06593841981267332,0.04493147536822888,0.03951155349322887,0.019226180229339987,0.041757647243228876,0.021564504882117762
35000,0.06548811599322887,0.04450829828489555,0.03851871495156221,0.018916935437673317,0.0412259632154511,0.021298662868228874
35200,0.06497813335433998,0.043743324326562215,0.03773746495156221,0.018716197590451098,0.04035248231267332,0.02111962640989554
35400,0.06443017328489554,0.04291324620156222,0.03721663161822887,0.01821164029878443,0.03958750835433999,0.02101654481267332
35600,0.06353499099322887,0.04232188335433999,0.03632687467378443,0.018032603840451095,0.03908837640989554,0.020962291340451095
35800,0.06293820279878443,0.04172509515989554,0.03558360210433999,0.017934947590451097,0.03822574620156221,0.02059879307656221
36000,0.06150048578489554,0.040895017034895544,0.03484032953489554,0.017685381618228874,0.03780256911822887,0.020289548284895542
36200,0.06093082432656221,0.04071598057656221,0.03478607606267332,0.01742496495156221,0.037015893771006655,0.020034556965451096
36400,0.05975894932656221,0.03993473057656221,0.034330346896006655,0.017094018771006653,0.03609358474322887,0.01967648404878443
36600,0.05901567675711776,0.03900157085433999,0.03366302918767332,0.01674679654878443,0.03543169238211776,0.01948117154878443
36800,0.05869558127100665,0.03773203960433998,0.032702742729339984,0.016350746201562207,0.034894583007117765,0.019101397243228874
37000,0.05776242154878443,0.03710269932656221,0.03155799446545109,0.01611203092378443,0.03462874099322887,0.018710772243228875
37200,0.05628672710433998,0.036923662868228874,0.031243324326562207,0.015781084743228875,0.034341197590451095,0.01845578092378443
37400,0.055255911132117766,0.03638112814600665,0.030793020507117762,0.015471839951562207,0.034059079534895544,0.01821164029878443
37600,0.05454519064600665,0.0358548694654511,0.030283037868228873,0.015048662868228875,0.03393429654878443,0.018048879882117765
37800,0.054252221896006654,0.035312334743228875,0.029626570854339986,0.014804522243228875,0.03342431390989554,0.01775048578489554
38000,0.05330278613211777,0.03427609342378443,0.028888723632117762,0.014489852104339986,0.03291433127100665,0.017538897243228876
38200,0.052597490993228885,0.033608775715451095,0.02851437467378443,0.014240286132117762,0.03236094585433998,0.017126570854339985
38400,0.05212548578489555,0.03317474793767332,0.027754826062673318,0.014006996201562207,0.03162852397933998,0.016839027451562207
38600,0.05136051182656222,0.03200829828489554,0.02741302918767332,0.013827959743228875,0.031509166340451096,0.01667626703489554
38800,0.05045990418767333,0.03149289029878443,0.02690847189600665,0.013491588215451097,0.03112939203489554,0.016399574326562208
39000,0.04938568543767333,0.030912378146006652,0.02612722189600666,0.013236596896006652,0.030923228840451098,0.016198836479339986
39200,0.048761770507117774,0.030554305229339985,0.025817977104339994,0.013019583007117768,0.030744192382117765,0.015965546548784428
39400,0.04817040765989555,0.029935815646006652,0.02566064203489555,0.012710338215451101,0.030011770507117765,0.015585772243228874
39600,0.047079912868228886,0.029523489257117765,0.024808862521006652,0.012498749673784434,0.02949093717378443,0.015157169812673319
39800,0.04661333300711777,0.02907318543767332,0.024250051757117762,0.012254609048784434,0.028839895507117762,0.015043237521006652
40000,0.0460111194654511,0.028742239257117764,0.023707517034895542,0.012091848632117768,0.02817800314600665,0.014831648979339985
40200,0.045419756618228876,0.02878021668767332,0.02373464377100665,0.011929088215451102,0.027646319118228874,0.014712291340451097
40400,0.04463850661822887,0.028546926757117765,0.023533905923784428,0.011820581271006656,0.027136336479339985,0.01443017328489554
40600,0.043716197590451096,0.027847056965451096,0.023083602104339986,0.011674096896006656,0.02668060731267332,0.014153480576562207
40800,0.042538897243228874,0.027440155923784428,0.02279605870156221,0.011462508354339991,0.02614349793767332,0.01379540765989554
41000,0.04187700488211776,0.02729367154878443,0.02268212640989554,0.011370277451562213,0.025622664604339984,0.013545841687673319
41200,0.04121511252100665,0.026941023979339986,0.02230777745156221,0.011180390298784435,0.02512353265989554,0.013502438909895541
41400,0.040021536132117765,0.02644189203489554,0.022036510090451097,0.010914548284895544,0.024819713215451098,0.013144365993228874
41600,0.03830170106267332,0.02626285557656221,0.021792369465451097,0.0106595569654511,0.02431515592378443,0.012992456271006652
41800,0.03753672710433999,0.025590112521006653,0.021450572590451095,0.010583602104339989,0.02404931390989554,0.01296532953489554
42000,0.036701223632117766,0.02522118890989554,0.021276961479339985,0.010404565646006655,0.02356103265989554,0.01274289029878443
42200,0.0360013538404511,0.02507470453489554,0.02116845453489554,0.010209253146006656,0.023257213215451097,0.012704912868228875
42400,0.03462874099322887,0.024966197590451097,0.02079953092378443,0.010019365993228878,0.022334904187673317,0.012504175021006658
42600,0.03387461772933999,0.02455387120156221,0.020587942382117762,0.009818628146006656,0.02185204828489554,0.012287161132117768
42800,0.03315304654878443,0.024255477104339986,0.020045407659895542,0.009672143771006655,0.021477699326562207,0.011820581271006656
43000,0.03246945279878443,0.023723793076562208,0.019616805229339986,0.0095853382154511,0.02099484342378443,0.011495060437673324
43200,0.03188351529878443,0.023501353840451097,0.019497447590451095,0.009444279187673323,0.02063134515989554,0.011234643771006657
43400,0.03152001703489554,0.023116154187673318,0.019128523979339986,0.009276093423784434,0.01996945279878443,0.011099010090451101
43600,0.03129757779878443,0.022882864257117764,0.01899289029878443,0.009124183701562212,0.01945947015989554,0.011061032659895545
43800,0.030190806965451098,0.022579044812673317,0.018710772243228875,0.008934296548784434,0.019193628146006652,0.01087657085433999
44000,0.029528914604339984,0.02216671842378443,0.018336423284895542,0.008760685437673322,0.01887353265989554,0.010811466687673323
44200,0.029279348632117765,0.021710989257117765,0.018271319118228876,0.0086087757154511,0.018233341687673318,0.0107572132154511
44400,0.028763940646006653,0.021255260090451096,0.018092282659895542,0.008543671548784434,0.017918671548784428,0.010518497937673323
44600,0.02831906217378443,0.02075070279878443,0.01799462640989554,0.00829410557656221,0.01757687467378443,0.010279782659895544
44800,0.027847056965451096,0.02026242154878443,0.01766910557656221,0.008011987521006656,0.01728390592378443,0.010252655923784434
45000,0.027309947590451095,0.019974878146006653,0.017468367729339986,0.0078763538404511,0.01682275140989554,0.010057343423784433
45200,0.02714718717378443,0.019437768771006652,0.017321883354339984,0.0076322132154511,0.016540633354339987,0.009796926757117767
45400,0.02675113682656221,0.018840980576562208,0.017153697590451097,0.007518280923784434,0.016323619465451095,0.009639591687673322
45600,0.02658837640989554,0.018444930229339986,0.01667626703489554,0.007409773979339989,0.01608490418767332,0.009455129882117767
45800,0.026403914604339985,0.017934947590451097,0.016312768771006653,0.0072578642571177665,0.015520668076562208,0.009200138562673323
46000,0.026181475368228874,0.017452091687673317,0.01594384515989554,0.007073402451562212,0.015168020507117764,0.008928871201562211
46200,0.026040416340451098,0.017045190646006653,0.01557492154878443,0.007035425021006656,0.014913029187673319,0.008809513562673323
46400,0.025801701062673318,0.016849878146006653,0.015205997937673318,0.006970320854339989,0.01464718717378443,0.008630477104339989
46600,0.025204912868228874,0.016562334743228876,0.014755694118228874,0.006791284396006656,0.014365069118228874,0.008565372937673323
46800,0.024380260090451095,0.01616628439600665,0.014554956271006652,0.006737030923784433,0.014224010090451097,0.008348359048784433
47000,0.02377262120156221,0.015965546548784428,0.014468150715451097,0.0066068225904511,0.014142629882117763,0.008272404187673322
47200,0.023376570854339987,0.015661727104339985,0.014224010090451097,0.006427786132117767,0.014050398979339986,0.008104218423784433
47400,0.022942543076562207,0.015460989257117762,0.013779131618228874,0.006243324326562211,0.013741154187673318,0.007968584743228879
47600,0.022627872937673318,0.015157169812673319,0.013643497937673318,0.0060697132154511006,0.01343733474322888,0.007843801757117767
47800,0.022372881618228875,0.014864201062673318,0.013431909396006652,0.006015459743228878,0.013258298284895546,0.0076810413404511
48000,0.02197140592378443,0.01479367154878443,0.013214895507117769,0.005896102104339989,0.01314436599322888,0.007556258354339989
48200,0.021580780923784428,0.014554956271006652,0.013003306965451102,0.005787595159895544,0.012992456271006658,0.007426050021006656
48400,0.021304088215451097,0.014229435437673318,0.012770017034895546,0.005689938909895545,0.01290022536822888,0.0073392444654511
