step,divine-tree-879,skilled-dust-877,efficient-firefly-874,peachy-shadow-871,treasured-vortex-868
0.0,0.5296933531062924,0.5296933531062924,0.5296933531062924,0.5296933531062924,0.5296933531062924
1000.0,0.5164971002127737,0.5179976271061206,0.5204906731491347,0.5304646566363849,0.5101770189472139
2000.0,0.49557866743620643,0.5080205789473541,0.5045509599064174,0.5202353517223028,0.4982135503257399
3000.0,0.4773834701329023,0.4941157610642784,0.48183552071450353,0.5150350038108366,0.4887194362631518
4000.0,0.4589686355420257,0.4681730790362572,0.46884748119026726,0.507281278405744,0.468985185572203
5000.0,0.44234292870341235,0.44004474527216225,0.4516122080700544,0.49472849260943436,0.4471054129530262
6000.0,0.43608434963291337,0.4161090675701972,0.4251885068375668,0.48042142755132294,0.42376386233153696
7000.0,0.4188027642636584,0.4068056002243386,0.40615961975887166,0.4640282257568157,0.41066872702040524
8000.0,0.4063369047793942,0.39486574008569364,0.39456524081988925,0.45342982966518386,0.40207342052098977
9000.0,0.39630135400267374,0.3847244655393651,0.38120789556358897,0.4418649818879361,0.3828641186374207
10000.0,0.38168275076187064,0.36787783935019636,0.36511316941287497,0.42747622789042994,0.3740915083944494
11000.0,0.3713860050505867,0.3556154810296456,0.34818263401930266,0.42024062314505956,0.35145337117882125
12000.0,0.3591771653515126,0.3441152214634707,0.33199728879128293,0.4000870778770196,0.33406053843979133
13000.0,0.35150139025092625,0.3297549531636245,0.32225105671613136,0.3928113693019721,0.3069405642431504
14000.0,0.3394326809080005,0.3186842326786743,0.31377828553067644,0.37068411036311805,0.2983792001506428
15000.0,0.33344132380004465,0.3077933626380488,0.30925473771071604,0.3544827451169708,0.2900740415104641
16000.0,0.31771459739175656,0.3034278407092437,0.2940324564718139,0.34098209665504103,0.2755165238677694
17000.0,0.30106899358011696,0.29047623372859827,0.28929887569487667,0.3308511029203344,0.2660494058239446
18000.0,0.28544695254030816,0.2771961724989652,0.27817395346374707,0.3258443617830547,0.2539943081316286
19000.0,0.2718827269992279,0.26739496197619594,0.26799656224507895,0.3172107363194499,0.2373714788515149
20000.0,0.2651367253812689,0.2544238565315164,0.25905758774112836,0.3109704303192987,0.23067654916491676
21000.0,0.24564449329901475,0.24718239705409953,0.2504645789448016,0.2986214798460185,0.2190741435570321
22000.0,0.23960693067511632,0.23673074307273226,0.2415853051524726,0.28073593232949107,0.2100393021192843
23000.0,0.22704119544102627,0.22973754931737153,0.2350812592340474,0.26328405391338633,0.19994966691373656
24000.0,0.21805888083644567,0.2241536330576272,0.22861052611025792,0.24941391546790811,0.18983205314875543
25000.0,0.2091071862989184,0.21910863244453876,0.22038569972136904,0.23471241411474425,0.18148401500174163
26000.0,0.20177062117848682,0.21504883171387199,0.21120550615252764,0.22365380673014087,0.17544049302772233
27000.0,0.19782319189383604,0.20908464109436745,0.20335443071686574,0.21338738484985703,0.1697285724973227
28000.0,0.19018259310377922,0.2005444931473979,0.19427345685894054,0.20618666178528386,0.1664075614427559
29000.0,0.1807753396491853,0.19760628727070267,0.19199822245731227,0.1983339785895421,0.15908868296974987
30000.0,0.175795661662781,0.19245470606237575,0.18461857964656844,0.1892489497575734,0.15507350843108558
31000.0,0.17017831743346296,0.18458391141728095,0.17813109640027994,0.1813340075221139,0.15271868809420888
32000.0,0.1673041726537557,0.17850907813913677,0.17188011627981453,0.1790321083960077,0.14429585434419645
33000.0,0.16318867338140722,0.17321719522673898,0.1694573440211751,0.17463769555300585,0.14031443609272873
34000.0,0.15747429110447186,0.17207264290918592,0.16286873763233325,0.16809367216287677,0.13632816728360098
35000.0,0.15413681804524743,0.16726225437743403,0.15892682165168207,0.16186072264403484,0.1293863060233551
36000.0,0.1518183919646776,0.16262697981123056,0.15762807760234893,0.1549978189725805,0.1276463448618479
37000.0,0.1453291849249669,0.15408089067421724,0.15585554551787667,0.1510802162477319,0.12363201040419733
38000.0,0.13878269480635982,0.1489446748820031,0.1529907631578839,0.14643978091291504,0.11769892521618822
39000.0,0.13795403648044122,0.14405075419604027,0.1506000062497316,0.1450708219826493,0.11472467469732228
40000.0,0.13708791490893465,0.1418924479767155,0.14600122762784323,0.14229637239365395,0.11223858541759664
41000.0,0.13171650106160276,0.1364650889684351,0.14382058548460427,0.13739236296511562,0.10896981761277745
42000.0,0.12859977013945165,0.13440648270470132,0.1417641799604153,0.13438842696555997,0.1072879833774483
43000.0,0.12531729895549992,0.13033453336727144,0.13848893604138,0.13267237576486718,0.10490648983151721
44000.0,0.12202931808873235,0.1275176776667925,0.13489895408967595,0.1309283174656105,0.10304505972498555
45000.0,0.12008767015073785,0.12447893540338854,0.1320960466207415,0.1279609681941288,0.10141503900348102
46000.0,0.11941620914672807,0.12238356043711063,0.12896943124116264,0.12358354515423733,0.09803128993223877
47000.0,0.11672153555776611,0.1215964598159847,0.1268134410966052,0.12117060979883311,0.09500132690720837
48000.0,0.11417531240967062,0.11918086053939066,0.12512391725613073,0.12151412448956898,0.09362022451470461
49000.0,0.11215682196342323,0.11721950356335008,0.12440204611812117,0.11933777047516338,0.09102132609195952
50000.0,0.11081250980319751,0.115102004687971,0.12327604723371595,0.11766500116971033,0.08906735256788044
51000.0,0.10848637531454855,0.11337946955335598,0.11980257556264699,0.11427453256977067,0.08688334706208563
52000.0,0.10682933125621169,0.11233380495583366,0.11816972480189818,0.11311538648870118,0.08663948672292977
53000.0,0.10375746502651924,0.11145454893031757,0.11704227025286924,0.11008686231517763,0.08495366311004644
54000.0,0.1022142764046923,0.11054570093384292,0.11530106620321272,0.10792863492356573,0.08346402899506962
55000.0,0.10212792296140526,0.10661708983388332,0.11472935144525938,0.10828912687407029,0.08223112107562702
56000.0,0.10054205246262389,0.10485701677254074,0.11423231046814684,0.10689342999426227,0.08133548667169184
57000.0,0.09935719936247232,0.1034838124738684,0.11210079660661808,0.10498223798657826,0.07913403379175016
58000.0,0.09931321131679056,0.10177579421495649,0.10916251897351623,0.10345392190598598,0.07711635150639252
59000.0,0.09860105578589831,0.09987132306438043,0.10623941311576701,0.10124538465176117,0.07662888971373226
60000.0,0.09706813615284723,0.09895890906253893,0.10447686144592466,0.09924131667977502,0.07472671361557826
61000.0,0.09484930847813994,0.09737496671642337,0.1031037964864339,0.09835019997731938,0.07319015388706086
62000.0,0.0945220329260461,0.09619165875853876,0.1026144572849708,0.0965177285054412,0.07224307077127859
63000.0,0.09196356875743553,0.09521934450867345,0.10097148130117452,0.09615725417746354,0.07105481005754481
64000.0,0.09051199530938339,0.09523933837160332,0.09929504900950785,0.09524046089778548,0.07094890252168863
65000.0,0.08928575214010244,0.0937225017107237,0.09863315664839672,0.09385874054390758,0.0696862624329713
66000.0,0.0880727095366821,0.09220792802622751,0.09696419130527431,0.09207696609367609,0.0679724062115043
67000.0,0.08684994907421194,0.09043000362639214,0.0960115907555058,0.09034664146843172,0.06699731761984372
68000.0,0.08542598849787379,0.08935122367095419,0.09469684827865395,0.08859169659361245,0.06532325770046991
69000.0,0.0840298658126886,0.08864749246767305,0.09233998702286692,0.08770035728754007,0.0649463055544304
70000.0,0.08275634261411731,0.08702337100633127,0.0910055833818537,0.0860348959173088,0.06396276479225507
71000.0,0.08194593846891157,0.0856071124516518,0.09012433557307768,0.08560031471538028,0.06343995174496732
72000.0,0.08079892964368009,0.08435293882655402,0.08842905685402089,0.08461606630681547,0.06299226692065456
73000.0,0.07936518032832564,0.08323100619851256,0.08713013830656717,0.0835225080411514,0.061160074856369546
74000.0,0.07835754196902299,0.0819960799943863,0.08586060705656717,0.08249259629346621,0.060309175597358794
