step,dry-monkey-1252,autumn-valley-1250,warm-silence-1248,eager-puddle-1246,still-shape-1243,trim-totem-1221,graceful-durian-1220,graceful-snow-1219,morning-planet-1217,fancy-night-1215,dry-serenity-972,twilight-thunder-971,floral-tree-969,swept-hill-968,rural-bird-966
8800,0.04167549933594014,0.17632634870816302,0.2960237802662925,0.11493366735728167,0.19399486966063767,0.384289239333163,0.35851970808316297,0.331636895583163,0.35040252058316296,0.309711114333163,0.10469548933316297,0.4023972405751629,0.06166109237321017,0.20645958238734413,0.19574248887102408
9000,0.04246260871094014,0.17920916120816302,0.2918558115162925,0.09287135453088213,0.18792673133302293,0.387039239333163,0.35435564558316296,0.33060564558316297,0.355804864333163,0.308031426833163,0.09698259870816296,0.39213747495016293,0.057534560427391336,0.19538731676234414,0.19394952012102407
9200,0.044075755109355665,0.173562676833163,0.27623039448618286,0.08621072854581131,0.18573337195802292,0.38048064558316297,0.354465020583163,0.32507048933316296,0.35186736433316296,0.306578301833163,0.09725212995816297,0.3746355218251629,0.054933215103543646,0.18859239488734414,0.19233623887102408
9400,0.0394882443149567,0.17393767683316297,0.27993569365856813,0.0868015488583113,0.17850876258302292,0.379230645583163,0.35832048933316296,0.320441583083163,0.34977752058316297,0.298824395583163,0.09758025495816297,0.32040895932516295,0.055227919802391334,0.18677794176234414,0.18614092637102408
9600,0.0343495724399567,0.157666192458163,0.27279897490856814,0.08005553000512682,0.16877243445802292,0.381336114333163,0.352347833083163,0.317289239333163,0.34697283308316296,0.292441583083163,0.09399627058316297,0.3317488030751629,0.05371034167739133,0.18917247301234413,0.1693469619047825
9800,0.0301425411899567,0.13077614596383408,0.2614942874085681,0.07738553323331131,0.15927243445802292,0.37953923933316297,0.35292595808316296,0.317308770583163,0.348343926833163,0.291898614333163,0.09034978620816297,0.3071980218251629,0.05101880632117799,0.17313731676234415,0.16316045762102407
10000,0.029541124840526456,0.10832319857889407,0.26397670928356815,0.06768210854271213,0.14983042520157697,0.378636895583163,0.348597833083163,0.319019708083163,0.346593926833163,0.29118377058316297,0.08015086714876217,0.3182136468251629,0.051163844398607175,0.17197911363734414,0.1608769983339582
10200,0.028791416913494267,0.10413179232889408,0.2649376467835681,0.06656589760521213,0.14842397490856815,0.378812676833163,0.348441583083163,0.318773614333163,0.343582208083163,0.290527520583163,0.07519774214876217,0.31546755307516294,0.048110810333007986,0.16283262926234415,0.16397465458395818
10400,0.029670031090526457,0.09796549414242374,0.2602755374085682,0.06293113198021212,0.14625795928356813,0.37903923933316297,0.34880095808316297,0.317976739333163,0.339832208083163,0.289406426833163,0.06948259870816298,0.30494948843727737,0.04648190408300798,0.15921697370816298,0.159782948643359
10600,0.02885824552212091,0.09334394916364772,0.25687905303356817,0.060177225730212114,0.14274819365856814,0.377101739333163,0.348238458083163,0.31943377058316297,0.340558770583163,0.285523614333163,0.06429314558316299,0.2933830821872774,0.04377262763504017,0.14554509870816298,0.14846784349894418
10800,0.026924052390922534,0.08823652728864771,0.25280678740856816,0.05957956948021211,0.13866225615856817,0.372855645583163,0.342699395583163,0.31884002058316296,0.33882439558316296,0.286422051833163,0.06445916120816299,0.28048256865856813,0.04174919013504017,0.14360955183316299,0.13464270056652375
11000,0.025047160780007613,0.08678144916364772,0.20761538115856815,0.05640574135521211,0.12357023823618288,0.370125176833163,0.344425958083163,0.317144708083163,0.334863458083163,0.286257989333163,0.05974311984827772,0.29188881865856814,0.039993751939221334,0.136648614333163,0.11775012244152375
11200,0.022706801716019732,0.08541035541364772,0.20432631865856818,0.05389454858638291,0.11241450897416733,0.369988458083163,0.342281426833163,0.313547051833163,0.33427752058316296,0.28394939558316296,0.05120257395834854,0.2841876467835681,0.03288797253280658,0.12740056745816297,0.11118371619152374
11400,0.020681411091019734,0.08737324603864773,0.20345327178356815,0.05362306421138291,0.11189497772416733,0.366218926833163,0.338922051833163,0.313742364333163,0.332390801833163,0.28241814558316297,0.05153558177084854,0.26802163115856814,0.029227357684157084,0.12046306745816299,0.10942149383266815
11600,0.019472438421152014,0.07109980853864772,0.19553725615856815,0.05232130639888291,0.1007807199116673,0.361269708083163,0.33704705183316297,0.312715020583163,0.33044158308316296,0.282308770583163,0.04374358958334854,0.24082631865856813,0.02936568327679143,0.11053142683316297,0.11276524383266814
11800,0.017796478690841895,0.06628730853864773,0.17478920928356814,0.05041355172427002,0.09491157928666731,0.356804864333163,0.337422051833163,0.310425958083163,0.327750176833163,0.28212517683316296,0.04228858635516404,0.23426381865856813,0.029442578507926122,0.09766619245816298,0.11185508758266814
12000,0.016712701745242215,0.06002991306875734,0.16751967803356815,0.04630439777165528,0.0998568917866673,0.352105645583163,0.33802361433316297,0.309882989333163,0.332726739333163,0.282582208083163,0.0387359981307338,0.24587709990856818,0.03003870281210728,0.10204314558316298,0.10312311693644416
12200,0.016708535752014763,0.058521124006257336,0.16057827178356815,0.03939288777785365,0.09721626678666731,0.352418145583163,0.329789239333163,0.304847833083163,0.331656426833163,0.27928923933316296,0.03590396688073381,0.22414663115856814,0.0304334224756428,0.09375212995816298,0.09867389818644416
12400,0.015284028287964699,0.05677893650625734,0.16899428740856814,0.03993976277785366,0.0889428292866673,0.352668145583163,0.326925958083163,0.303437676833163,0.33192986433316296,0.276644708083163,0.03096668405688611,0.21884389678356814,0.03066332286575166,0.09031462995816299,0.09029499193644416
12600,0.015691537411935033,0.05145445051977872,0.16450209990856815,0.036617918332034816,0.0825893136616673,0.348816583083163,0.32387517683316297,0.306105645583163,0.328254083083163,0.276191583083163,0.030658090306886113,0.21395717803356815,0.029116173019290405,0.08844744245816297,0.08826960131144417
12800,0.014902207070507881,0.052043923428762455,0.15523061553356815,0.0347405139782588,0.08014986053666733,0.346597833083163,0.323871270583163,0.30565642683316296,0.319336114333163,0.274968926833163,0.03052918405688611,0.21392788115856815,0.028490215610532006,0.08153923933316297,0.08189069506144417
13000,0.014540496073809927,0.05190232186626245,0.15643569365856813,0.03226423403972914,0.0768842355366673,0.347445489333163,0.31752752058316297,0.30672673933316297,0.319132989333163,0.272914239333163,0.02906432115314451,0.2096529117127493,0.02670475966993282,0.07658220808316296,0.07785426255834497
13200,0.014543113517130465,0.04871489676307797,0.14169155303356815,0.03130720278972914,0.07678627959606812,0.345441583083163,0.31567595808316296,0.30360955183316296,0.319500176833163,0.270726739333163,0.02742791120816299,0.2002232242127493,0.026438653395662988,0.07144180025931529,0.07353980943334497
13400,0.013819499858372069,0.049414115513077964,0.14153725615856813,0.03147757589350515,0.06935659209606812,0.35084392683316296,0.311738458083163,0.304613458083163,0.31907048933316295,0.2671290830831629,0.02875408308316299,0.1970181460877493,0.02347087995816299,0.06335000338431529,0.07200082183016047
13600,0.013528509680037555,0.047636696866262464,0.12753334990856813,0.02898471611734388,0.06234389678356814,0.34680095808316297,0.310773614333163,0.30345720808316295,0.32001580183316297,0.26632048933316294,0.02818962995816299,0.1959283023377493,0.022097833083162988,0.05979798226146428,0.06565504380834497
13800,0.011861410702015743,0.04444319443667319,0.12777944365856814,0.026416201699057312,0.061314599908568135,0.34449627058316296,0.308672051833163,0.30048455183316297,0.320101739333163,0.26661736433316297,0.02681951277066299,0.1720493960877493,0.020536520185553978,0.05476087288646428,0.06503980943334497
14000,0.012900209794287009,0.04209349941342516,0.11439985806951807,0.023288486647566387,0.06088100615856813,0.344617364333163,0.306953301833163,0.297086114333163,0.316726739333163,0.264539239333163,0.02573357527066299,0.1645923648377493,0.020332418623053978,0.050874154136464275,0.056053788373072615
14200,0.012008303945448284,0.042857171288425165,0.10478806020944725,0.022680847596414075,0.05800650976742373,0.34560173933316296,0.306918145583163,0.29772673933316296,0.316343926833163,0.26569939558316297,0.0240992602269922,0.1470435367127493,0.020409326471068134,0.04426380257396428,0.051852616498072615
14400,0.011943729331866309,0.03873510097592516,0.0891557474941129,0.02162048789501455,0.057586587892423734,0.346574395583163,0.308660333083163,0.298777520583163,0.315961114333163,0.264636895583163,0.022648388042591384,0.1471490054627493,0.018811250601203075,0.03886153372077977,0.05106550712307261
14600,0.012167835098010709,0.035873990027077474,0.0869565287441129,0.02201234561958042,0.05461100195492374,0.34751970808316296,0.30939861433316296,0.29742595808316297,0.311406426833163,0.261300958083163,0.022385452528964525,0.1478013492127493,0.019209688101203073,0.032638498956051455,0.045958085248072614
14800,0.011781116348010708,0.03471605739961275,0.0815366817659284,0.021062161223223953,0.04965983007992373,0.344211114333163,0.309234551833163,0.29625017683316296,0.310066583083163,0.25924627058316296,0.021858634760135314,0.13991853671274931,0.016857922292664043,0.029313401565341516,0.045451249310572615
15000,0.011764786886529799,0.03304689733265138,0.0799545756191129,0.020022143076313312,0.048419595704923726,0.344668145583163,0.309031426833163,0.29193767683316296,0.30989861433316296,0.25807830183316305,0.021676994135135314,0.1359908023377493,0.016356475995093232,0.027620259366493826,0.04341023368557261
15200,0.011176140746415058,0.03241574588468356,0.0813373881191129,0.018021673341242505,0.04725943945492373,0.345722833083163,0.304851739333163,0.289457208083163,0.309082208083163,0.253121270583163,0.019986264757036125,0.12068569365856813,0.01666897599509323,0.027515215485715335,0.04122712262883886
15400,0.010586794709424953,0.03446525078302063,0.07626512249411291,0.018026899073113847,0.04745670507992373,0.34630095808316297,0.304800958083163,0.29004314558316296,0.30960955183316297,0.251136895583163,0.017907182348277727,0.10949524481732653,0.014608124186307699,0.02437246275163816,0.03876423200383886
15600,0.00994161795580633,0.03196893985686832,0.07544611064414003,0.017652198862276768,0.04554828090753848,0.342152520583163,0.299707208083163,0.290558770583163,0.302230645583163,0.250793145583163,0.016197033589730448,0.09802258856732654,0.014275623201236886,0.022078474872063023,0.03662217921256285
15800,0.009337397433923417,0.029775333911764332,0.07117267314414004,0.017891891744915876,0.043867616845038475,0.342375176833163,0.299965020583163,0.287965020583163,0.30112127058316296,0.252156426833163,0.017029064839730452,0.09078577659282887,0.014192338598277725,0.021342638875889067,0.030863745943925977
16000,0.008886225558923417,0.02768017541865064,0.06447498633995888,0.016750822938850163,0.03713714809503848,0.341398614333163,0.297707208083163,0.286550958083163,0.29675017683316296,0.25278533308316303,0.01636131713711571,0.08108851096782886,0.013138627660777726,0.0201558445588492,0.029856154491311238
16200,0.008384197537107917,0.024603101877966146,0.06312950426234415,0.018019630185268667,0.036287538720038474,0.34071892683316296,0.29559002058316297,0.282504083083163,0.29577361433316296,0.253449395583163,0.014961625781130472,0.06975138215086751,0.012371124432593231,0.02010519190905226,0.027758498241311238
16400,0.008442535125042042,0.02235998038254129,0.05998497301234415,0.01852648527651027,0.03588686553356814,0.339664239333163,0.295840020583163,0.278234551833163,0.289933770583163,0.24985955183316302,0.014575831213550884,0.06570030882789969,0.012626908910777725,0.020228530857020074,0.025950633828064073
16600,0.008180891271857548,0.021147828752882604,0.05590837995816299,0.018085382856660188,0.032791237305383636,0.336957208083163,0.290117364333163,0.274515801833163,0.29026189558316295,0.248093926833163,0.013859090584650865,0.06408702757789969,0.011674004958162985,0.019140880433146937,0.025076610390564073
16800,0.007417219396857546,0.0210637694810671,0.054209161208162986,0.01697600785666019,0.028222427493475154,0.333183770583163,0.284597833083163,0.270808770583163,0.288222833083163,0.244308770583163,0.012543579073092772,0.06067233633144141,0.010370294020662986,0.018673144412886918,0.024290477578064074
17000,0.00686048472130044,0.020619143892290224,0.05087908308316299,0.01669753677826469,0.027735949574844147,0.333672051833163,0.280757989333163,0.270468926833163,0.28693767683316296,0.241531426833163,0.012284767638277579,0.05238494052373811,0.010039239333162985,0.01965576283449731,0.019583873745931166
17200,0.006961849198889733,0.020294707966137915,0.05081072370816299,0.01544050485804033,0.027477715895662985,0.326320489333163,0.279816583083163,0.26877752058316295,0.285910333083163,0.23868377058316298,0.011551786230887203,0.04606491058520846,0.009026544020662986,0.015830387678771447,0.018457897183431164
17400,0.0066894920113573526,0.017908395403559256,0.05048064558316299,0.014980609628536822,0.026535112035777724,0.32108220808316296,0.278121270583163,0.266761895583163,0.282711114333163,0.23399627058316297,0.010717037665993242,0.04732641215905615,0.008192029793259245,0.015447556025029847,0.016835469837132987
17600,0.006432556676266979,0.01774997510240695,0.04327855288873689,0.01430778581532438,0.025222833083162987,0.317332208083163,0.278226739333163,0.267125176833163,0.279070489333163,0.23147673933316298,0.010566647040993242,0.05140274304544362,0.007852958505660548,0.014805879990202005,0.015685371285100804
17800,0.0061575872304481406,0.01728513135240695,0.0376032605275493,0.013698883768968781,0.023218231676447886,0.315742364333163,0.277957208083163,0.261691583083163,0.278679864333163,0.232062676833163,0.009901057352126855,0.05583047742044362,0.007329293023652666,0.014604159612082739,0.014719650370191175
18000,0.006016060564763644,0.016194817867336137,0.0381491589650493,0.01609581937274479,0.02157105959334211,0.310273614333163,0.278070489333163,0.259859551833163,0.278547051833163,0.228965020583163,0.00947444953515878,0.05752972622003848,0.006810897226518654,0.013663390480993517,0.013751455753510012
18200,0.005834345042948141,0.0148351794596074,0.03913054410077699,0.014485583790594397,0.02123111644575174,0.310355645583163,0.27488298933316296,0.257461114333163,0.279445489333163,0.229429864333163,0.008833824535158779,0.054989969719008804,0.006700347889589947,0.012081726341153818,0.012802379282846818
18400,0.005639365699450052,0.015267504574139586,0.038866872225776984,0.014169052634347892,0.021286567706358454,0.30691033308316296,0.27471892683316296,0.25531658308316296,0.274285333083163,0.22964080183316302,0.008058508806974281,0.04898996971900881,0.00673969302360088,0.010809147939763175,0.012416183589300593
18600,0.005349580420059399,0.015139683837700752,0.035439137850776986,0.013605576071847892,0.020005317706358453,0.302359551833163,0.27460564558316297,0.255683770583163,0.27080095808316296,0.228742364333163,0.008057457347658776,0.04220119929197662,0.007506247440536014,0.01036275278063171,0.011999577525325513
18800,0.005837671506061395,0.014214311249401628,0.03481122731701859,0.012971787009347892,0.020155708331358456,0.299023614333163,0.273472833083163,0.25443377058316297,0.267492364333163,0.228039239333163,0.007072522815268401,0.03956326764958271,0.008110483897586939,0.009253669853599522,0.010671159002815685
19000,0.005282007443561395,0.014861772186901628,0.035522164817018594,0.013370973421735084,0.019363716143858452,0.298625176833163,0.270340020583163,0.251101739333163,0.26381658308316297,0.225509942458163,0.006268854444843538,0.04114817284400881,0.007311720733417306,0.009550252780631709,0.010837827422173728
19200,0.004875757443561395,0.013576164708125614,0.03205586401801525,0.012125856234235084,0.019562859997042954,0.293988458083163,0.270933770583163,0.24954705183316298,0.263367364333163,0.22513494245816298,0.005964378779496898,0.03880246971900881,0.007268771137158909,0.00943580240552465,0.010494845295080107
19400,0.004508883946321703,0.01263374358814241,0.02845253090474561,0.011337323518394726,0.017721043968301348,0.292734551833163,0.270914239333163,0.24805877058316297,0.260148614333163,0.22419353620816299,0.005306325448127904,0.03942942284400881,0.006762894903317755,0.009262132644465317,0.0099530779791553
19600,0.0040761681340013714,0.011317337338142408,0.02844856453741268,0.010590561751825383,0.017323583030801348,0.289105645583163,0.26715252058316297,0.245300958083163,0.257527520583163,0.22159978620816298,0.004901210916438166,0.039812005162618055,0.006465958554469524,0.008416354622649816,0.010068335379129852
19800,0.003938641768873981,0.011577122116884013,0.02470989442690021,0.009936964031224196,0.016643914684542953,0.286250176833163,0.26602361433316296,0.243453301833163,0.25564470808316303,0.221049004958163,0.004407070291438166,0.034789544225118055,0.006115359260509886,0.007906748888238611,0.009470003857354133
20000,0.0034008479043417935,0.011577122116884013,0.02315578063382462,0.009885196733497505,0.015840203747042952,0.285668145583163,0.2623751768331629,0.23664861433316298,0.25467986433316303,0.220777520583163,0.004927360927785856,0.035155755162618055,0.006191559379860123,0.007937998888238611,0.009393796913787646
20200,0.00343202300752629,0.011743137741884013,0.020636249383824624,0.009563365460802125,0.015656831044428214,0.28413689558316296,0.2617345518331629,0.23285955183316298,0.254652520583163,0.218097833083163,0.00502023376287623,0.03345653641261806,0.005958262138162831,0.00801221763823861,0.007986822257546787
