step,dry-monkey-1252,autumn-valley-1250,warm-silence-1248,eager-puddle-1246,still-shape-1243,trim-totem-1221,graceful-durian-1220,graceful-snow-1219,morning-planet-1217,fancy-night-1215,dry-serenity-972,twilight-thunder-971,floral-tree-969,swept-hill-968,rural-bird-966
161600,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
161800,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
162000,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
162200,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
162400,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
162600,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
162800,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
163000,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
163200,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
163400,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
163600,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
163800,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
164000,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
164200,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
164400,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
164600,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
164800,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
165000,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
165200,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
165400,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
165600,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
165800,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
166000,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
166200,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
166400,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
166600,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
166800,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
167000,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
167200,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
167400,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
167600,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
167800,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
168000,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
168200,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
168400,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
168600,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
168800,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
169000,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
169200,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
169400,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
169600,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
169800,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
170000,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
170200,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
170400,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
170600,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
170800,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
171000,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
171200,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
171400,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
171600,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
171800,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
172000,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
172200,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
172400,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
172600,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
172800,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
173000,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
173200,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
173400,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
173600,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
173800,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
174000,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
174200,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
174400,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
174600,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
174800,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
175000,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
175200,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
175400,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
175600,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
175800,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
176000,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
176200,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
176400,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
176600,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
176800,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
177000,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
177200,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
177400,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
177600,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
177800,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
178000,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
178200,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
178400,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
178600,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
178800,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
179000,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
179200,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
179400,9.601105673517174e-05,8.571537802685803e-05,0.00010261392908779032,0.00014039999576887996,8.795318858647794e-05,0.009617364333162985,0.010086114333162985,0.010131036208162985,0.009597833083162985,0.009145684645662986,9.174914690898039e-05,0.00010319357960563135,0.0001108537382539081,7.438425768203439e-05,9.246166925639331e-05
