step,exalted-dream-1214,comfy-puddle-1212,crimson-snow-1211,splendid-sun-1209,stoic-bird-1208,dulcet-bird-1206,good-deluge-1181,fresh-sound-1180,devout-wave-1179,dandy-leaf-1178,expert-totem-1177
2000,0.8029020167981855,0.5300918743105726,2.455500176833163,2.2012294411958075,2.2605927616800123,3.007632989333163,0.479965020583163,0.450449395583163,0.720465020583163,0.5674103330831631,0.441691583083163
2200,0.8176832667981855,0.519412403986725,2.831062676833163,2.1318075661958074,2.5302177616800123,4.639890801833162,0.483953301833163,0.45048845808316296,0.7266408018331629,0.5674533018331631,0.438472833083163
2400,0.7674502689987964,0.5814102336855727,2.3845001768331633,1.9485575661958077,2.683842761680012,8.714367364333166,0.481316583083163,0.454816583083163,0.747687676833163,0.592109551833163,0.441937676833163
2600,0.7969329747252177,0.6072559368105727,2.675406426833163,2.059401316195807,2.365405261680012,23.487351739333164,0.48686736433316297,0.476047051833163,0.743066583083163,0.5899415830831631,0.442312676833163
2800,0.8346791433720332,0.6130684368105727,2.990429864333163,2.1694091286958073,2.4592021366800116,25.710851739333165,0.5246759580831631,0.478015801833163,0.756371270583163,0.5988322080831631,0.44400408308316297
3000,0.8298746730481855,0.5681000033843153,2.906179864333163,9.62461225369581,2.5488388554300117,39.12175017683316,0.586488458083163,0.481242364333163,0.761058770583163,0.6018087705831631,0.447867364333163
3200,2.0318957904534023,0.656441583083163,2.9036954893331632,14.41462006619581,2.644135730430012,39.694379083083156,0.608629083083163,0.47944939558316296,0.761074395583163,0.5981408018331631,0.456308770583163
3400,1.8417082904534021,0.6400829118238146,2.647414239333163,25.67735444119581,2.592526355430012,33.97437908308316,0.610414239333163,0.494234551833163,0.758769708083163,0.6203751768331631,0.45474627058316297
3600,1.796520790453402,0.7149913321249669,2.538023614333163,24.57985444119581,2.5755576054300118,34.290879083083155,0.654562676833163,0.500062676833163,0.7608204893331629,0.6199337705831631,0.456625176833163
3800,1.964659462328402,0.92935251797063,2.599070489333163,22.561666941195806,2.5676513554300118,28.163629083083165,0.6443556455831629,0.496394708083163,0.7880861143331631,0.6292931455831631,0.45867595808316297
4000,2.090360634203402,0.8880360368238146,2.5520392393331632,19.27605756619581,2.564245105430012,13.872519708083166,0.637136895583163,0.49605095808316296,0.7954845518331631,0.6380470518331631,0.45600017683316296
4200,1.7144934467034023,0.8600204118238146,2.171961114333163,18.85180756619581,2.6782763554300124,16.121027520583166,0.639613458083163,0.5153322080831629,0.8038204893331631,0.6392658018331631,0.45273455183316297
4400,1.767649696703402,0.9182821305738146,1.994953301833163,19.85230756619581,2.8335419804300117,13.887496270583163,0.638531426833163,0.5557150205831631,0.8007814268331631,0.636125176833163,0.45578923933316295
4600,1.6509700092034023,0.8828133805738145,1.922097833083163,22.243963816195805,3.2516982304300117,16.501347833083162,0.644687676833163,0.6279337705831631,0.8182931455831631,0.7092423643331631,0.460304864333163
4800,1.5662512592034021,0.8040947054706301,1.887316583083163,23.42471381619581,4.170659167930012,19.800629083083162,0.641859551833163,0.6359533018331631,0.8390040830831631,0.6967033018331631,0.459226739333163
5000,1.6760637592034022,0.8927687507717824,1.783371270583163,24.82071381619581,3.869596667930012,24.509629083083166,0.647336114333163,0.6304572080831631,0.8383165830831631,0.7193790830831631,0.465246270583163
5200,1.6738089923712518,0.8475109382717824,1.863261895583163,27.33583881619581,4.588487292930012,66.02562908308317,0.6441447080831629,0.7913790830831631,0.8252267393331632,0.7209259580831631,0.46796502058316297
5400,1.515234773621252,0.7975264883749669,2.107808770583163,26.51815131619581,5.318674792930012,57.280207208083155,0.6452618955831629,0.8294025205831631,0.8190470518331631,0.7211017393331631,0.46904314558316296
5600,1.5387074298712518,0.835838988374967,2.297308770583163,27.03515131619581,5.547768542930012,68.85284783308317,0.6505626768331629,0.8745978330831631,0.816461114333163,0.7277931455831631,0.46992986433316297
5800,1.5975902423712518,0.8519405508749669,2.298605645583163,26.55665131619581,5.2776435429300115,80.36959783308316,0.652140801833163,0.8461642393331631,0.8112892393331631,0.7340665830831631,0.475312676833163
6000,1.6114574298712518,0.8710499258749669,2.452449395583163,26.22490131619581,5.292581042930012,94.06181658308316,0.689101739333163,0.8423204893331631,0.823601739333163,0.765031426833163,0.49378533308316297
6200,1.6168558673712519,0.8727139883749669,2.527715020583163,25.54652631619581,5.295487292930011,81.05700408308316,0.699328301833163,0.862711114333163,0.8169298643331631,0.9335626768331631,0.5160314268331629
6400,1.759387117371252,0.9267921133749669,2.5230431455831632,25.15002631619581,5.191698230430012,81.86250408308315,0.705078301833163,0.849000176833163,0.856175958083163,0.9452189268331631,0.517527520583163
6600,1.763196704779722,0.9836610368238146,8.457332208083166,23.620713816195806,5.211870105430012,71.32225408308315,0.739972833083163,0.831539239333163,0.8614103330831631,0.9575079893331631,0.5381798643331631
6800,1.7117219725010127,1.0633061381739966,6.9605509580831635,24.051097833083166,5.137088855430012,71.93375408308316,0.771386895583163,0.834402520583163,0.9717072080831631,0.9347267393331631,0.5370353330831631
7000,1.8618391600010127,1.145819527487526,8.098175958083164,23.121222833083163,5.043666980430012,75.32547283308315,0.779449395583163,0.839336114333163,0.9913790830831631,0.9363283018331631,0.5372618955831631
7200,1.7259875975010126,1.1972023399875262,8.057027520583164,21.465222833083164,5.258776355430012,70.79447283308316,0.776234551833163,0.836547051833163,0.9899376768331631,0.9369220518331631,0.5376954893331631
7400,2.187341113126012,1.060141793112526,7.001668145583162,21.352472833083166,5.193088855430012,69.37747283308316,0.781507989333163,0.836961114333163,0.992406426833163,0.9495939268331631,0.5426798643331631
7600,2.3691536131260125,1.046329293112526,6.158168145583163,21.398722833083163,5.138276355430012,64.62747283308316,0.7795158018331629,0.839117364333163,0.9867150205831631,0.941812676833163,0.544101739333163
7800,2.4655208006260123,1.0860089806125262,5.928105645583163,21.374222833083163,5.142745105430012,63.77297283308316,0.7988361143331629,0.840656426833163,0.9877423643331631,0.9349923643331631,0.551336114333163
8000,2.398747363126012,1.044807808737526,5.711308770583162,21.300722833083164,5.222776355430012,64.62272283308316,0.8184533018331631,0.837367364333163,0.9858048643331631,0.9507306455831631,0.5486993955831629
8200,2.382559863126012,1.034018746237526,5.557074395583162,21.379722833083164,5.2728701054300116,62.94972283308316,0.8070275205831631,0.8468751768331629,0.989359551833163,0.9760783018331631,0.547390801833163
8400,2.375083300626012,1.0210304649875261,5.446199395583162,21.442972833083164,5.178541980430012,64.40459783308316,0.815859551833163,0.853660333083163,0.9829415830831632,1.011445489333163,0.537890801833163
8600,2.3356614256260126,0.9261691368625261,5.353386895583162,21.500222833083164,5.211979480430012,63.55509783308316,0.809160333083163,0.844816583083163,0.9647306455831631,1.014093926833163,0.5421408018331629
8800,2.539770800626013,1.072114449362526,5.277879083083162,21.377097833083162,5.190698230430012,59.810847833083166,0.812441583083163,0.833246270583163,0.965480645583163,1.041195489333163,0.540851739333163
9000,2.5218254881260127,1.0507785118625264,5.145160333083163,21.383097833083163,5.168104480430012,60.024847833083165,0.810144708083163,0.816550958083163,0.979222833083163,1.035648614333163,0.539902520583163
9200,2.4394973631260126,1.0749660118625264,5.209402520583162,20.317972833083164,5.149229480430011,60.768847833083164,0.8111993955831631,0.829824395583163,0.9924572080831631,1.0538126768331628,0.540617364333163
9400,2.550122363126013,1.0089957299167074,5.1864025205831625,20.635097833083165,5.151729480430012,59.58334783308317,0.8112150205831631,0.818730645583163,0.9917306455831632,1.025570489333163,0.536636895583163
9600,2.532388848708163,0.9513258080417074,5.263871270583162,20.785910333083162,5.131604480430012,59.29684783308316,0.8089728330831631,0.810808770583163,1.013144708083163,1.018851739333163,0.535300958083163
9800,2.4944786924581632,0.9424039330417074,4.981004083083162,20.654160333083166,5.063848621055012,59.31609783308316,0.808371270583163,0.8139728330831629,1.0224845518331631,1.012414239333163,0.5366759580831629
10000,2.499681817458163,0.9527750267917074,4.924488458083162,20.485160333083165,14.744598621055014,59.54084783308316,0.8079572080831631,0.817222833083163,1.022086114333163,1.004265801833163,0.545797051833163
10200,2.502150567458163,0.9757554955417074,4.897144708083162,20.349535333083164,12.754260730430014,57.79534783308316,0.8142658018331631,0.818984551833163,1.0013439268331632,1.003539239333163,0.5433048643331629
10400,2.4954552549581632,0.9610289330417073,4.867453301833162,20.342535333083163,11.260885730430015,58.043222833083156,0.8121095518331631,0.807687676833163,0.9931876768331631,1.009332208083163,0.5452111143331629
10600,2.471580254958163,0.9509390892917073,4.522062676833162,19.536879083083164,11.204854480430015,58.102472833083155,0.8231173643331631,0.807304864333163,1.0272892393331632,0.9801056455831629,0.541035333083163
10800,2.6989943174581628,0.9378765892917075,4.439125176833162,19.605879083083163,10.915604480430014,58.34247283308316,0.831406426833163,0.810250176833163,1.0496954893331631,0.975066583083163,0.549269708083163
11000,2.206002129958163,0.8943140892917074,4.8366056455831625,19.521629083083162,11.107479480430014,58.264972833083156,0.826351739333163,0.798375176833163,1.0497228330831632,0.973886895583163,0.546648614333163
11200,2.1815841612081632,0.9345015892917075,4.986683770583162,18.934691583083165,16.847729480430015,57.733472833083155,0.818886895583163,0.802672051833163,1.0427540830831632,0.977300958083163,0.546644708083163
11400,1.9787794737081632,0.9482906517917075,4.735027520583162,18.972941583083163,14.129166980430014,57.42347283308316,0.8137150205831631,0.798797051833163,1.0417150205831631,0.969996270583163,0.544785333083163
11600,6.009170098708163,0.9447437767917074,4.478886895583162,18.705066583083163,12.488659167930015,56.724472833083155,0.876191583083163,0.798066583083163,1.041894708083163,0.9736876768331629,0.5408868955831629
11800,6.537115411208162,0.9403219017917074,4.3899806455831625,18.708066583083163,12.625026355430014,56.34962517683316,0.862043145583163,0.783562676833163,1.047090020583163,0.9755040830831629,0.541144708083163
12000,5.290193536208164,0.8907789330417074,4.3027618955831635,18.348191583083164,13.189588855430015,54.79291423933316,0.863730645583163,0.7767345518331631,1.046152520583163,0.9678751768331629,0.551492364333163
12200,5.307052911208163,0.9420211205417074,4.2169025205831625,18.489191583083166,13.635807605430015,54.75266423933316,0.876062676833163,0.7754142393331631,1.0534493955831632,0.934289239333163,0.562613458083163
12400,5.013209161208162,1.0618804955417074,4.193199395583163,18.558691583083164,12.827682605430015,54.42716423933316,0.868531426833163,0.7739923643331631,1.0492814268331632,0.940422051833163,0.5766017393331629
12600,4.640236504958162,1.0813961205417075,4.394207208083162,18.585941583083162,12.851932605430015,54.06258611433316,0.862820489333163,0.7704767393331631,1.0556408018331631,0.935429864333163,0.577035333083163
12800,6.599486504958164,1.0626773705417074,4.423004083083162,18.599066583083165,12.951776355430015,53.78583611433316,0.863621270583163,0.7766251768331631,1.044965020583163,0.932211114333163,0.5813204893331629
13000,8.524634942458164,1.0492867455417074,4.337722833083162,18.399629083083163,13.510291980430015,53.91408611433316,0.859730645583163,0.7719298643331631,1.0477618955831631,0.935914239333163,0.583351739333163
13200,6.996806817458162,1.0644000267917075,4.116132989333163,18.372816583083164,13.319854480430015,53.79908611433316,0.860566583083163,0.767242364333163,1.024328301833163,0.928367364333163,0.584789239333163
13400,6.263244317458162,1.0921500267917075,4.430867364333163,18.280879083083164,13.131229480430015,54.12005877058316,0.8605939268331629,0.768742364333163,1.0056095518331631,0.922125176833163,0.585781426833163
13600,5.453338067458163,1.0723765892917074,4.502804864333163,18.175504083083165,12.335479480430015,54.28005877058315,0.856914239333163,0.772734551833163,1.009062676833163,0.9208829893331629,0.584453301833163
13800,5.134931817458163,1.0978492455417075,4.509664239333162,18.058129083083163,11.815729480430015,54.489058770583156,0.857882989333163,0.773242364333163,1.013398614333163,0.920843926833163,0.582218926833163
14000,5.184681817458163,1.0929742455417075,4.363664239333162,18.113066583083164,12.528791980430015,54.99230877058316,0.853863458083163,0.754570489333163,1.019914239333163,0.921125176833163,0.583484551833163
14200,4.7073419737081625,1.0973258080417074,4.308750176833162,17.571816583083162,12.845916980430015,54.851808770583155,0.856957208083163,0.750414239333163,1.016304864333163,0.926101739333163,0.583980645583163
14400,4.431068536208162,1.0896011986667073,4.436625176833163,17.51519158308317,12.481104480430014,54.836808770583154,0.856738458083163,0.7467540830831629,1.0184376768331629,0.921054864333163,0.586543145583163
14600,4.518631036208162,1.0919410424167075,4.581031426833162,17.422691583083168,12.606166980430014,54.446808770583154,0.852578301833163,0.748257989333163,1.023996270583163,0.920437676833163,0.587175958083163
14800,4.479787286208162,1.0813238549167075,4.552718926833162,17.39381658308317,12.140291980430014,54.115308770583155,0.8511993955831629,0.751691583083163,1.002605645583163,0.922015801833163,0.586394708083163
15000,4.489599786208163,1.0800660424167075,4.545632989333162,17.410816583083168,11.988541980430014,54.239683770583156,0.8374337705831629,0.752418145583163,0.9882775205831631,0.916757989333163,0.582672051833163
15200,4.6257247862081625,1.0721441674167074,4.443605645583162,17.468816583083168,11.741166980430014,53.15218377058316,0.8238517393331631,0.756562676833163,0.9936915830831631,0.908500176833163,0.595101739333163
15400,4.685599786208162,0.9944429955417075,4.249863458083162,17.415066583083167,11.642760730430014,53.12230877058316,0.8237658018331631,0.748898614333163,1.000316583083163,0.906453301833163,0.595582208083163
15600,4.797881036208162,1.0332047142917071,4.353410333083162,17.35506658308317,11.532573230430014,53.20868377058316,0.8217033018331631,0.746929864333163,0.9948400205831631,0.900789239333163,0.601238458083163
15800,4.7794591612081625,0.9937672142917073,4.296090020583162,17.042191583083167,11.005135730430013,52.83068377058316,0.8150548643331631,0.7370040830831631,0.9959767393331631,0.899890801833163,0.595300958083163
16000,4.734834161208163,0.9764853941915252,4.343363458083163,17.065941583083166,10.930385730430013,53.001683770583156,0.8104220518331631,0.740285333083163,0.991453301833163,0.897289239333163,0.601121270583163
16200,4.722302911208162,0.8855478941915254,4.341207208083162,16.882035333083167,10.732698230430012,53.190183770583154,0.799554864333163,0.756168145583163,0.9904923643331631,0.894535333083163,0.602359551833163
16400,4.325658379958163,0.8320596129415254,4.308707208083163,16.24028533308317,10.612448230430013,53.03018377058316,0.796961114333163,0.761644708083163,0.978711114333163,0.879902520583163,0.593152520583163
16600,4.125541192458163,0.8127998473165254,4.236593926833163,15.954785333083167,10.627776355430013,53.35768377058316,0.802203301833163,0.760902520583163,0.966226739333163,0.870511895583163,0.584148614333163
16800,4.110978692458163,0.7601318785665253,4.290711114333162,16.267472833083165,10.437495105430013,53.16168377058316,0.801414239333163,0.762925958083163,0.9655470518331631,0.8690353330831629,0.582117364333163
17000,4.129947442458163,0.8174756285665253,4.205789239333162,16.368597833083165,10.468120105430012,53.453683770583154,0.803097833083163,0.756800958083163,0.9669064268331631,0.862086114333163,0.576328301833163
17200,4.065416192458163,0.7446533629415253,4.131242364333163,16.423722833083165,10.433120105430012,53.083183770583155,0.802715020583163,0.756082208083163,0.9700079893331631,0.878500176833163,0.574664239333163
17400,4.131947442458163,0.7285674254415253,4.137711114333163,16.321535333083165,10.434151355430012,52.83118377058316,0.801820489333163,0.747484551833163,0.9720314268331631,0.890234551833163,0.575222833083163
17600,4.188728692458163,0.7149424254415253,4.061336114333163,16.719457208083167,10.509776355430013,53.13943377058315,0.8176173643331631,0.747726739333163,0.9589376768331631,0.893172051833163,0.569261895583163
17800,4.194291192458162,0.6717783629415253,4.029523614333163,15.642394708083167,10.537870105430013,53.18255877058316,0.8182111143331631,0.739629083083163,0.9345939268331631,0.896406426833163,0.5648829893331629
18000,4.150572442458162,0.6327041441915253,4.010554864333163,15.805675958083166,10.663620105430013,52.707558770583155,0.8179767393331631,0.7372892393331629,0.9452579893331631,0.899000176833163,0.561437676833163
18200,4.147572442458162,0.6139072691915253,4.003648614333163,15.676925958083165,10.701651355430013,51.95955877058316,0.8107775205831631,0.736605645583163,0.9139025205831631,0.896547051833163,0.559398614333163
18400,4.140213067458163,0.6009932066915253,3.998679864333163,15.635894708083166,10.647151355430013,51.86705877058316,0.8047853330831631,0.726437676833163,0.901980645583163,0.876476739333163,0.558687676833163
18600,4.128338067458163,0.5304502379415253,3.9888048643331633,15.560019708083166,10.623088855430012,52.045558770583156,0.818203301833163,0.710886895583163,0.8956134580831631,0.870812676833163,0.551621270583163
18800,4.135783379958163,0.4499580504415253,3.9913986143331632,15.698769708083166,10.607838855430012,51.81655877058316,0.802160333083163,0.711894708083163,0.8917072080831631,0.8537814268331629,0.547261895583163
19000,4.1212521299581635,0.3991807066915253,3.9759220518331633,15.570769708083166,10.625963855430014,51.137871270583155,0.800308770583163,0.712914239333163,0.8640783018331631,0.849554864333163,0.548269708083163
19200,4.147908379958163,0.3954736754415253,3.902789239333163,15.418519708083165,9.794995105430015,51.13837127058316,0.786043145583163,0.713687676833163,0.850504083083163,0.847961114333163,0.5488595518331629
19400,4.084720879958163,0.4743603941915253,3.891257989333163,15.434144708083165,10.164682605430015,51.26962127058316,0.788207208083163,0.699132989333163,0.8428243955831631,0.849879083083163,0.546695489333163
19600,4.039845879958163,0.4828389098165252,3.899914239333163,15.350113458083166,10.492182605430015,51.367121270583155,0.790906426833163,0.7042736143331629,0.8418322080831631,0.850351739333163,0.5486290830831629
19800,3.945564629958163,0.47328031606652526,3.886914239333163,15.187863458083166,10.205995105430013,51.19712127058315,0.789586114333163,0.700172051833163,0.8412697080831631,0.846449395583163,0.548457208083163
20000,3.962377129958163,0.4803350035665253,3.8520861143331633,15.328863458083166,10.301620105430013,51.26237127058316,0.790007989333163,0.697742364333163,0.8418868955831631,0.848562676833163,0.549472833083163
20200,3.992732598708163,0.4336435973165253,3.843226739333163,15.311988458083166,10.340120105430012,51.22487127058316,0.786867364333163,0.690312676833163,0.8403947080831631,0.8388517393331629,0.548293145583163
20400,3.9835294737081632,0.4179170348165253,3.811800958083163,15.284238458083166,10.269174792930013,51.23137127058315,0.779261895583163,0.6896017393331629,0.8433478330831631,0.837117364333163,0.5429767393331629
20600,4.0232775205831635,0.4293935973165253,3.810777520583163,15.295613458083166,10.391393542930013,51.27287127058316,0.769765801833163,0.689386895583163,0.8459806455831631,0.821726739333163,0.536207208083163
20800,4.094832208083163,0.4268467223165253,3.807715020583163,15.274363458083165,10.297456042930012,50.46287127058316,0.772140801833163,0.686847833083163,0.8375392393331631,0.8169337705831631,0.533953301833163
21000,4.103925958083163,0.4308037535665253,3.801996270583163,14.697207208083165,10.383768542930012,50.34412127058316,0.769543145583163,0.685547051833163,0.822672051833163,0.8146759580831631,0.530547051833163
21200,4.088410333083163,0.4104678160665253,3.805668145583163,14.256457208083166,10.411956042930013,50.332621270583154,0.769863458083163,0.685351739333163,0.8214806455831631,0.8081447080831631,0.5247267393331629
21400,4.047535333083163,0.4068271910665253,3.797105645583163,13.796707208083166,10.346581042930012,50.58187127058316,0.766480645583163,0.683007989333163,0.819925958083163,0.8088087705831631,0.522519708083163
21600,4.034488458083163,0.3734014098165253,3.791199395583163,13.841082208083165,10.442268542930012,50.47637127058316,0.759234551833163,0.678222833083163,0.8146368955831631,0.7765626768331629,0.5220978330831629
21800,4.0304884580831635,0.3297063798779956,3.7981681455831633,13.669457208083166,10.481643542930012,50.56862127058316,0.757312676833163,0.677847833083163,0.8148712705831631,0.773382989333163,0.524449395583163
22000,4.079457208083163,0.29390191342538086,3.7671837705831632,13.689082208083166,10.561393542930013,50.658621270583154,0.757992364333163,0.671261895583163,0.8054337705831631,0.765625176833163,0.5243556455831629
22200,4.059394708083163,0.2976675384253809,3.753777520583163,13.575082208083165,10.609456042930013,50.52687127058316,0.749504083083163,0.664757989333163,0.8039806455831631,0.763550958083163,0.523113458083163
22400,4.2846993955831625,0.30535503842538086,3.766886895583163,13.760800958083166,10.547581042930013,50.60187127058315,0.739711114333163,0.6654220518331629,0.7908126768331631,0.762027520583163,0.5174962705831629
22600,4.552824395583162,0.27716363217538087,3.755699395583163,13.804300958083166,10.536206042930013,50.25287127058316,0.742691583083163,0.665843926833163,0.7850001768331631,0.750855645583163,0.517668145583163
22800,4.641980645583162,0.2690855071753809,3.744574395583163,13.959238458083165,10.538206042930012,50.27987127058316,0.741914239333163,0.662672051833163,0.7824845518331631,0.738480645583163,0.5057540830831629
23000,4.674027520583162,0.2440972259253809,3.746011895583163,13.751488458083166,10.515737292930012,50.16512127058316,0.741742364333163,0.660945489333163,0.7859923643331631,0.745207208083163,0.503257989333163
23200,4.8754415830831626,0.2612632415503809,3.743261895583163,13.658863458083166,10.485737292930013,50.133621270583156,0.7413595518331629,0.655922051833163,0.7826798643331631,0.737300958083163,0.504152520583163
23400,4.889504083083162,0.24725542905038092,3.7420743955831632,13.706988458083165,10.474112292930013,50.09562127058316,0.742398614333163,0.6484376768331631,0.768578301833163,0.734066583083163,0.5061486143331629
23600,4.913785333083162,0.2420308196753809,3.7417150205831633,13.516238458083166,10.477549792930013,49.993621270583155,0.742277520583163,0.6358595518331631,0.756461114333163,0.730543145583163,0.49968767683316295
23800,4.911847833083162,0.2295972259253809,3.723605645583163,13.424300958083165,10.021698230430014,50.37112127058316,0.743480645583163,0.6288790830831631,0.755050958083163,0.7285704893331629,0.49442205183316296
24000,4.778435723708162,0.2180601165503809,3.725652520583163,13.397863458083165,9.684940417930013,50.341871270583155,0.744527520583163,0.6255822080831631,0.7561993955831631,0.723160333083163,0.49073845808316297
24200,4.291560723708163,0.1872691009253809,3.726621270583163,13.267238458083165,9.546768542930012,50.39637127058316,0.744933770583163,0.6221642393331631,0.7551759580831631,0.719074395583163,0.486699395583163
24400,4.374185723708163,0.1699116790503809,3.7043243955831633,13.275238458083166,9.639143542930013,50.24137127058316,0.742922051833163,0.607293145583163,0.7565353330831631,0.722808770583163,0.484324395583163
24600,4.3790294737081625,0.15384722592538091,3.701980645583163,13.317863458083165,9.712893542930013,50.11812127058316,0.740293145583163,0.6044259580831631,0.7593634580831631,0.7213165830831629,0.490988458083163
24800,4.358123223708162,0.1400230071753809,3.695699395583163,13.288863458083165,9.706018542930012,50.02112127058316,0.726371270583163,0.6050939268331631,0.754730645583163,0.712375176833163,0.506132989333163
25000,4.3802325987081625,0.12367841481701858,3.689183770583163,13.247363458083164,9.707331042930013,49.439371270583166,0.726582208083163,0.6041642393331631,0.7482853330831631,0.709351739333163,0.514683770583163
25200,4.085216973708163,0.1175381285665253,3.690543145583163,13.024269708083164,9.835424792930013,49.374871270583164,0.7241525205831629,0.598550958083163,0.746523614333163,0.709054864333163,0.515211114333163
25400,4.005748223708163,0.1050889098165253,3.6707462705831633,12.468269708083165,9.882299792930013,49.443371270583164,0.720972833083163,0.5986095518331631,0.7464650205831631,0.6897892393331629,0.509351739333163
25600,4.095873223708163,0.09804847644359482,3.658621270583163,12.545769708083164,9.868674792930012,49.20337127058316,0.707047051833163,0.5904728330831631,0.7422150205831631,0.687242364333163,0.512277520583163
25800,4.067935723708163,0.09649378894359482,3.6545587705831633,12.385738458083164,9.869487292930012,128.32887127058316,0.705519708083163,0.5793087705831631,0.7412345518331631,0.678617364333163,0.515539239333163
26000,3.853826348708163,0.09385121081859482,3.644496270583163,12.267238458083163,9.850862292930012,116.56287127058316,0.698543145583163,0.564254083083163,0.735203301833163,0.680269708083163,0.510570489333163
26200,3.6868810362081628,0.09070082019359482,3.319832208083163,12.358050958083163,9.866893542930013,135.6703712705832,0.699386895583163,0.5598556455831631,0.715789239333163,0.675957208083163,0.501722833083163
26400,2.967818536208163,0.08765785144359482,2.973918145583163,12.349175958083164,9.758268542930013,136.5718712705832,0.699457208083163,0.5633400205831631,0.710519708083163,0.672058770583163,0.496535333083163
26600,3.030006036208163,0.08553675769359483,3.028652520583163,12.390800958083164,9.733174792930013,145.2341212705832,0.700816583083163,0.5599337705831631,0.7083439268331629,0.6733947080831629,0.495695489333163
26800,3.006490411208163,0.08452503894359482,3.027527520583163,12.436800958083165,9.780440417930013,187.75262127058315,0.699965020583163,0.5542736143331631,0.701023614333163,0.6639337705831629,0.495554864333163
27000,2.9368751768331625,0.08361900999098008,3.039449395583163,12.384988458083164,9.591987292930012,178.2075040830832,0.690187676833163,0.5507970518331631,0.698242364333163,0.639910333083163,0.495000176833163
27200,3.3089376768331626,0.07899110202834848,2.762793145583163,10.845394708083164,9.567424792930012,166.50750408308318,0.685234551833163,0.5500548643331631,0.697125176833163,0.629535333083163,0.49605095808316296
27400,3.2628126768331627,0.07372105004036403,2.605121270583163,11.577660333083164,9.484987292930013,168.39550408308318,0.676039239333163,0.5515704893331631,0.698711114333163,0.626652520583163,0.495441583083163
27600,3.2098439268331624,0.06791440941536403,2.631168145583163,10.864254083083164,9.528112292930013,163.97950408308319,0.676656426833163,0.5512814268331631,0.688445489333163,0.6211954893331629,0.49693377058316296
27800,3.188359551833163,0.06186948754036404,2.6484181455831632,10.799004083083164,9.505862292930013,157.3315040830832,0.6683048643331629,0.5522267393331631,0.672203301833163,0.616695489333163,0.491570489333163
28000,3.175781426833163,0.06330308129036404,2.3660900205831625,10.790425958083164,9.544549792930013,162.11900408308318,0.658644708083163,0.550582208083163,0.665648614333163,0.5995118955831631,0.493547051833163
28200,2.8646251768331625,0.058235173144140055,2.3720587705831626,10.945988458083164,9.525393542930013,157.55550408308318,0.656703301833163,0.5463322080831631,0.661871270583163,0.5962540830831631,0.488394708083163
28400,2.5378712705831625,0.05803226919152531,2.3432853330831627,11.184816583083164,9.356518542930013,157.59650408308318,0.651070489333163,0.5367970518331631,0.658316583083163,0.5968947080831631,0.483550958083163
28600,2.1920275205831627,0.05525841051234415,1.9651095518331632,11.203941583083164,9.370581042930013,157.3625040830832,0.648226739333163,0.5263322080831631,0.661750176833163,0.5851642393331631,0.473886895583163
28800,2.2135353330831626,0.05391228620816299,1.9516720518331632,11.200379083083163,9.172721667930013,158.16519158308319,0.648648614333163,0.5257306455831631,0.662015801833163,0.579437676833163,0.470156426833163
