step,amber-durian-862,desert-elevator-861,classic-snow-860,eternal-jazz-859,apricot-galaxy-858
0.0,0.5769747953656832,0.5769747953656832,0.5769747953656832,0.5769747953656832,0.5769747953656832
1000.0,0.566459806981375,0.5620018294739149,0.571261309275744,0.5619310597259224,0.5690769453910896
2000.0,0.5553713273778782,0.548038176653793,0.5646288222965774,0.5530994766725696,0.5633566536596799
3000.0,0.5398631612591692,0.5424854660973903,0.5525580430653395,0.5353000347325522,0.5576014850240092
4000.0,0.5175573188666994,0.5307895161194854,0.529410797605857,0.5278954282157838,0.554702421763041
5000.0,0.5094560183712726,0.5232286094317774,0.5063484322382501,0.5204640257767595,0.538834273579606
6000.0,0.49607397336120734,0.5047246154047935,0.4816932780952532,0.5088754400557238,0.5332198761872234
7000.0,0.48820151617832097,0.4943229645860131,0.4698670352084022,0.49962489222797996,0.5162980355764178
8000.0,0.4770505224465937,0.49011079377921996,0.4534143992238981,0.485027069247797,0.5030451986310002
9000.0,0.46095043687991083,0.4762998391668032,0.4442120370487541,0.4649807420755409,0.49010703651852533
10000.0,0.4460741340403947,0.45779059825097107,0.4321478935086513,0.44442905759231593,0.47270197132526226
11000.0,0.43340460901362227,0.4422536383089619,0.41742475078044555,0.4336186791486796,0.46414583305265583
12000.0,0.41822620771789054,0.42200830983363213,0.4013784861574209,0.4202877856825456,0.45782325350846775
13000.0,0.4028902415858623,0.3981691987437841,0.392030679056303,0.40870019342807845,0.4408842608763539
14000.0,0.38530295747690463,0.3947824931884738,0.37466786150543363,0.40206845299664784,0.4307242594018125
15000.0,0.37546915351222626,0.38281667320736745,0.3700389162435375,0.3839360985960102,0.4148269532397711
16000.0,0.36343379298309,0.3707078936723065,0.3636686383919047,0.37296695770556965,0.4038363411221398
17000.0,0.3510582954717938,0.3502134515409916,0.35335454741920647,0.36635767405561914,0.3882864695577192
18000.0,0.34324915168961084,0.34770690777372826,0.3474023412053163,0.357053534383363,0.3718144511634285
19000.0,0.33636359211135874,0.3374592475991636,0.3410782025109037,0.3501544649828174,0.365322186195057
20000.0,0.324313104141187,0.3237239609833771,0.3335813328022918,0.341696493605924,0.3596829930667015
21000.0,0.31394300980856954,0.3132751320018621,0.32664882893009173,0.3276994423547308,0.3489905449381473
22000.0,0.30627047943580515,0.30529818624245636,0.3218021539741776,0.31685106932400803,0.33290794913641264
23000.0,0.2960981318146006,0.29664985851754405,0.30960294999858334,0.3144807269002266,0.32034344641110774
24000.0,0.2868603073067401,0.28730125090200914,0.29866110208799945,0.30354309478885055,0.3139205571140549
25000.0,0.2818691839009893,0.27739631044686247,0.289922931986537,0.2945606087991022,0.3048165879183083
26000.0,0.2727454229808742,0.26789347030802607,0.27923985717231625,0.28820118859158533,0.29627761919111595
27000.0,0.26441983744356484,0.26011076255058796,0.2682789085559907,0.27484681162461844,0.2889677822340549
28000.0,0.2574569320984775,0.24512055438217606,0.2614209629657436,0.26369529999679336,0.2791702840316306
29000.0,0.2472143951519965,0.23709949897099272,0.2535351681735046,0.256022331410004,0.2662040605656565
30000.0,0.23677884364002438,0.23017852799766958,0.24638980170800479,0.24860890442568476,0.2538470077331583
31000.0,0.22843543202610606,0.22227951017450673,0.24118104720278763,0.24616116331331478,0.24480482654393226
32000.0,0.22172189979421883,0.21516611517784628,0.23531112898161324,0.24139801050977922,0.2398915223145251
33000.0,0.21375687254604253,0.2083326109833763,0.2272933982329703,0.2337810214980922,0.23417066190840796
34000.0,0.20985139023357535,0.20047479893457396,0.219962232392015,0.22526091066221823,0.22886606174326568
35000.0,0.19867718731811568,0.19303043481249071,0.20879362448690247,0.21361194288282873,0.22333092191603943
36000.0,0.1955216677112903,0.18685338386830722,0.20409199776712353,0.20909423033084604,0.21827244725902725
37000.0,0.18559998158529292,0.18174166723261626,0.1972018551777265,0.2038610491633051,0.21389513499851556
38000.0,0.18122178881403583,0.1764829429964665,0.19222189922026547,0.19875792852620433,0.20680355741107087
39000.0,0.1759840864185184,0.17382080799527433,0.18803621686324232,0.19166746202629836,0.20086469504985224
40000.0,0.17235453899163977,0.17032430290151243,0.17987667724778994,0.18804458168556046,0.19890886979534333
41000.0,0.16854693539009827,0.16599392470123384,0.17034157536123937,0.184639170953968,0.19706590580906283
42000.0,0.16299359514061415,0.16077767368709364,0.16843374579741588,0.1831475312817119,0.19334022941541462
43000.0,0.15889326145766133,0.15898827294179518,0.16351229807908177,0.1741510649668224,0.19179797522334144
44000.0,0.15462877725584978,0.1532453011292564,0.16074555122707018,0.16866595773003654,0.18706944672859277
45000.0,0.1503888431217345,0.14978013443466212,0.15800225031777504,0.1656453146280339,0.18087738939296033
46000.0,0.14836858149596044,0.14690426739291737,0.15730854264212235,0.15902924813104732,0.17444402681511043
47000.0,0.1442136812274287,0.1447367750148686,0.1553347888280903,0.1523680898748063,0.17057654135806719
48000.0,0.14129987279246933,0.14052849645019339,0.15174148541553367,0.14767333669035912,0.16530132786753363
49000.0,0.13504054384175795,0.13424598892037112,0.1467782783969487,0.14176682349226796,0.16268021220038745
50000.0,0.13360653495184793,0.12969196568919578,0.14343474276432674,0.13720616298432853,0.16176829370342444
51000.0,0.13127682783015493,0.1257302817729274,0.13817548132636281,0.13163993898054774,0.15710273813100767
52000.0,0.1271540118524711,0.124212248886206,0.13505942773170843,0.12694675138617673,0.15233607834706028
53000.0,0.12486643404505242,0.1216254944042508,0.13339494245260392,0.12402084144223517,0.1491997340214409
54000.0,0.12173016522330389,0.11668819293232333,0.1283489575718727,0.12141292526580215,0.14262475074156417
55000.0,0.11952137839071388,0.11332114991746377,0.1257780376976349,0.11848914163135774,0.13905564363238018
56000.0,0.11629395842120167,0.10845727182659967,0.1253318818518381,0.11525054474547453,0.13519714947881623
57000.0,0.1131515506937998,0.10701222744551714,0.12518035643269085,0.11130360639477006,0.12993845276907867
58000.0,0.10867549905688029,0.10619135917065775,0.12310979144193859,0.10923295886261906,0.12623718513966303
59000.0,0.10535677446338435,0.10498226532489414,0.12109723468212437,0.10369212514803072,0.12208473766002008
