step,lemon-plant-1160,royal-flower-1159,flowing-frog-1157,neat-galaxy-1156,robust-sunset-1155
4400,0.8017294354376735,0.5555814319654512,0.6688084284932289,0.8724325604376734,0.4984850777987845
4600,0.8062433243265624,0.557382647243229,0.6564603382154511,0.8757311715487844,0.49453542502100667
4800,0.7938301298821178,0.5446222305765622,0.6542901993265622,0.8864082548821178,0.4939494875210067
5000,0.8797676298821178,0.5176474041876733,0.6533353382154511,0.9161608590487844,0.49299462640989555
5200,0.9137954076598955,0.5084460152987844,0.6494073868265622,0.9546157201598956,0.4941013972432289
5400,0.93480235210434,0.5169746611321178,0.6464994007154511,0.9832398521043401,0.4931682375210067
5600,0.9161174562710067,0.5088366402987845,0.6289863798821178,0.9805922826598957,0.49368907085434
5800,0.9367988798821177,0.5061673694654512,0.6214559979376734,0.9709351646043402,0.4878730986321178
6000,1.0075454076598958,0.5088366402987845,0.6362346437710067,0.972931692382118,0.4960111194654511
6200,1.0221721437710067,0.5076430639098956,0.63929453960434,0.9519898521043402,0.49935313335434
6400,1.0260349909932291,0.5144355986321177,0.6309829076598956,0.9682984458543402,0.4926040014098956
6600,1.009281518771007,0.50286875835434,0.6224325604376734,0.9724217097432291,0.5052342097432289
6800,1.0050714493265624,0.5022611194654512,0.6162585152987845,0.9815796958543401,0.4907268312710067
7000,0.991269365993229,0.5158244875210067,0.61907969585434,1.0105944527987847,0.4959785673821178
7200,0.9977797826598958,0.50638438335434,0.6074477514098956,1.0363757027987845,0.4848891576598956
7400,1.01995860210434,0.5078817791876733,0.6004599041876734,1.0403470569654514,0.4787693659932289
7600,1.0472806507154513,0.5055597305765622,0.6014147652987845,1.0349651125210069,0.46286224793767333
7800,1.0671591229376736,0.5115059111321177,0.6014147652987845,1.0776300430765624,0.4536717097432289
8000,1.0577841229376734,0.5170614666876734,0.6051908069654511,1.1939928902987846,0.4559503555765622
8200,1.057306692382118,0.5185805639098956,0.5957724041876733,1.2082290014098958,0.4467055639098956
8400,1.0670289146043401,0.52025157085434,0.5908461889098956,1.235312334743229,0.4325345569654511
8600,1.0699369007154513,0.51966563335434,0.5899564319654511,1.2525432375210068,0.4240818659932289
8800,1.0505358590487845,0.5188192791876733,0.5677233590487845,1.249201223632118,0.4196547826598956
9000,1.0188952340487847,0.5086847305765623,0.5643053902987845,1.2515883764098956,0.41098507779878446
9200,0.9974759632154513,0.5055163277987844,0.5582073000210067,1.2312758764098957,0.4138496611321178
9400,0.9975193659932291,0.5052993139098956,0.5531508764098956,1.1762411541876736,0.40736094585434
9600,0.9925714493265624,0.5047567791876734,0.5503948000210067,1.1697090361321179,0.4003948000210067
9800,0.990119192382118,0.50169688335434,0.5212932375210066,1.1398913277987845,0.3982029597432289
10000,0.9871026993265624,0.5119833416876733,0.5247437583543401,1.1313952340487847,0.39430756043767334
10200,1.0056790882154514,0.5158136368265622,0.5188409805765622,1.1281400257154512,0.39115000835434
10400,1.010627004882118,0.5156834284932289,0.5049303902987845,1.111191240993229,0.38473724793767333
10600,1.0050497479376734,0.5118639840487844,0.48822032085434003,1.1017728382154512,0.38065738682656225
10800,0.9955662409932291,0.5089776993265622,0.4801691055765622,1.0998197132154512,0.3763930639098956
11000,0.9805488798821179,0.5074151993265622,0.4757637236321178,1.1026842965487846,0.3715428034932289
11200,0.9671808243265624,0.49847422710434003,0.4658787409932289,1.0807658937710067,0.3498739666876733
11400,0.9521200604376735,0.4967598173821178,0.44413394932656225,1.0710002687710067,0.3336196264098955
11600,0.929355303493229,0.48447683127100666,0.4384047826598956,1.1048978382154513,0.3349542618265622
11800,0.91497813335434,0.46982839377100666,0.4378839493265622,1.125861379882118,0.33089610210433995
12000,0.9459460152987844,0.4546157201598956,0.4364842097432289,1.1109091229376735,0.32218299446545107
12200,1.0158895916876733,0.4477797826598956,0.43698334168767333,1.100449053493229,0.3225844701598955
12400,1.0326213625210068,0.4367446264098956,0.4329902861321178,1.095956865993229,0.31898203960433996
12600,1.0287151125210068,0.4286391576598956,0.43188351529878444,1.0810263104376736,0.31419688335433993
12800,1.0348891576598955,0.42435313335434,0.4227363798821178,1.082111379882118,0.3121678034932288
13000,1.017441240993229,0.4148479250210067,0.42536224793767335,1.0684829076598956,0.30638438335433993
13200,1.0111044354376733,0.40353065071545113,0.4149021784932289,1.0810480118265624,0.30177283821545103
13400,0.9872980118265624,0.3903145048821178,0.40817474793767333,1.0712389840487846,0.29926632779878437
13600,0.9707398521043402,0.38399940071545113,0.3965645048821178,1.0705445396043403,0.29483924446545107
13800,0.9712389840487846,0.38302283821545113,0.38288177918767335,1.0675497479376734,0.287319713215451
14000,0.9640341229376735,0.3812324736321178,0.3742446264098955,1.0622546090487845,0.28215478265989546
14200,0.9475193659932291,0.3800388972432289,0.37723941807656225,1.0780966229376736,0.2750801298821177
14400,0.9363865534932291,0.37899723057656226,0.37995209168767335,1.0782268312710068,0.26715912293767324
14600,0.8999282201598957,0.3765449736321178,0.3818401125210067,1.084433428493229,0.2636977514098955
14800,0.8935046090487846,0.3737888972432289,0.3766534805765622,1.089728567382118,0.2606812583543399
15000,0.8437216229376735,0.36993690071545104,0.37719601529878444,1.097150442382118,0.2585219701598955
15200,0.8240167618265624,0.36060530349322883,0.3775974909932289,1.0987346437710068,0.2554512236321177
15400,0.8222155465487845,0.35512570279878436,0.37829193543767337,1.0976495743265624,0.2525649389098955
15600,0.8229533937710067,0.3471938451598955,0.38065738682656225,1.0864950604376735,0.24999332432656216
15800,0.8103231854376733,0.3442858590487844,0.37441823752100667,1.0801148521043402,0.24552283821545104
16000,0.81605235210434,0.34281016460433994,0.3685588625210066,1.0741686715487846,0.2373522652987844
16200,0.8174629423821178,0.34333099793767324,0.35816389724322883,1.073712942382118,0.2329577340487844
16400,0.8134915882154511,0.3389473173821177,0.35091563335433995,1.0650757896043401,0.2270983590487844
16600,0.8084351646043401,0.3375584284932288,0.3362020916876733,1.0394247479376735,0.22220469585433994
16800,0.7850193659932289,0.3292033937710066,0.3298544354376733,1.0155532201598958,0.21931841113211772
17000,0.7537259632154512,0.32210703960433995,0.3210219701598955,1.0132094701598957,0.21378455696545104
17200,0.7329360326598956,0.3186999215487844,0.31212440071545106,1.016855303493229,0.21264523404878438
17400,0.7118639840487845,0.3114625083543399,0.31033403613211774,0.992072317382118,0.21068125835433993
17600,0.6899021784932289,0.30689436599322883,0.3113865534932288,0.9849759632154513,0.20694861946545104
17800,0.6768596437710067,0.30412743890989546,0.3072090361321177,0.9699151993265624,0.2032810847432288
18000,0.6729967965487844,0.30070947015989546,0.3151625951598955,0.9618856854376735,0.1960870743265622
18200,0.67523203960434,0.29764957432656214,0.31255842849322885,0.9562433243265624,0.19243039029878442
18400,0.6714994007154511,0.29425330696545104,0.3095093833543399,0.9547242271043401,0.1892728382154511
18600,0.6506660673821177,0.2917467965487844,0.30805539029878437,0.9561565187710068,0.1893487930765622
18800,0.6317207548821178,0.2887954076598955,0.3028904597432288,0.9477363798821179,0.18877370627100665
19000,0.61468516460434,0.2860935847432288,0.2992229250210066,0.9508830812710068,0.18833967849322886
19200,0.61136485210434,0.28150374099322883,0.292690806965451,0.9355184979376735,0.1893487930765622
19400,0.5974108590487844,0.27740217849322885,0.28495426182656214,0.933478567382118,0.1851278729376733
19600,0.5885566923821178,0.27366953960433993,0.2758830812710066,0.9384698868265624,0.18385834168767332
19800,0.5868639840487845,0.2641534805765622,0.26624766460433996,0.9377103382154512,0.18278412293767332
20000,0.5692207548821178,0.26083316807656215,0.254604869465451,0.9441773521043402,0.18250200488211776
20200,0.5593466229376733,0.257046275715451,0.24804019932656216,0.9387954076598958,0.18276242154878442
20400,0.5477797826598956,0.2553752687710066,0.2392402861321177,0.912167803493229,0.1789972305765622
20600,0.53138438335434,0.25092648404878437,0.23254540765989548,0.8874065187710068,0.1758939319654511
20800,0.5318618139098956,0.2482029597432288,0.22638221321545104,0.8607355118265624,0.17448334168767332
21000,0.5286066055765622,0.2467272652987844,0.21874332432656216,0.8533570396043402,0.17210703960433998
21200,0.5241252687710067,0.2451647652987844,0.20929236946545104,0.818613115993229,0.16936181390989555
21400,0.5156183243265622,0.2431465361321177,0.20223941807656223,0.8162476646043401,0.16848290765989554
21600,0.4979967965487845,0.23943559863211772,0.19469818543767334,0.80511485210434,0.16770165765989556
21800,0.4848240534932289,0.2357463625210066,0.19130191807656224,0.7831747479376734,0.1644681507154511
22000,0.4773262236321178,0.2340319527987844,0.1863214493265622,0.7657919354376733,0.16352414029878443
22200,0.47005625835434,0.23228499099322883,0.18164480002100664,0.7449151993265622,0.16328542502100665
22400,0.45717648404878447,0.22827023404878438,0.17531884515989554,0.7384698868265622,0.16099592849322888
22600,0.44604367154878444,0.2236586889098955,0.16940521668767333,0.7246895048821178,0.15767561599322888
22800,0.4386651993265622,0.21324202224322883,0.1647611194654511,0.7115167618265622,0.1574803034932289
23000,0.4243422826598956,0.20714393196545106,0.1608548694654511,0.71038828960434,0.1558526993265622
23200,0.4231053034932289,0.20311832432656216,0.15915131043767333,0.7018379423821178,0.15434445279878445
23400,0.41839610210434003,0.20258664029878437,0.15752370627100667,0.6925280465487844,0.15374766460434
23600,0.4166816923821178,0.20052500835433998,0.1589994007154511,0.6872329076598955,0.15085052918767333
23800,0.41440304654878446,0.19496945279878442,0.15918386252100666,0.6687433243265622,0.14475243890989556
24000,0.4096504423821178,0.19118256043767332,0.15424679654878443,0.6552016576598956,0.14168169238211778
24200,0.40490868890989556,0.18576806390989553,0.15016693543767332,0.6418119007154511,0.13891476529878444
24400,0.40016693543767334,0.18254540765989552,0.14690087640989555,0.6407702340487844,0.1351224475904511
24600,0.39769297710434004,0.17866085904878443,0.14402544238211779,0.63421641460434,0.13425439203489556
24800,0.3925063451598956,0.17516693543767334,0.14183360210433998,0.6270115534932289,0.1330499649515622
25000,0.38110226529878444,0.16913394932656223,0.1398045222432289,0.6180271784932289,0.13041324620156222
25200,0.37534054654878446,0.16426198752100665,0.13728716113211778,0.602792803493229,0.12614349793767332
25400,0.35851111946545106,0.1586847305765622,0.13523637988211779,0.5854099909932289,0.12412526877100666
25600,0.3539972305765622,0.15434445279878445,0.12861745627100665,0.5778362062710067,0.12161333300711777
25800,0.3489299562710066,0.15171858474322888,0.12568776877100665,0.5694160673821178,0.11817366286822889
26000,0.3478774389098955,0.14741085904878443,0.12264957432656222,0.5618205812710066,0.11503781217378443
26200,0.3478557375210066,0.1437650257154511,0.11676849793767333,0.5559829076598956,0.11124006911822888
26400,0.34226762988211773,0.14091129307656222,0.11320404481267334,0.5522719701598956,0.10997053786822888
26600,0.33284922710433995,0.1374173694654511,0.11106645800711777,0.5505792618265622,0.10772444411822889
26800,0.32087006043767324,0.13581146668767333,0.10774614550711778,0.5479316923821178,0.10534814203489555
27000,0.3164104250210066,0.1342706680765622,0.10518538161822888,0.5446330812710067,0.10335161425711778
27200,0.31876502571545107,0.13200287293767332,0.10369341113211777,0.5423327340487845,0.10140391460433999
27400,0.31481537293767325,0.13059228265989556,0.10285790765989555,0.5269030465487845,0.09979801182656221
27600,0.31161441807656215,0.1275974909932289,0.10174571147934,0.5072198868265623,0.09798052050711778
27800,0.30827240418767327,0.12576372363211777,0.09966237814600666,0.5033027861321178,0.09601654481267333
28000,0.3094551298821177,0.12514523404878444,0.09828433995156222,0.49583750835434004,0.09424245627100666
28200,0.3079685847432288,0.12506927918767333,0.09760617154878444,0.48598507779878447,0.09291867154878444
28400,0.3067967097432288,0.12426632779878444,0.09597314203489556,0.47793386252100667,0.0912042618265622
28600,0.30021033821545107,0.1214017444654511,0.09299462640989554,0.4616795222432289,0.08922401009045108
28800,0.29796424446545106,0.11835269932656221,0.09106320279878442,0.45456146668767333,0.08777544238211776
29000,0.2971395916876733,0.11615000835434,0.08944102397933998,0.45278195279878447,0.08690738682656221
29200,0.29362396668767327,0.11364349793767332,0.08701046842378443,0.45208750835434003,0.08659271668767332
29400,0.29278846321545104,0.11037743890989556,0.08509532085433999,0.44866953960434003,0.08579519064600666
29600,0.2913670222432288,0.10818559863211777,0.08220903613211776,0.4406291750210067,0.0853177600904511
29800,0.29262570279878436,0.10553802918767333,0.08099375835433999,0.4374824736321178,0.0838040882154511
30000,0.2936348173821177,0.10302609342378444,0.08057058127100665,0.4292576472432289,0.08311506911822887
30200,0.2891426298821177,0.10191932259045111,0.07898095453489554,0.4250258764098956,0.08182926182656221
30400,0.2841730118265622,0.10082340245156221,0.07747813335433998,0.4222480986321178,0.08109683995156221
30600,0.27904063335433993,0.09826263856267332,0.07550873231267331,0.4219008764098956,0.08081472189600665
30800,0.2717055639098955,0.09656993022933999,0.07378889724322887,0.4208592097432289,0.0794855118265622
31000,0.2658244875210066,0.09473616286822889,0.07237288161822887,0.4092923694654511,0.07805864550711776
31200,0.2584785673821177,0.09260942675711778,0.07075612814600665,0.4042576472432289,0.07677826356267332
31400,0.25258664029878436,0.09152978265989553,0.06834184863211776,0.3999824736321178,0.07493364550711776
31600,0.24850677918767328,0.0898370743265622,0.06746836772933998,0.3964885500210067,0.0731378555765622
31800,0.24684662293767326,0.08692366286822888,0.06601980002100666,0.38671207432656224,0.07195512988211776
32000,0.24120426182656216,0.08551849793767331,0.06455495627100666,0.38264306390989555,0.07027327224322888
32200,0.23917518196545104,0.08473724793767332,0.06326914897933998,0.3829251819654511,0.06929670974322888
32400,0.2333049562710066,0.08427066807656221,0.06255300314600665,0.36964393196545103,0.06889523404878443
32600,0.2272719701598955,0.08256710904878443,0.06114241286822887,0.3642294354376733,0.06781016460433999
32800,0.22413611946545103,0.08138438335433998,0.06022552918767332,0.35948768196545106,0.06692040765989554
33000,0.2202190187710066,0.08100460904878443,0.058999400715451095,0.3578492271043399,0.06623138856267331
33200,0.21649723057656217,0.08052717849322888,0.058576223632117765,0.3575020048821177,0.06535248231267332
33400,0.2109416750210066,0.07926849793767332,0.05825070279878443,0.3575454076598955,0.06455495627100666
33600,0.20589610210433992,0.07707123231267332,0.057534556965451095,0.3586955812710066,0.06396901877100665
33800,0.20287960904878438,0.07452131911822887,0.0560208850904511,0.35816389724322883,0.06303043370156221
34000,0.19839827224322887,0.07365326356267332,0.05461029481267332,0.3573826472432288,0.061788029187673316
34200,0.1947958416876733,0.07154280349322888,0.05364458300711776,0.35636268196545107,0.061337725368228874
34400,0.19047726529878442,0.07048486078489555,0.05278195279878444,0.3522719701598955,0.059829478840451096
34600,0.1849542618265622,0.0699857288404511,0.052282820854339995,0.34986311599322883,0.058120494465451096
34800,0.18179670974322887,0.06853716113211776,0.05087765592378444,0.34563134515989546,0.05710595453489554
35000,0.17770599793767333,0.06738156217378442,0.05031341981267333,0.3330011368265622,0.05595035557656221
35200,0.17400591113211777,0.06581906217378443,0.049743758354339994,0.32550330696545104,0.05487613682656221
35400,0.17280148404878443,0.06501611078489554,0.048311466687673325,0.3199477514098955,0.05380734342378443
35600,0.1716404597432289,0.06439762120156221,0.04717214377100666,0.3177342097432288,0.05329193543767332
35800,0.17047943543767333,0.06372487814600665,0.04601654481267333,0.31454410557656215,0.052103784396006665
36000,0.16907969585434,0.06317691807656221,0.045083385090451095,0.3135024389098955,0.05125743022934
36200,0.1672459284932289,0.06263438335433999,0.043759600368228874,0.3085328208543399,0.050752872937673325
36400,0.16469601529878444,0.06169037293767332,0.04285899272933998,0.30280365418767324,0.04891368022933999
36600,0.1595853382154511,0.06082231738211776,0.04163286425711776,0.2999065187710066,0.048479652451562216
36800,0.15675330696545112,0.059135034396006654,0.04074853265989554,0.29729150140989546,0.04787201356267333
37000,0.15302066807656223,0.05852739550711776,0.039918454534895544,0.2943726646043399,0.047058211479339994
37200,0.15164262988211777,0.05705170106267332,0.03930539029878443,0.2907051298821177,0.04650482606267333
37400,0.14979801182656222,0.0566068225904511,0.03827457432656221,0.2875584284932288,0.04556081564600666
37600,0.14726980002100667,0.05591237814600665,0.037232907659895544,0.2840645048821177,0.04409054654878444
37800,0.14584835904878443,0.05426307259045109,0.03637027745156221,0.2779338625210066,0.041925833007117774
38000,0.1440362930765622,0.05321055522934,0.035556475368228875,0.27083750835433995,0.040808211479339995
38200,0.14042301182656222,0.05229367154878444,0.034547360784895544,0.2633613798821177,0.03999440939600666
38400,0.13935964377100665,0.051067543076562215,0.03412418370156221,0.2594334284932288,0.039186032659895544
38600,0.13721120627100666,0.04972748231267333,0.033256128146006654,0.25228282085433995,0.03860009515989554
38800,0.13407535557656222,0.04864241286822889,0.03269189203489554,0.2489299562710066,0.03787309863211776
39000,0.13138980870156222,0.04668928786822889,0.03211137988211776,0.2460219701598955,0.036918237521006654
39200,0.12861203092378443,0.04532210036822888,0.03159054654878443,0.24362396668767328,0.035941675021006654
39400,0.12725569411822887,0.04417192675711777,0.031123966687673317,0.23943559863211772,0.03500851529878443
39600,0.12376177050711777,0.043488333007117776,0.03010400140989554,0.23243690071545103,0.03456906217378443
39800,0.12175439203489555,0.04241953960433999,0.030044322590451096,0.22794471321545104,0.03379866286822887
40000,0.11893863682656222,0.04147552918767332,0.02971337640989554,0.22518863682656215,0.033212725368228876
40200,0.11727848057656222,0.04114458300711776,0.028834470159895542,0.22242170974322883,0.0317044788404511
40400,0.11581363682656222,0.04034705696545109,0.02831906217378443,0.21464176182656217,0.031069713215451097
40600,0.11423486078489554,0.039218584743228875,0.02773312467378443,0.20880408821545104,0.029849010090451097
40800,0.11213525140989555,0.03847531217378443,0.027597490993228873,0.20163177918767328,0.029263072590451095
41000,0.10909163161822888,0.0375638538404511,0.026740286132117763,0.1990167618265622,0.029008081271006653
41200,0.10578759515989555,0.03606645800711776,0.026056692382117774,0.19624983474322885,0.02817800314600665
41400,0.10415999099322888,0.03500851529878443,0.02561723925711777,0.19412309863211774,0.027309947590451095
41600,0.10298269064600667,0.03373898404878443,0.025297143771006662,0.19343950488211775,0.026848793076562207
41800,0.10166433127100666,0.03300656217378443,0.024917369465451096,0.1936022652987844,0.025790850368228875
42000,0.10057926182656221,0.03229584168767332,0.02455929654878443,0.19117170974322886,0.02548160557656221
42200,0.09870751703489555,0.031400659396006655,0.024108992729339987,0.1896417618265622,0.02504215245156221
42400,0.09767670106267333,0.03071164029878443,0.02389740418767332,0.1879599041876733,0.024060164604339986
42600,0.09655907953489555,0.030066023979339985,0.023474227104339985,0.18624549446545108,0.023566458007117763
42800,0.09423703092378444,0.029718801757117764,0.022915416340451095,0.1847589493265622,0.02317040765989554
43000,0.09322791634045109,0.02919254307656221,0.022421709743228876,0.18274072015989554,0.02282861078489554
43200,0.09245751703489553,0.028476397243228875,0.022101614257117763,0.17894297710433998,0.022405433701562207
43400,0.09075395800711775,0.02783078092378443,0.02186832432656221,0.17474375835434,0.02181949620156221
43600,0.08943017328489553,0.027185164604339986,0.021477699326562207,0.1726170222432289,0.021195581271006653
43800,0.0875421524515622,0.02671315939600665,0.020761553493228873,0.17077240418767334,0.020956865993228876
44000,0.08675547710433998,0.02636593717378443,0.020305824326562208,0.16821164029878444,0.020463159396006653
44200,0.08519840245156221,0.025893931965451096,0.019741588215451095,0.1657376819654511,0.01994775140989554
44400,0.08391259515989555,0.02519406217378443,0.019226180229339987,0.16069210904878445,0.01948117154878443
44600,0.0822904163404511,0.02474918370156221,0.018813853840451096,0.15846771668767332,0.019199053493228875
44800,0.08103173578489554,0.023913680229339984,0.018564287868228873,0.15562483474322888,0.01877045106267332
45000,0.07928477397933999,0.02336572015989554,0.01826046842378443,0.15393212640989556,0.01828759515989554
45200,0.07881819411822888,0.023327742729339986,0.017734209743228875,0.15176198752100667,0.017929522243228874
45400,0.07769514724322887,0.022834036132117763,0.01743581564600665,0.14897335904878445,0.017663680229339986
45600,0.07651784689600666,0.022275225368228874,0.01721337640989554,0.1470636368265622,0.01714284689600665
45800,0.07547618022933998,0.021857473632117763,0.01667084168767332,0.14363481738211778,0.016811900715451095
46000,0.07416867154878443,0.02126068543767332,0.016025225368228875,0.14090044238211777,0.01635617154878443
46200,0.07231320279878443,0.020929739257117764,0.015667152451562208,0.13869775140989554,0.016025225368228875
46400,0.07129323752100665,0.02060964377100665,0.015417586479339985,0.13616953960434,0.015737681965451097
46600,0.06956797710433998,0.020441458007117764,0.015195147243228874,0.1329685847432289,0.015520668076562208
46800,0.06819536425711777,0.020322100368228874,0.014967282659895541,0.13075504307656222,0.015222273979339986
47000,0.06719710036822887,0.02016476529878443,0.014685164604339985,0.12778195279878443,0.015005260090451096
47200,0.06626394064600666,0.019801267034895542,0.014408471896006652,0.12626285557656222,0.014913029187673319
47400,0.06560204828489555,0.019486596896006653,0.014115503146006653,0.12478173578489556,0.014728567382117762
47600,0.06507036425711776,0.019057994465451096,0.013898489257117763,0.12287201356267333,0.01445187467378443
47800,0.06359466981267332,0.01855343717378443,0.013442760090451096,0.12085378439600666,0.01420773404878443
48000,0.06269406217378443,0.018054305229339984,0.013068411132117763,0.12028954828489555,0.013903914604339986
48200,0.061196666340451095,0.01770165765989554,0.012840546548784434,0.11899831564600666,0.013752004882117762
48400,0.05887461772933999,0.017007213215451098,0.012563853840451101,0.11665456564600667,0.013366805229339985
48600,0.05813134515989554,0.01672509515989554,0.012043020507117768,0.11580278613211778,0.01307383647933999
48800,0.05682383647933999,0.016269365993228875,0.011956214951562212,0.11477197015989556,0.012862247937673323
49000,0.05593407953489554,0.015911293076562208,0.011788029187673323,0.11421858474322888,0.01263438335433999
49200,0.054067760090451104,0.015612898979339986,0.011516761826562213,0.11301415765989554,0.012325138562673324
49400,0.052597490993228885,0.015352482312673318,0.011245494465451101,0.11173377571545111,0.012118975368228879
49600,0.05197900140989555,0.014869626409895541,0.010995928493228878,0.10910790765989554,0.011929088215451102
49800,0.05083967849322889,0.01443017328489554,0.010778914604339988,0.10769189203489556,0.011646970159895546
50000,0.05010725661822889,0.014137204534895541,0.010675833007117767,0.10392670106267334,0.011598142034895545
50200,0.04905473925711777,0.01386593717378443,0.010480520507117766,0.10137678786822889,0.01136485210433999
50400,0.04840912293767333,0.013708602104339985,0.010209253146006656,0.09875091981267332,0.011359426757117768
50600,0.04779605870156222,0.013383081271006653,0.010013940646006655,0.09597314203489556,0.011202091687673324
50800,0.04768755175711777,0.01304670974322888,0.009791501409895544,0.09432383647933998,0.011109860784895545
51000,0.04745426182656222,0.012905650715451102,0.009688419812673323,0.09319536425711775,0.011039331271006656
51200,0.046662161132117776,0.012764591687673323,0.009493107312673322,0.09111745627100665,0.010957951062673322
51400,0.046038246201562216,0.012363115993228879,0.009417152451562211,0.08837765592378442,0.010881996201562211
51600,0.04533295106267332,0.012108124673784434,0.00926524272933999,0.08517127571545109,0.010648706271006655
51800,0.04416107606267332,0.011858558701562213,0.00916758647933999,0.08389089377100666,0.010475095159895545
52000,0.043510034396006654,0.011663246201562212,0.009080780923784433,0.08334835904878443,0.0103177600904511
52200,0.04227848057656221,0.011500485784895546,0.008896319118228878,0.08255625835433998,0.010062768771006656
52400,0.041383298284895544,0.011153263562673323,0.008874617729339989,0.08233381911822887,0.009802352104339988
52600,0.040097490993228874,0.010849444118228878,0.008673879882117767,0.08149289029878443,0.009384600368228878
52800,0.03943559863211776,0.010621579534895545,0.008489418076562212,0.0806573868265622,0.009183862521006655
53000,0.03877370627100665,0.010366588215451101,0.008239852104339989,0.08009857606267332,0.008847490993228877
53200,0.03826914897933999,0.0102201038404511,0.008028263562673322,0.07906776009045109,0.008570798284895544
53400,0.03778086772933999,0.009970537868228877,0.007930607312673322,0.0777005725904511,0.008451440646006655
53600,0.03721120627100665,0.009791501409895544,0.007708168076562211,0.07587223057656221,0.008370060437673323
53800,0.037021319118228875,0.009558211479339988,0.007491154187673322,0.07432058127100666,0.008250702798784433
54000,0.036771753146006655,0.009189287868228879,0.007404348632117767,0.07334401877100666,0.007898055229339989
54200,0.036359426757117765,0.009075355576562211,0.007350095159895545,0.07265499967378443,0.0078763538404511
54400,0.035209253146006654,0.00902652745156221,0.007149357312673322,0.07107622363211777,0.007800398979339989
54600,0.034965112521006654,0.008880043076562212,0.0069974475904511,0.07039262988211777,0.007648489257117767
54800,0.0342923694654511,0.008690155923784434,0.006883515298784434,0.06910139724322888,0.007610511826562211
55000,0.03364132779878443,0.008473142034895544,0.006796709743228878,0.06762570279878442,0.007518280923784434
55200,0.03333208300711776,0.00829410557656221,0.006709904187673322,0.06629106738211776,0.007382647243228878
55400,0.032209036132117765,0.007984860784895544,0.006585121201562212,0.06467973925711776,0.007219886826562211
55600,0.03192691807656221,0.0077298694654511,0.006427786132117767,0.06431081564600666,0.007035425021006656
55800,0.031172794812673318,0.0075020048821177665,0.006232473632117767,0.06352414029878443,0.006894365993228878
56000,0.030527178493228873,0.007404348632117767,0.006102265298784434,0.0612454944654511,0.006720754882117767
56200,0.030060598632117762,0.007344669812673323,0.006058862521006656,0.06016042502100665,0.006541718423784434
56400,0.029339027451562208,0.007002872937673322,0.005928654187673322,0.059205563909895544,0.006422360784895545
56600,0.028552352104339984,0.006861813909895545,0.0058744007154511,0.058163897243228874,0.006286727104339989
56800,0.02814545106267332,0.006726180229339989,0.005820147243228878,0.057523706271006655,0.0061673694654511
57000,0.02778195279878443,0.0065254423821177665,0.005733341687673322,0.05737179654878443,0.005858124673784434
57200,0.02690304654878443,0.006395234048784434,0.005635685437673323,0.056303003146006655,0.005803871201562212
57400,0.02624657953489554,0.006178220159895545,0.005559730576562212,0.054626570854339994,0.005695364257117767
57600,0.02549245627100665,0.006129392034895545,0.0054946264098955444,0.05402435731267333,0.005689938909895545
57800,0.024982473632117762,0.005966631618228878,0.005402395507117767,0.053324487521006665,0.005673662868228878
58000,0.02479801182656221,0.005852699326562212,0.005358992729339989,0.05207665765989555,0.0055326038404511
