step,scarlet-salad-1226,easy-frost-1225,major-music-1224,valiant-wildflower-1223,generous-durian-1222
6600,0.501012866292182,0.49222626844200956,0.5128170655109321,0.4560558960773383,0.47795073250311954
6800,0.5013653443195258,0.4934423939302908,0.5127941773273383,0.45617033699530707,0.4775967285968695
7000,0.5024273560382758,0.5017981068209159,0.5131786988117133,0.45670439461249457,0.47842680672186955
7200,0.5031658814289008,0.5134008900240408,0.5133984253742133,0.4564404175617133,0.47847563484686956
7400,0.5031124756671821,0.5208334461763846,0.5141247437335883,0.4562359497882758,0.47873808601874457
7600,0.5029598877765571,0.5229116932466971,0.5147289917804633,0.45633513191718206,0.4804150269367133
7800,0.5039349243976508,0.526079417856072,0.5175076172687445,0.45621000984686955,0.4816174195148383
8000,0.5035259888507758,0.5277670399263845,0.5199536011554633,0.4555432007648383,0.4847454712726508
8200,0.5032147095539008,0.5302725330904471,0.5207150147296821,0.4552075074054633,0.4866772339679633
8400,0.5031033203937445,0.5326788441256033,0.5218060181476508,0.45564238289374454,0.4871563599445258
8600,0.5043331787921821,0.5330832020357595,0.5225628540851508,0.4553997681476508,0.4863629029132758
8800,0.5055569336749945,0.5319540516451345,0.5228802368976508,0.45519072273749456,0.48729216316718205
9000,0.5060208008624946,0.5319815174654471,0.5227062867023383,0.4553295777179633,0.48579680183905705
9200,0.5065090821124946,0.5336096302584158,0.5231625244953071,0.4555889771320258,0.4865078614093695
9400,0.5066799805499945,0.5342138783052908,0.5227062867023383,0.4560345337726508,0.48623015144843207
9600,0.5070034668781196,0.5336706654146658,0.5225552246906195,0.45548979500311954,0.4870007202960883
9800,0.5075634644367133,0.5334082142427908,0.5226940796710883,0.4552197144367133,0.4876171753742133
10000,0.5068188355304633,0.5332678333834158,0.5231716797687446,0.4559490845539008,0.48687712410468204
10200,0.5062725708820258,0.5330023304537284,0.5241345093585883,0.4563702271320258,0.486431567464057
10400,0.5064907715656195,0.5330358997896658,0.5247082398273383,0.4567730591632758,0.48708159187811956
10600,0.5065151856281196,0.5330221668795095,0.5256863282062445,0.45648161629218204,0.48791777351874455
10800,0.506506030354682,0.5331198231295096,0.5257427857257758,0.457500903401557,0.48844267586249457
11000,0.5071621582843695,0.533556224496697,0.5261364624835883,0.456921069417182,0.4894207642414008
11200,0.5069729492999946,0.5339621082857595,0.5260082886554633,0.4566998169757758,0.4895458863117133
11400,0.5083111451007758,0.5341513172701345,0.5258328125812446,0.45693327644843207,0.4896984742023383
11600,0.509631030354682,0.5343069569185721,0.5268551514484321,0.45674711922186956,0.4893749878742133
11800,0.5100903199054633,0.5347982899263846,0.5269238159992133,0.45682646492499457,0.4889355347492133
12000,0.5120709107257758,0.5352056995943533,0.5268093750812446,0.45698515633124454,0.4884411499835883
12200,0.5129635498859321,0.5351049915865408,0.5267483399249946,0.45693022469061956,0.4885601685382758
12400,0.5152416870929633,0.5351751820162283,0.5267330811359321,0.4565777466632758,0.4889080689289008
12600,0.5156704590656196,0.5351110951021658,0.5274304077960883,0.457622973714057,0.48961149910468205
12800,0.5176006958820258,0.5352209583834158,0.5277935669757758,0.4571514771320258,0.4887859986164008
13000,0.5188213990070258,0.5356878773287284,0.5281872437335883,0.4565395996906195,0.4880718872882758
13200,0.5187176392414008,0.5356329456881033,0.528576342854682,0.4564160034992133,0.48731352547186957
13400,0.5187908814289008,0.535753490121697,0.5292446778156196,0.45616118172186954,0.48671232918280705
13600,0.5199993775226508,0.5361715809420096,0.5291943238117133,0.45587736824530706,0.48643461922186954
13800,0.5209393189289008,0.5357260243013846,0.5294094727374945,0.45639006355780704,0.48654753426093206
14000,0.5205639527179633,0.5379263416841971,0.5296520874835883,0.45688139656561955,0.4867687867023383
14200,0.5205517456867133,0.5379354969576345,0.5296002076007758,0.4574658081867133,0.4869518921710883
14400,0.5207317993976508,0.5380636707857596,0.5295254395343696,0.4572430298664008,0.48718840340155706
14600,0.5218594239093696,0.5383200184420096,0.529736010823432,0.457470385823432,0.486919848714057
14800,0.5229107544757758,0.539348460824822,0.5298062012531195,0.4574383423664008,0.48674589851874456
15000,0.5232311890460883,0.5389975086763845,0.5298718140460883,0.45715605476874455,0.48702971199530704
15200,0.5243069336749946,0.5390371815279471,0.5297512696124945,0.457378833089057,0.4871227906085883
15400,0.5239575074054633,0.5393591419771658,0.530065600667182,0.45770231941718204,0.4869244263507758
15600,0.5251736328937445,0.5394720570162284,0.5294628784992133,0.4576763794757758,0.4870281861164008
15800,0.524334399495307,0.539201976449822,0.5291607544757758,0.45749479988593206,0.4877422974445258
16000,0.5247357056476508,0.5396109119966971,0.528667895589057,0.457500903401557,0.4893749878742133
16200,0.5254070923664008,0.5379721180513846,0.5297329590656196,0.45705229500311956,0.4896008179523383
16400,0.5257580445148383,0.537639476449822,0.528936450276557,0.4566204712726508,0.4888073609210883
16600,0.5255200074054633,0.5343069569185721,0.529070727620307,0.45658232429999457,0.4892742798664008
16800,0.525005786214057,0.5330587879732596,0.5272762940265571,0.45694243172186955,0.4893109009601508
17000,0.5250408814289008,0.5324850575045096,0.5268032715656196,0.4570385620929633,0.48858610847968204
17200,0.5249874756671821,0.5320364491060721,0.527593676839057,0.4571545288898383,0.48800627449530704
17400,0.5257214234210883,0.532671214731072,0.5278408692218696,0.456615893635932,0.48792998054999454
17600,0.5262463257648383,0.5326223866060721,0.5286862061359321,0.45704619148749454,0.48756376961249454
17800,0.5266277954914008,0.5336752430513846,0.529284350667182,0.4574719117023383,0.48791472176093204
18000,0.5265942261554633,0.5345861927584158,0.5299893067218695,0.4564007447101508,0.4872753784992133
18200,0.5271755860187446,0.5346090809420095,0.5302670166828071,0.4558026001789008,0.48677641609686956
18400,0.5273831055499946,0.5339926258638845,0.5303799317218696,0.45598112801093205,0.48712736824530706
18600,0.5270718262531195,0.5337179676607595,0.5308056519367133,0.4565228150226508,0.4866909668781195
18800,0.5288906739093695,0.5339819447115408,0.5304867432453071,0.4567303345539008,0.486431567464057
19000,0.5282848999835883,0.5361776844576346,0.5301724121906195,0.4574963257648383,0.4866650269367133
19200,0.5282498047687445,0.545879222543572,0.5298626587726508,0.4575237915851508,0.4861248658039008
19400,0.5286556885578071,0.5471823231295095,0.5298870728351508,0.45726896980780707,0.4862621949054633
19600,0.528942553792182,0.5484417603351508,0.5298901245929633,0.45690275887030707,0.48704802254218205
19800,0.5289211914874945,0.5526714966632758,0.5292706177570258,0.4569805786945258,0.4870098755695258
20000,0.5289547608234321,0.5546795533039008,0.5277233765460883,0.4566754029132758,0.48641020515936956
20200,0.528997485432807,0.5563183472492133,0.5284252808429633,0.4574932740070258,0.48622709969061956
20400,0.528875415120307,0.5572765992023383,0.5291439698078071,0.4576824829914008,0.4859753296710883
20600,0.528612963948432,0.5570294068195258,0.5291744873859321,0.4575085327960883,0.4862408326007758
20800,0.536510913167182,0.557134692464057,0.5285031006671821,0.45798002937811955,0.48591582039374454
21000,0.5521786377765571,0.5573086426593695,0.5285061524249945,0.45776945808905706,0.4858624146320258
21200,0.5671185181476508,0.5568875000812445,0.5281277344562445,0.45764128426093204,0.4860790894367133
21400,0.5732281372882758,0.5564404175617133,0.5279781983234321,0.45696074226874456,0.48613859871405707
21600,0.5729717896320258,0.5523708985187445,0.5279385254718696,0.45619169929999454,0.4862316773273383
21800,0.5720074341632758,0.5548199341632758,0.5286587403156195,0.45516936043280704,0.48599211433905704
22000,0.5717358277179633,0.5566113159992133,0.5283108399249945,0.4544506714679633,0.4858669922687445
22200,0.5746136353351508,0.5568432495929633,0.5279827759601508,0.45390288094061954,0.4861706421710883
22400,0.5780285523273383,0.5583019898273383,0.5281399414874945,0.45357634285468207,0.48622709969061956
22600,0.5787991211749945,0.5592968628742133,0.5287625000812446,0.45390898445624456,0.4865490601398383
22800,0.5794811890460883,0.5614147827960883,0.527788989339057,0.45385100105780707,0.4867214844562445
23000,0.5798123047687446,0.5630352661945258,0.5275875733234321,0.4537151978351508,0.48651396492499455
23200,0.5804379151203071,0.5637463257648383,0.5283352539874946,0.4526257202960883,0.48644987801093204
23400,0.5813809082843695,0.5634182617999945,0.5286251709796821,0.4528027222492133,0.4861584351398383
23600,0.585406176839057,0.5636883423664008,0.5288723633624945,0.4537548706867133,0.48612333992499457
23800,0.5868435547687445,0.5643780396320258,0.529559008870307,0.4546032593585883,0.4861401245929633
24000,0.5864819214679633,0.5647198365070258,0.5296169922687446,0.454845874104682,0.48671843269843207
24200,0.5859844849445258,0.5644238159992133,0.5286526367999945,0.45471770027655706,0.4873730347492133
24400,0.5867336914874945,0.5645214722492133,0.5274136231281196,0.45463835457343205,0.4871929810382758
24600,0.587286059651557,0.565716235432807,0.5269970581867133,0.4538891480304633,0.48799711922186956
24800,0.5870510742999946,0.5668255493976508,0.5269604370929633,0.4538540528156195,0.4886578247882758
25000,0.5860836670734321,0.5675305054523383,0.5266140625812445,0.4536709473468695,0.4887585327960883
25200,0.5860531494953071,0.5669415161945258,0.5262600586749946,0.45394255379218207,0.48861052254218207
25400,0.585528247151557,0.5674420044757758,0.5260204956867133,0.45455290535468207,0.4881603882648383
25600,0.585522143635932,0.5678692505695258,0.525652758870307,0.45461394051093207,0.4884258911945258
25800,0.5854443238117133,0.5706188843585883,0.5252636597492133,0.45421110847968205,0.4888653443195258
26000,0.5850933716632758,0.5703106568195258,0.5259350464679633,0.4540905640460883,0.4883587525226508
26200,0.5856945679523383,0.5698956177570258,0.5260571167804633,0.4538372681476508,0.488232104573432
26400,0.5862225220539008,0.5690411255695258,0.5256085083820258,0.4540371582843695,0.48697172859686955
26600,0.5861065552570258,0.5693920777179633,0.5255535767414008,0.4542797730304633,0.48670317390936957
26800,0.5861431763507758,0.5686505005695258,0.5261837647296821,0.4544354126789008,0.486950366292182
27000,0.5867611573078071,0.5692303345539008,0.525530688557807,0.4542919800617133,0.48675505379218204
27200,0.5875012085773383,0.571398608479682,0.525652758870307,0.45456816414374457,0.48680388191718205
27400,0.5879788086749945,0.5716885254718695,0.5250195191242133,0.45447661140936957,0.4869335816242133
27600,0.5877834961749946,0.5721050904132758,0.5261074707843696,0.45412260750311956,0.4869732544757758
27800,0.5879177735187445,0.5727825806476508,0.5263470337726508,0.4538555786945258,0.4866680786945258
28000,0.5886471436359321,0.573675219807807,0.526525561604682,0.45374113777655706,0.48701750496405705
28200,0.588970629964057,0.5728420899249945,0.5258450196124945,0.45400053719061956,0.4868145630695258
28400,0.5896145508624946,0.5724392578937445,0.5251705811359321,0.45427824715155707,0.4880688355304633
28600,0.5902783081867133,0.571978442464057,0.5251797364093695,0.454906909260932,0.4879376099445258
28800,0.5899624512531195,0.5721325562335883,0.5273831055499946,0.4542736695148383,0.48825041512030704
29000,0.5898510620929633,0.5715832398273383,0.531084887776557,0.4542767212726508,0.4882824585773383
29200,0.5908795044757758,0.5725018189289008,0.532848803792182,0.4538586304523383,0.48909575203436956
29400,0.5913891480304633,0.573888842854682,0.5340817139484321,0.4549725220539008,0.4892864868976508
29600,0.5918560669757758,0.5732556031085883,0.5343594239093695,0.4559368775226508,0.4892101929523383
29800,0.5944714234210883,0.5727520630695258,0.5339291260578071,0.4556652710773383,0.48890959480780705
30000,0.5949917481281195,0.5739544556476508,0.5336270020343695,0.4556683228351508,0.4880932495929633
30200,0.5948620484210883,0.5752178833820258,0.5330166504718695,0.4555065796710883,0.4878002808429633
30400,0.5950527832843695,0.5755718872882758,0.533153979573432,0.45547453621405704,0.4879650757648383
30600,0.5951641724445258,0.5770825074054633,0.5334133789874945,0.4552197144367133,0.488689868245307
30800,0.5951733277179633,0.5768231079914008,0.5325451538898383,0.45504729012030704,0.4882488892414008
31000,0.5948223755695258,0.5775555298664008,0.5317883179523383,0.45489775398749455,0.4877087281085883
31200,0.5948559449054633,0.5779858277179633,0.5317166016437446,0.4550976441242133,0.4874523804523383
31400,0.5939739868976508,0.5785961792804633,0.5311413452960883,0.4549816773273383,0.4878399536945258
31600,0.589983813557807,0.5795849488117133,0.5307217285968695,0.4543804810382758,0.4872814820148383
31800,0.5846447632648383,0.580028979573432,0.530401294026557,0.45414702156561954,0.4869000122882758
32000,0.5848766968585883,0.5800396607257758,0.531390063557807,0.45463530281561954,0.4875256226398383
32200,0.5854351685382758,0.5798336670734321,0.5318127320148383,0.4551434204914008,0.4870220826007758
32400,0.5863552735187445,0.579815356526557,0.5306591675617133,0.45487944344061954,0.4870098755695258
32600,0.5869137451984321,0.5799908326007758,0.5299694702960883,0.455212085042182,0.4868389771320258
32800,0.5860012696124945,0.5796459839679633,0.5296032593585883,0.455425708089057,0.4869518921710883
33000,0.584154956135932,0.5791943238117133,0.5296856568195258,0.4559399292804633,0.4867779419757758
33200,0.5830944702960883,0.5794537232257758,0.5294079468585883,0.45629240730780707,0.48735625008124456
33400,0.582659594807807,0.5792248413898383,0.5299328492023383,0.4568493531085883,0.4874005005695258
33600,0.5822720215656195,0.5795727417804633,0.5281170533039008,0.4569500611164008,0.4873791382648383
33800,0.5816448853351508,0.5789562867023383,0.5286877320148383,0.4563610718585883,0.4870556519367133
34000,0.5817974732257758,0.5789745972492133,0.5282665894367133,0.45637785652655705,0.48713652351874454
34200,0.5813931153156195,0.5786541626789008,0.5279858277179633,0.45647551277655707,0.4870678589679633
34400,0.5820599243976508,0.5784710572101508,0.5277142212726508,0.4577404663898383,0.4877606079914008
34600,0.5828259156085883,0.5786755249835883,0.5279247925617133,0.4585186646320258,0.4880932495929633
34800,0.5825359986164008,0.5788006470539008,0.5281780884601508,0.4597210572101508,0.48759733894843205
35000,0.5820873902179633,0.5791638062335883,0.5283215210773383,0.45996672371405706,0.48733793953436955
35200,0.5817730591632758,0.5788433716632758,0.5287426636554633,0.4598522827960883,0.4872708008624945
35400,0.5814785645343695,0.5788647339679633,0.5286022827960883,0.458782641682807,0.48782316902655704
35600,0.581737963948432,0.5790844605304633,0.5290997193195258,0.4582226441242133,0.48752104500311955
35800,0.581890551839057,0.5792339966632758,0.5290432617999945,0.45812956551093204,0.48738981941718207
36000,0.5817501709796821,0.5790020630695258,0.5283398316242133,0.45798613289374457,0.4873669312335883
36200,0.5821545288898383,0.5790081665851508,0.5291638062335883,0.457806079182807,0.48726774910468207
36400,0.5823651001789008,0.5791149781085883,0.5290844605304633,0.45738188484686954,0.487560717854682
36600,0.5826702759601508,0.5795056031085883,0.529247729573432,0.45743376472968206,0.48739592293280704
36800,0.5827068970539008,0.5794018433429633,0.5297939942218696,0.4578076050617133,0.48729521492499456
37000,0.5826092408039008,0.5773174927570258,0.528997485432807,0.4582104370929633,0.4874249146320258
37200,0.5821194336749945,0.5758679077960883,0.5289333985187445,0.4579968140460883,0.4882824585773383
37400,0.5821560547687445,0.5760082886554633,0.5286495850421821,0.4578503296710883,0.4886120484210883
37600,0.5820278809406195,0.576421801839057,0.5287151978351508,0.4578823731281195,0.48818327644843207
37800,0.5828945801593696,0.5763470337726508,0.5285046265460883,0.45769011238593205,0.4881054566242133
38000,0.5846157715656195,0.5761578247882758,0.5284832642414008,0.4581799195148383,0.488506762776557
38200,0.5850369141437446,0.575762622151557,0.5297222779132758,0.4588970826007758,0.4888195679523383
38400,0.5845806763507758,0.575207202229682,0.5301708863117133,0.4587963745929633,0.48918730476874456
38600,0.5847805664874945,0.575017993245307,0.5305859253742133,0.4583401367999945,0.4892468140460883
38800,0.5856396363117133,0.5740032837726508,0.5307644532062445,0.45834929207343206,0.4890209839679633
39000,0.5849499390460883,0.573955981526557,0.5313915894367133,0.45889250496405704,0.48891569832343207
39200,0.5837628052570258,0.5744839356281195,0.5312893555499946,0.45972258308905706,0.4893597290851508
39400,0.5827770874835883,0.5742184326984321,0.531969897542182,0.4597393677570258,0.4894482300617133
39600,0.5836559937335883,0.5745831177570258,0.5330120728351508,0.4594525025226508,0.48932768562811957
39800,0.5845104859210883,0.5742520020343695,0.5334118531085883,0.4596600220539008,0.48977934578436955
40000,0.5825787232257758,0.5734585450031195,0.5332806275226508,0.4600445435382758,0.48990141609686955
40200,0.580846850667182,0.573138110432807,0.5333325074054633,0.4604687378742133,0.4892864868976508
40400,0.5800564453937446,0.5727749512531195,0.5346066162921821,0.45993925789374457,0.4885525391437445
40600,0.5789715454914008,0.5720242188312445,0.5346584961749945,0.4597820923664008,0.48820769051093205
40800,0.5775982544757758,0.5718487427570258,0.5346462891437446,0.45982634285468205,0.4879955933429633
41000,0.5768749878742133,0.5724590943195258,0.5344204590656195,0.4597576783039008,0.48799711922186956
41200,0.5758831665851508,0.5732281372882758,0.5346081421710883,0.45979887703436956,0.48789335945624457
41400,0.5755413697101508,0.5736431763507758,0.5341519043781195,0.4593304322101508,0.487926928792182
41600,0.5756542847492133,0.5738140747882758,0.5330593750812446,0.45989042976874456,0.48788725594061955
41800,0.5759594605304633,0.5748608277179633,0.5325329468585883,0.45982329109686954,0.48781096199530705
42000,0.5761669800617133,0.575695483479682,0.5311535523273383,0.4597180054523383,0.487652270589057
42200,0.5760418579914008,0.5758740113117133,0.5311932251789008,0.45947539070624455,0.4882885620929633
42400,0.576452319417182,0.5759045288898383,0.5313931153156195,0.46223417976874454,0.48845183113593205
42600,0.5770550415851508,0.5757641480304633,0.5318920777179633,0.46306730965155707,0.48835722664374454
42800,0.5769802735187446,0.5755535767414008,0.5323712036945258,0.4635418579914008,0.48818327644843207
43000,0.5771084473468695,0.5758038208820258,0.5325268433429633,0.4630413697101508,0.4878796265460883
43200,0.5774182007648383,0.5755764649249946,0.5326061890460883,0.4638348267414008,0.48814360359686954
43400,0.5777081177570258,0.5751553223468695,0.5321636841632758,0.46493803719061955,0.48896147469061957
43600,0.5773052857257758,0.5754467652179633,0.5315579102374945,0.46689726570624457,0.48849455574530704
43800,0.5775036499835883,0.5753674195148383,0.531145922932807,0.46893278816718204,0.48771940926093205
44000,0.5778881714679633,0.5760525391437445,0.5303646729328071,0.47012297371405704,0.48703886726874457
44200,0.5781170533039008,0.5762020752765571,0.5286938355304633,0.47024809578436955,0.4873943970539008
44400,0.578039233479682,0.5761013672687445,0.5282787964679633,0.47201506355780704,0.4874844239093695
44600,0.5780972168781195,0.5753506348468695,0.5275311158039008,0.4731762574054633,0.48752714851874457
44800,0.5781216309406195,0.5746456787921821,0.5270580933429633,0.4735607788898383,0.48814970711249456
45000,0.5781216309406195,0.575024096760932,0.5271740601398383,0.4731411621906195,0.4888806031085883
45200,0.578265063557807,0.573864428792182,0.5271191284992133,0.4726788208820258,0.4890972779132758
45400,0.5785763428546821,0.572124926839057,0.5271221802570258,0.472057788167182,0.48903166512030705
45600,0.5786678955890571,0.5715878174640571,0.527441088948432,0.471752612385932,0.4882763550617133
45800,0.5785549805499945,0.5715328858234321,0.5275845215656195,0.47133146980780705,0.48819548347968206
46000,0.578381030354682,0.5708218262531195,0.5268490479328071,0.47133757332343207,0.4885937378742133
46200,0.5778576538898383,0.5705975220539008,0.526195971760932,0.47123686531561954,0.48860747078436956
46400,0.5774456665851508,0.5709179566242133,0.5259091065265571,0.47096831062811956,0.4893597290851508
46600,0.5773663208820258,0.5708721802570258,0.524663989339057,0.47087980965155707,0.49017302254218204
46800,0.5775402710773383,0.5709759400226508,0.5252834961749946,0.47063566902655707,0.49061552742499454
47000,0.5776318238117133,0.5723156617023383,0.5253872559406195,0.4701824829914008,0.4905529663898383
47200,0.5775067017414008,0.5726483033039008,0.525732104573432,0.4705792115070258,0.4910137818195258
47400,0.5781811402179633,0.5718685791828071,0.5256191895343696,0.47124602058905707,0.4913647339679633
47600,0.5794689820148383,0.5721066162921821,0.525518481526557,0.4714932129718695,0.4912396118976508
47800,0.5801632569171821,0.5717785523273383,0.525622241292182,0.4717724488117133,0.4907604859210883
48000,0.5801769898273383,0.5721264527179633,0.5258633301593696,0.4721905396320258,0.4902752564289008
48200,0.580486743245307,0.5720410034992133,0.5253460572101508,0.47256437996405704,0.490215747151557
48400,0.5805874512531195,0.5717129395343695,0.5251782105304633,0.47344938972968204,0.4907971070148383
48600,0.5808865235187446,0.571447436604682,0.5250897095539008,0.473614184651557,0.4905712769367133
48800,0.5812008545734321,0.5715908692218695,0.5250866577960883,0.47394682625311957,0.49025847176093207
49000,0.582256762776557,0.571606128010932,0.5245434449054633,0.47387968758124455,0.4904064820148383
49200,0.5826138184406195,0.5723049805499946,0.5239544556476508,0.4739880249835883,0.4905193970539008
49400,0.5828213379718695,0.572033374104682,0.5240856812335883,0.47351958015936957,0.4905743286945258
49600,0.5832241700031195,0.5719204590656195,0.5245464966632758,0.4734570191242133,0.4909329102374945
49800,0.5832516358234321,0.5717922852374946,0.5249096558429633,0.4730496094562445,0.49076811531561954
50000,0.5838619873859321,0.571819751057807,0.5243237183429633,0.4724407837726508,0.49114042976874456
50200,0.5835812256671821,0.5718731568195258,0.5236523316242133,0.4723400757648383,0.4912701294757758
50400,0.5837368653156195,0.5718426392414008,0.5235729859210883,0.4728161499835883,0.4911480591632758
50600,0.5833218262531196,0.5718380616046821,0.5219067261554633,0.4733441040851508,0.4912914917804633
50800,0.582690112385932,0.5720562622882758,0.5214749024249945,0.4737652466632758,0.4915386841632758
51000,0.5829800293781195,0.5712185547687445,0.5212078736164008,0.4733532593585883,0.49144255379218205
51200,0.5834179566242133,0.5710537598468696,0.5207516358234321,0.47399260262030707,0.49165617683905705
51400,0.5825268433429633,0.5702480957843695,0.5206326172687445,0.47539335945624456,0.4914440796710883
51600,0.5826519654132758,0.5701840088703071,0.520849292073432,0.4755078003742133,0.4915051148273383
51800,0.5826000855304633,0.571148364339057,0.5210766480304633,0.4757610962726508,0.4910717652179633
52000,0.5831188843585883,0.5712353394367133,0.5207821534015571,0.4754406617023383,0.49095122078436954
52200,0.5824688599445258,0.5706738159992133,0.5205639527179633,0.47457243660468207,0.4917263672687445
52400,0.5822888062335883,0.5699322388507758,0.5210522339679633,0.4735638306476508,0.4920757935382758
52600,0.5826153443195258,0.5695233033039008,0.5215145752765571,0.47287260750311955,0.49156767586249456
52800,0.5816296265460883,0.5696026490070258,0.5210705445148383,0.47301298836249456,0.49130827644843206
53000,0.5819180176593696,0.5699902222492133,0.521380297932807,0.473522631917182,0.49141203621405705
53200,0.5821224854328071,0.5703777954914008,0.521648852620307,0.47369353035468204,0.4910320923664008
53400,0.5823147461749946,0.5702343628742133,0.5214443848468695,0.47323881844061955,0.49093596199530704
53600,0.581615893635932,0.5700039551593695,0.5209210083820258,0.47282683113593205,0.49058806160468205
53800,0.5802715943195258,0.5697659180499945,0.5206005738117133,0.4725536988117133,0.4905621216632758
54000,0.5793072388507758,0.5695782349445258,0.521001879964057,0.4725567505695258,0.49057280281561955
54200,0.5787380860187445,0.5694531128742133,0.5210781739093695,0.4729260132648383,0.4905666992999945
54400,0.578313891682807,0.5691784546710883,0.520855395589057,0.4732800171710883,0.49035002449530707
54600,0.5773403809406196,0.5688030884601508,0.520153491292182,0.4733349488117133,0.4903149292804633
54800,0.5781887696124945,0.5685864136554633,0.5197231934406196,0.4735241577960883,0.4902386353351508
55000,0.5783398316242133,0.5685772583820258,0.5194943116046821,0.4737682984210883,0.49010588387030707
55200,0.578081958089057,0.5681957886554633,0.5194332764484321,0.4739330933429633,0.49110686043280705
55400,0.5784023926593695,0.568059985432807,0.5190167115070258,0.4740215943195258,0.49090544441718204
55600,0.578649585042182,0.5683148072101508,0.5190075562335883,0.4738842652179633,0.49037749031561956
55800,0.578905932698432,0.5683361695148383,0.5191998169757758,0.4737988159992133,0.49060942390936957
56000,0.5788647339679633,0.5682110474445258,0.5191296265460883,0.4722149536945258,0.49070097664374457
56200,0.5783993409015571,0.5676617310382758,0.5185558960773383,0.4724438355304633,0.49049650887030705
56400,0.578783862385932,0.5682507202960883,0.5184246704914008,0.47209440926093205,0.49038969734686955
56600,0.5788418457843696,0.5683727906085883,0.5176464722492133,0.47253996590155706,0.49049956062811956
56800,0.578954760823432,0.5683300659992133,0.5172222779132758,0.47311979988593206,0.4904141114093695
57000,0.5785916016437446,0.5682903931476508,0.5169171021320258,0.473217456135932,0.4902844117023383
57200,0.5779186890460883,0.5674603150226508,0.5168133423664008,0.4731915161945258,0.4898419068195258
57400,0.5784619019367133,0.5674160645343695,0.5166546509601508,0.4726910279132758,0.4898037598468695
57600,0.5796337769367133,0.5677319214679633,0.5168835327960883,0.4721508667804633,0.48993803719061957
57800,0.5809307740070258,0.5680020020343696,0.5168835327960883,0.4722729370929633,0.49010283211249456
58000,0.5825482056476508,0.5679058716632758,0.5170666382648383,0.4728802368976508,0.48994414070624454
58200,0.5824505493976508,0.5682018921710883,0.5172436402179633,0.47286040047186956,0.48969084480780706
