step,silver-yogurt-958,fragrant-fog-956,fast-pine-954,smooth-wildflower-952,major-morning-950
11600,0.13600000707009224,0.22239492935701896,0.28617544418788066,0.9004003984172997,0.25742820995288973
11800,0.1290365295252778,0.2215523221584617,0.28482451729685687,0.9002772290216379,0.25699067686389243
12000,0.11917764987622206,0.21646427299595355,0.28415907230600623,0.899527600973326,0.25590501946021804
12200,0.11905624110196208,0.2108575499531251,0.27284929908116884,0.8992746324270948,0.2556922920590054
12400,0.10831343645497299,0.21191672335480788,0.2686322615205123,0.8990927452576476,0.24022760367115129
12600,0.10318982424414434,0.20971064065311112,0.2686760519768726,0.8988965330453773,0.2342951830581198
12800,0.10293259516570066,0.21113253038485758,0.26932492584326384,0.8988940207750824,0.21466794421133278
13000,0.10287307792851841,0.2097474654313462,0.27134937875392495,0.8988650853884383,0.21316923633906207
13200,0.09583995358140662,0.20867530646822358,0.23230965097782683,0.8983704628978602,0.2111780223947211
13400,0.09654607357619555,0.20469512013372165,0.21810446438769676,0.9059359554245972,0.20325228891816893
13600,0.08986299076668423,0.203020273814367,0.214656849008872,0.6474756386513926,0.20386407123114733
13800,0.08935612832984674,0.20297012060555208,0.19640412244412936,0.5589601354521614,0.20203433106199783
14000,0.08829754537775303,0.1948938315579495,0.1862699114882071,0.5328693208467674,0.19508768399455473
14200,0.08317246502185771,0.19267988592667354,0.17695951773005397,0.5103542512875485,0.1980994843895817
14400,0.08157570017804817,0.191552556973892,0.177386046360073,0.46528050527759535,0.19949436864204312
14600,0.07858658956045433,0.1860168770122525,0.17898053360936184,0.4318480447295624,0.2018542004947221
14800,0.0777012306557377,0.18380074845353797,0.1796261843125116,0.4397776472635695,0.20095903514715552
15000,0.07758774466365624,0.18105571350120886,0.1809284673120077,0.42339123122438366,0.2018005146226008
15200,0.07807497478799534,0.17995677074989516,0.18134833515495974,0.4156251265705012,0.20112486286792433
15400,0.0760655756859494,0.1788598378461305,0.18207238939542048,0.4124658947978399,0.19389081061493774
15600,0.07337548552359355,0.17815835358571372,0.1825454047093385,0.40825345296931964,0.17483969448800463
15800,0.07281386070389897,0.17808164906233487,0.18410563881076575,0.4107082981068558,0.15772788411301134
16000,0.06914574533699754,0.17823470256677187,0.14553563030045535,0.41235540759176037,0.1579541288669325
16200,0.06482112505871754,0.17841057164893576,0.14386307524965009,0.41745365374682986,0.16218796682594883
16400,0.06400098355793907,0.16687850847735453,0.14467529800956655,0.41500233276756304,0.1633239691890337
16600,0.06426443750751273,0.15886103918556543,0.14482715079033187,0.4141251960606662,0.16451981962413909
16800,0.06433187325479187,0.1548489800708119,0.1441835542824041,0.4147076261045285,0.16697664371314352
17000,0.06011285245118844,0.1527220692013424,0.12828082950116018,0.4150567992398495,0.15906732598200438
17200,0.05527631408213822,0.15004623020180644,0.11381388192014814,0.41417251822940804,0.1522352040978746
17400,0.05429174278358023,0.14866616087156725,0.10835120572700035,0.41408816358898487,0.14868262198421664
17600,0.05363280017950601,0.147916486895131,0.10741594579486916,0.414014643106115,0.1453852604299065
17800,0.05374661254624311,0.15267085471610153,0.10833602162871028,0.41345166535009403,0.1447568805325764
18000,0.05355039640631942,0.153883623125684,0.09598556914001136,0.39857021676017357,0.14478098766802577
18200,0.0540989187406321,0.14392465601061136,0.09166801145651077,0.3897425367383699,0.12261113708517983
18400,0.05401874968784953,0.14361441031043778,0.09162832563136386,0.39804495198991563,0.1205461874553456
18600,0.05460512570883155,0.14378839348053812,0.08853247573856793,0.3278039765452187,0.12007886671689544
18800,0.055018793276536124,0.1338005338388118,0.08702678542116125,0.29622493243681597,0.11728523185367833
19000,0.05545733979694072,0.10863478029630884,0.08700044904126508,0.2957411481354136,0.11636193587584401
19200,0.05584116953781601,0.10580907381080609,0.08672431451468945,0.28470698531821587,0.11467380363541042
19400,0.055216130365215055,0.10574174096264187,0.0837327709601943,0.28425935511641376,0.11409458867209757
19600,0.05577282613015423,0.10583722370187593,0.08338510972959957,0.28485733803584146,0.1128573670414722
19800,0.05605695095277452,0.10231919887057116,0.0833707988949459,0.28039416479370527,0.11255085037079196
20000,0.05609748860184724,0.09993164668368676,0.08355658545509322,0.27750775036803743,0.11273183469897295
20200,0.05421215312786145,0.09821832637756998,0.08301411951225104,0.27724827475323754,0.11318243595310165
20400,0.05342750365084471,0.09744468626309764,0.08374663716364278,0.2747456315854255,0.11341692286513813
20600,0.045690868506002985,0.09256537127675105,0.0828993003649661,0.2721549733520392,0.11380472658823276
20800,0.044746479960472055,0.09141825412318096,0.08322612904724978,0.27565193079205086,0.11446354820334119
21000,0.04425250218422896,0.0880912990915319,0.08113996541410222,0.26913171291594007,0.1146519190365479
21200,0.0440464993953006,0.08813149359826622,0.08093734548443621,0.25791672630525553,0.1156875941812695
21400,0.04262036143190221,0.08644859332351812,0.07096245460701167,0.2556949631216975,0.11314437712963539
21600,0.04172198472339953,0.08566071324385593,0.06666759784787138,0.25505696930163796,0.11440694091248953
21800,0.035666693388193636,0.08452692265498976,0.06664916702723842,0.2488907958617119,0.11405402130988707
22000,0.03511281845170453,0.08423014427838553,0.06633183426135719,0.24347970627656465,0.11460104366843518
22200,0.034995741294179275,0.08403149055583904,0.06608806871775606,0.24068510693611256,0.11193691415962614
22400,0.03489908876372071,0.0835966380487846,0.064723767116648,0.2397091118264396,0.10923620769566349
22600,0.034936853038650864,0.08327187974454488,0.0637445910047261,0.23608208425133936,0.10873012612735006
22800,0.03252855896244271,0.08291698883298573,0.06354375032054026,0.2347980092038756,0.10813946831266738
23000,0.03074127935299123,0.07893660793522171,0.06318924815958889,0.23540658425026936,0.10846920192930029
23200,0.029984560792704673,0.07634821580294586,0.06288941781925925,0.2302685342749372,0.10769904486012807
23400,0.029170337232195656,0.07599077526995356,0.062491251733473384,0.22792756958099664,0.10535854890199042
23600,0.02921736939945979,0.07542887660347153,0.06255892580838693,0.22625920246633385,0.10565888241425472
23800,0.02874317120766325,0.07536833836353268,0.06269851965701366,0.2297671717797969,0.10668538985831984
24000,0.028734873260647355,0.07511851864348325,0.06246078704523007,0.22861148214893304,0.1072839079112351
24200,0.02841368661987696,0.07514552615722991,0.061909644781764236,0.22987687734915957,0.10734347428089058
24400,0.027836996766385114,0.07532278605832224,0.06170056435615661,0.23212424377446772,0.10743175573579605
24600,0.027739814648361377,0.07477923890385872,0.06168785705672208,0.23167655902481465,0.10751602093042009
24800,0.02769203681638746,0.07452358687447674,0.06171629083486289,0.2337074147029805,0.10764940284015832
25000,0.02750341255421055,0.07450461439724178,0.062164421864182445,0.23393891601038044,0.10779032527903093
25200,0.027361640972713014,0.07447873353082818,0.06215601433391363,0.23386251226872015,0.10440617911269096
25400,0.026910751767336146,0.07428599973209463,0.06224762765134237,0.23379236438856088,0.10306119984984162
25600,0.025624562655472975,0.06936651167036748,0.06210022469407231,0.2230358997110048,0.1008006259903062
25800,0.025525405299171595,0.06629904384807747,0.06217906629194246,0.22266358054498314,0.09408205693844793
26000,0.025146539562457455,0.06699073527630053,0.06215463655343704,0.22241226023744115,0.08957057778804633
26200,0.02470912853690506,0.06564889018719683,0.06217706983428906,0.21492542373847756,0.0832288034962625
26400,0.02325191827550653,0.06570912167673612,0.05546949567147646,0.2149948659655501,0.07825664599899557
26600,0.023079687267743915,0.06570912167673612,0.05136587874106056,0.21448657756009704,0.076937524633835
26800,0.023058045902660782,0.06413207224247675,0.0506720675136053,0.20375009608142325,0.07709202393918058
27000,0.023075657473040592,0.06332524922441446,0.04977670484178142,0.175964932311123,0.07711288855678519
27200,0.023056765257755858,0.0629740386111668,0.04932473039129667,0.17643495912947144,0.07450736708688407
27400,0.022690513822069523,0.06287909772794154,0.047899088846376836,0.17216050901062752,0.07428777557029126
27600,0.022429391892189753,0.06227817943879668,0.04721165773714624,0.16719463483100275,0.0716169397538763
27800,0.021466705352162184,0.060738029262790594,0.04691510114556914,0.15457877435617023,0.07058581599703805
28000,0.021237879440963985,0.06082778986217596,0.04667642720648245,0.14615857454319017,0.06223255573283533
28200,0.021223082891217045,0.06091480577770272,0.04660574564016999,0.14148804390824776,0.055838147748355965
28400,0.021281080390187133,0.06136046313854331,0.04640064511073131,0.13424440208340427,0.053769640049162376
28600,0.020396589079778725,0.061507842027599735,0.045663377753826506,0.1317641814781763,0.052642218435733704
28800,0.019917319542159216,0.06170435035185738,0.043012280239654296,0.12740314494172097,0.052347181398544246
29000,0.019758911653954363,0.061840056954344136,0.0401329995491846,0.12660656713265023,0.053114635786911946
29200,0.019523469704263975,0.061923461926891105,0.038811637047388596,0.1255252959584917,0.051267743470600854
29400,0.019385414250971938,0.06211663432305613,0.038404712333678745,0.12431727359840261,0.05084665584918399
29600,0.01774671711698897,0.062241529147908134,0.03606653395491319,0.12071634381845575,0.04885533522928395
29800,0.01771297195350284,0.061560327145991495,0.03501290193611574,0.12005711317278198,0.04894064220843969
30000,0.017683634976489275,0.06079900222780467,0.03478291592719475,0.11934446552448098,0.048823005447703495
30200,0.01757944253674662,0.060549537178846674,0.03415951895882107,0.11906967533036539,0.04810558960072954
30400,0.017582369068631393,0.059245282930958,0.03374974625259829,0.11941371601690001,0.04775193531921838
30600,0.017460536084602837,0.058271964900977885,0.03406122889162359,0.11825223509317945,0.04633850653170386
30800,0.016488877541987967,0.06007882167524686,0.03264012116774476,0.10887116987398596,0.043669453139167924
31000,0.01552542296885338,0.061209014873597256,0.030670280859052282,0.10806195531383347,0.04346273918685874
31200,0.014892745467005652,0.061414614746022216,0.030340225673893963,0.10353786041105645,0.04185235206022846
31400,0.014278873097680188,0.05996616080542154,0.029373090803400993,0.10249034577853926,0.04238826877942391
31600,0.014068741158933102,0.05974555588673579,0.02905808113310318,0.10243140145964749,0.04054881644374839
31800,0.01380085133875883,0.058146069554483835,0.02906288930768261,0.1016532295703266,0.0394838016786614
32000,0.013280052131054421,0.05688767541345835,0.028201091258389474,0.09728249978968842,0.037449663257070706
32200,0.01316983986452101,0.056157694197913735,0.02762269876522585,0.0995790470740838,0.03698862733210988
32400,0.012840299090651805,0.05605003236937731,0.027535194002652065,0.1009819976429139,0.036455073116979084
32600,0.012723581799527508,0.05562816405953406,0.02737623481994468,0.07895114327567984,0.03600653187709836
32800,0.0123619463802235,0.05511068276416053,0.027058214771580852,0.06688182724919126,0.035425936877596764
33000,0.01146894521943721,0.0548996799861033,0.02696795160282135,0.06533854504720732,0.03503241672728855
33200,0.011380812226087889,0.054777602118254456,0.0268556274801035,0.06468257027051016,0.03502725836261947
33400,0.011036869313703894,0.05454279616176673,0.026715907214084622,0.0643058872219269,0.03485518669224962
33600,0.010897408835989653,0.054541988593799745,0.026612192991525018,0.06404420824990664,0.03429973446653373
33800,0.010635537296935935,0.05437809473372868,0.026256955269241846,0.06210733392195149,0.033098773994845315
34000,0.01024067893763634,0.05415890862372259,0.024232306244322415,0.06207989806676577,0.03220187899487733
34200,0.010110413630834057,0.05284022614835365,0.023866403414861764,0.05980737306699219,0.030863919110961726
34400,0.010037755730724525,0.05379812787480563,0.023714257951625142,0.05699743203740061,0.02994466693850195
34600,0.010136553701645575,0.054366774669064234,0.02311438783887256,0.05452949905055224,0.029332249259907718
34800,0.010038061196404099,0.05480843551815627,0.023204302557060682,0.05386487822410378,0.029059678467563674
35000,0.010067936084091057,0.053654243429739464,0.023296769732458766,0.05325008154669309,0.028671074453327918
35200,0.010055129432693204,0.050492112697351946,0.02331239320295678,0.04953337496500572,0.028671074453327918
35400,0.010004311881417927,0.049067945418410405,0.02319685947239541,0.04856450056087368,0.027103764341335133
35600,0.010151920433780874,0.04783074609145322,0.02290442077950081,0.04706900215531865,0.025497181634798746
35800,0.01003506330316013,0.04673554617668665,0.0223782377418373,0.047054094959310025,0.02453892098829544
36000,0.010085770420505694,0.04675687792344984,0.02207558591654864,0.04713796089860897,0.02440101661831496
36200,0.010109383503371955,0.04603638793895889,0.021109202327304323,0.046887061377683004,0.023788230540655705
36400,0.009893371791105117,0.04555312022988356,0.019486011899240954,0.04612323015324986,0.02368133333058971
36600,0.009528655341555739,0.04471776882121642,0.01845648541427177,0.04515915061621255,0.023290699038345998
36800,0.009343059968224054,0.044404077436590014,0.017072571909146725,0.04505273582458798,0.023135357892607327
37000,0.00900986515789829,0.04308411149420817,0.016383018869595707,0.044955035903234304,0.023009063539384565
37200,0.00885219360319612,0.04169633298070416,0.015651146832074282,0.0449555990860096,0.021631973365557014
37400,0.008837221096055583,0.04149170550095585,0.015057676899550041,0.04474881936348398,0.020981677148277533
37600,0.008906503513689358,0.04125014481811712,0.014970593230228372,0.04465243188016734,0.020181875818901445
37800,0.008927557323574021,0.0410544866418422,0.014852300344198644,0.04461796089986695,0.020120590447441477
38000,0.008970410061876682,0.04092395053669559,0.01450875395572876,0.041212578555058506,0.019632570294074617
38200,0.008970410061876682,0.040481146001055845,0.014330324050928496,0.037897812372414644,0.01932898977483286
38400,0.008959567274763568,0.03945467895753399,0.014294350099306224,0.037570493943501634,0.01931834622261012
38600,0.008960065656817267,0.03914621611780074,0.01368564113179713,0.0365207270595718,0.01933341509562307
38800,0.008572793296016613,0.03893199709768796,0.013052985369107498,0.03524572943895739,0.019412634113226822
39000,0.008247971416860986,0.03803056788578539,0.012528663459928958,0.034868823037282295,0.018171834821869095
39200,0.008218454818232038,0.03621657850614263,0.012094204977352578,0.034517435335833235,0.017819754523058916
39400,0.008070961613708506,0.03492240754838614,0.011927239855485963,0.03390626626711021,0.01726990674957864
39600,0.007980084929695555,0.03416574771261148,0.012003092577687353,0.033286719696326655,0.01684163874161253
39800,0.007966728164992134,0.032060279133216435,0.011968858564806492,0.03306712625036851,0.016980741387887417
40000,0.00788140014113704,0.030362545270383054,0.011917846679785425,0.032974032075748734,0.016154482924682318
40200,0.007855259273034529,0.03021233616446195,0.011767602734633054,0.03272163005385728,0.015842054811975554
40400,0.00723138708508685,0.02948736133870608,0.010487662093316565,0.0327116657383886,0.015728702092935615
40600,0.00721931680908167,0.028549543022976548,0.01032160342699441,0.03266712746040904,0.01502138996935835
40800,0.007048910799988633,0.02838553798428065,0.01016755034442739,0.032634798809116475,0.014304340631787728
41000,0.006655412649831497,0.025203860311235345,0.010161792898072244,0.03260251565057268,0.014142981749294969
41200,0.006425904797615244,0.024473015314765693,0.009862172686371524,0.030264606389310257,0.01364712749434462
41400,0.006340831278172889,0.02288025711233153,0.009814597817134462,0.026613197706135856,0.01328599866990143
41600,0.006284503314084387,0.021562121808684363,0.009656313832447933,0.025339276469326932,0.013058361118513405
41800,0.005862799878491885,0.020815203624214167,0.009726088110988365,0.025023369648097323,0.013038141193129998
42000,0.005667945304463257,0.019357585032813703,0.009558498960330092,0.024968621084383462,0.012218870194954354
42200,0.005653898923739284,0.01903817531463082,0.009441583262495511,0.024375782240973747,0.010906803715205922
42400,0.005630455440086689,0.01882423006471258,0.008829890158882418,0.024254024236737465,0.009902573250482705
42600,0.005595352654521865,0.018658604548666587,0.00878127089033728,0.024170751923890087,0.009774083435893848
42800,0.005507260585408558,0.01927428604391803,0.008773258389320863,0.023849820369645922,0.00953236938536952
43000,0.005447320897460469,0.019146824832976243,0.008698205785255396,0.023674110405804027,0.009463113599052775
43200,0.0054427781439033325,0.018596503715918145,0.008558595447213206,0.023485906734431777,0.009331518436633705
43400,0.0048953423381357004,0.018471075625462477,0.0082859869498711,0.023349517180356754,0.00891133584185029
43600,0.0049923840110074474,0.018301249453194494,0.008263411965409369,0.02156415879155517,0.008778069898213281
43800,0.00506041079761594,0.018198659273160375,0.008000240861642801,0.020218928482549196,0.008410982063642967
44000,0.005085924496351039,0.017749805871028833,0.007936698137870773,0.019943918966753845,0.008156973072642043
44200,0.005086476706619703,0.01737152544132386,0.007861975647359902,0.01994531752638052,0.007709528804300144
44400,0.005151581610117299,0.016824900226149197,0.00752320844234889,0.01982895481270903,0.007595012822642768
44600,0.004964441943290033,0.01654498955998892,0.007527727096132024,0.019751418288559433,0.007593134076975181
44800,0.004943920831572246,0.016437089557848047,0.007475896455045539,0.019565609722212697,0.007329427803900626
45000,0.0049124886418289125,0.016407155255793178,0.007414652963242622,0.01794807466361782,0.007248827706564483
45200,0.004838474621093866,0.015870932101300014,0.007309903292411921,0.01768040537141896,0.007217204944887642
45400,0.004807709567852182,0.015094095236518154,0.006874291696388257,0.017235701862504886,0.007202417565570971
45600,0.004693493528950977,0.014929436223772304,0.006650646671788794,0.017127454935589915,0.007182455072020956
45800,0.004507288373083784,0.014553788181247869,0.006447467003663786,0.016429929951039528,0.007092506159014415
46000,0.004419931187515543,0.014358352875838566,0.006177363343928807,0.01645530834227557,0.007033064642262384
46200,0.00418353792266794,0.014350539705325432,0.00580147728377408,0.01541718694423009,0.006993624329854734
46400,0.00405749581604083,0.014203190909239969,0.005643718790928915,0.015006434997238447,0.006780685195165916
46600,0.004035182291386406,0.014178197041849482,0.005399675781073029,0.01480879576476712,0.006492628417750647
46800,0.004023061934611022,0.014175897384896077,0.005291128626816327,0.014517788926802291,0.006128946652825228
47000,0.003923425495417826,0.013153257187448964,0.005274021155953278,0.014401634943703483,0.006067160877149681
47200,0.003615823150057325,0.013015011054372368,0.004993255944455363,0.014308672463749155,0.005931765253326227
47400,0.0034979282512608983,0.012827728952080696,0.0049010101949052386,0.014198098074414866,0.00579163048620553
47600,0.0033906705408336887,0.012643331200450292,0.004886092730492602,0.014710608998426696,0.0057513654713216115
47800,0.0033371119397998736,0.012491825226484777,0.00484081835041042,0.015021650963066232,0.005711985198056824
48000,0.0032827668485071286,0.012184150301727096,0.004785669352952257,0.014993780185113478,0.005631928385537149
48200,0.0032446212728028875,0.011868334161704332,0.004778228086907872,0.014889126913577338,0.005556495758559873
48400,0.0032393406628758517,0.010807922372214254,0.004769162860878463,0.014031959580055285,0.0052859217416688226
48600,0.003095098433975589,0.010438786426527121,0.004753346252826654,0.013453755382668381,0.005254654841839415
48800,0.0030750207797746246,0.010355402219556577,0.00472662091043503,0.013277755203266309,0.005239292145574295
49000,0.003010584744922825,0.010311035856853338,0.0045015331183046806,0.013305276113685097,0.0052429513272335415
49200,0.0029871573094196156,0.010246862345337351,0.0044804208164302625,0.012863291166912219,0.005246348123459588
49400,0.0029276211350892332,0.01017233937528281,0.004310926810578569,0.012625903493369606,0.005247293977795872
49600,0.002905591493067544,0.010192877431187145,0.0042141342213908375,0.0126066413195709,0.004782617809548587
49800,0.0028915308095666427,0.010027683134560421,0.004109493249349946,0.012600491155887607,0.00462760939563155
50000,0.002879370118572474,0.009622875501569143,0.0040959444886287145,0.01246072836735149,0.004471985543685476
50200,0.002872815286111212,0.009433206548135873,0.004080510487484038,0.01240877097728445,0.0044461103796797595
50400,0.0028411143873033583,0.009273250644674564,0.003993032746950741,0.012408746420858641,0.004352009078407503
50600,0.0028425985228368103,0.009269027170862556,0.003891227543724344,0.011825432306495617,0.004322562161521479
50800,0.002842099186882635,0.00917102628309472,0.0038362991636900594,0.01182736072189268,0.004175599227138414
51000,0.0028512223303359743,0.009079916938613437,0.0037792320150882644,0.011538380611693592,0.004131878873906793
51200,0.0028402027767851744,0.009067378874547366,0.003770256464989359,0.01160697820744062,0.003993335124518688
51400,0.0027938694252589817,0.00906529580796267,0.003609880899925179,0.010923555789351815,0.003612093406242311
51600,0.0027877074742248646,0.008135857414193443,0.0034991510542223825,0.010048491018900294,0.0034683652363877333
51800,0.0027860307544574706,0.008001046479850872,0.003432099673580973,0.00979726646001286,0.0033602789073206504
52000,0.002786419336421899,0.007847289097780479,0.00342429255990246,0.009676930505991943,0.003198846010409772
52200,0.0027866664842280606,0.007767178649591068,0.0033323533440909082,0.00947233763158762,0.0031529689338856623
52400,0.002782861463660302,0.007699772067891544,0.00327729196741618,0.008858534965358884,0.003104537305627951
52600,0.002573951616302049,0.007408380125031002,0.003119567324227232,0.008698552202282328,0.0030808819897675983
52800,0.002573287361843788,0.007284075984658241,0.003088258174965001,0.008533208488876304,0.0030386313424553696
53000,0.0025735058030228394,0.006899187462138589,0.0030431735407784113,0.00826242299884665,0.0029835947007780077
53200,0.0025579247895875477,0.006814417711006122,0.003026415550456907,0.00811615014784586,0.0028260267587556023
53400,0.002550884522032469,0.006580658682774219,0.003014242468128002,0.0075632910089426415,0.002762433471984675
53600,0.0025413818866570174,0.006492964834657576,0.0030130854080064294,0.007205631148961222,0.002733379310435765
53800,0.0025384493654643098,0.00635728008735063,0.002842860349812175,0.007202610729281581,0.002703540227430308
54000,0.0025349376196232634,0.006307357754774166,0.0026715057217820797,0.0069302042437192415,0.0026707300247291663
54200,0.0025685363736016147,0.006201133974313225,0.0025906473211687805,0.00683382068497267,0.002497939224528088
54400,0.002570795111771461,0.006116105660651863,0.00258736461851845,0.0067597850235992275,0.0024632967327007475
54600,0.002587438136113788,0.005922424420817474,0.002445605352752518,0.0066564433133939165,0.0023633557573686584
54800,0.0025978261240752407,0.005583824272036238,0.0023872634933760663,0.006605771698165754,0.002353614016941459
55000,0.002609688588415038,0.005475935283443218,0.0022290226471018484,0.006501949906228474,0.0022998220148285065
55200,0.002635635698358233,0.005288630982836589,0.0020756694507801307,0.006418893462649823,0.002142885142969137
55400,0.0026842888024639633,0.005129831581075724,0.0020771984089851016,0.006400392156909716,0.002035786928391358
55600,0.0026920091201957097,0.004990734388556468,0.002077992953359975,0.0063971393295600525,0.001988230332159356
55800,0.002657593336355145,0.004962815977033845,0.0020018497474418202,0.006366690690497057,0.001947414952903126
56000,0.002650588607629279,0.004950821840280579,0.001965505108048167,0.006326383137230822,0.0019064036275097847
56200,0.002609574809973602,0.0048777434931302315,0.001870768470624739,0.006243245811753742,0.0018835190423912539
56400,0.002589817417340188,0.004524011696956164,0.0018390472051659536,0.005885265328087967,0.0018255788407441943
56600,0.0025769804865020153,0.00440301369339003,0.0018086074256986467,0.005763594549076802,0.0018178177205982922
56800,0.0025254968783506547,0.004384858952243272,0.0017801773231803236,0.005757371991127136,0.001796149738591303
57000,0.002345121155389273,0.004336607262776342,0.0016336249532148336,0.0058091372783188044,0.0017648729752290752
57200,0.002309567708639111,0.004283916911126815,0.0015675891779781195,0.005941243584150952,0.0017392201650131556
57400,0.0023012487335383504,0.004232886362999004,0.0014605549649997426,0.0060539608365876366,0.001634739293664679
