step,wise-smoke-973,dashing-yogurt-970,fancy-breeze-967,jumping-cloud-964,twilight-dawn-960
0.0,0.10011045172306433,0.10011045172306435,0.10011045172306433,0.10011045172306433,0.10011045172306435
200.0,0.10011045172306433,0.10011045172306435,0.13653991500209703,0.1548275740011671,0.10011045172306435
400.0,0.10011045172306433,0.10011045172306435,0.16944613265467143,0.1548275740011671,0.10011045172306435
600.0,0.10689316958991009,0.11455741968767735,0.16944613265467143,0.1548275740011671,0.10011045172306435
800.0,0.1390717374292164,0.15149383177820333,0.18629058271631277,0.1548275740011671,0.10012522389141318
1000.0,0.1390717374292164,0.15913556231710488,0.18629058271631277,0.1548275740011671,0.10012522389141318
1200.0,0.14516348343922272,0.2123624109183586,0.18629058271631277,0.14991987246260058,0.10012522389141318
1400.0,0.14516348343922272,0.2123624109183586,0.16235025937891281,0.14991987246260058,0.10012522389141318
1600.0,0.17752807812218002,0.20640106914927842,0.16235025937891281,0.14991987246260058,0.10012522389141318
1800.0,0.23852271851864532,0.18464288054710948,0.19153400778952498,0.15237102797232183,0.10012522389141318
2000.0,0.23852271851864532,0.18464288054710948,0.19153400778952498,0.15237102797232183,0.10012522389141318
2200.0,0.25336707636467737,0.18334138385149532,0.19153400778952498,0.20927779406177055,0.10012522389141318
2400.0,0.25438525731935924,0.18785742633098912,0.19153400778952498,0.20069157065066912,0.10012522389141318
2600.0,0.25438525731935924,0.18785742633098912,0.19951781810294547,0.22929732425655003,0.1401957734272109
2800.0,0.25953163168890636,0.2080429756158802,0.19951781810294547,0.2968350136093084,0.12728896607252094
3000.0,0.25953163168890636,0.2080429756158802,0.19951781810294547,0.31001457797998644,0.141087586740205
3200.0,0.25953163168890636,0.2080429756158802,0.23318735217711442,0.35650929946821397,0.19194530411794963
3400.0,0.25953163168890636,0.22111422221874882,0.23318735217711442,0.3615383821379633,0.17896236328191506
3600.0,0.25953163168890636,0.2241684467020923,0.23332622599303532,0.35546484968240855,0.1830672020311935
3800.0,0.25953163168890636,0.2434974078058436,0.23332622599303532,0.35546484968240855,0.18391727695484347
4000.0,0.26814529065974235,0.2434974078058436,0.25137771395755537,0.35546484968240855,0.19189294456470496
4200.0,0.26814529065974235,0.2430654319884467,0.2698120015025431,0.35546484968240855,0.183755393889589
4400.0,0.26814529065974235,0.25463523994325327,0.2698120015025431,0.35546484968240855,0.183755393889589
4600.0,0.26814529065974235,0.2572297292746861,0.28091981184693304,0.35546484968240855,0.183755393889589
4800.0,0.26814529065974235,0.2818333378433259,0.2858837022223669,0.35546484968240855,0.183755393889589
5000.0,0.26814529065974235,0.2886527187527036,0.2858837022223669,0.35452673861125983,0.183755393889589
5200.0,0.26814529065974235,0.3338362793865708,0.2858837022223669,0.35452673861125983,0.183755393889589
5400.0,0.32915241595549105,0.3338362793865708,0.28226713842744255,0.35452673861125983,0.183755393889589
5600.0,0.32915241595549105,0.3456850245805712,0.2809243338821602,0.35452673861125983,0.26300655109252247
5800.0,0.32915241595549105,0.3785145925178233,0.2809243338821602,0.35452673861125983,0.2790176725282967
6000.0,0.3483857335680809,0.3785145925178233,0.2809243338821602,0.3722178175650983,0.28485390492273266
6200.0,0.3483857335680809,0.3914027513221692,0.2809243338821602,0.3722178175650983,0.3020824031246251
6400.0,0.3483857335680809,0.3914027513221692,0.2809243338821602,0.3722178175650983,0.3020824031246251
6600.0,0.3483857335680809,0.3691439065789663,0.2809243338821602,0.37316756687056607,0.34302281425201375
6800.0,0.3482409105109512,0.3691439065789663,0.2809243338821602,0.37458806850247595,0.35410669495003777
7000.0,0.34970901119907283,0.4210897413790718,0.2809243338821602,0.37458806850247595,0.35410669495003777
7200.0,0.38437384418385995,0.4210897413790718,0.3225928955477228,0.37458806850247595,0.35410669495003777
7400.0,0.38437384418385995,0.43251900555916406,0.3225928955477228,0.37458806850247595,0.35900386305478327
7600.0,0.3832618454432808,0.43391870806142463,0.3225928955477228,0.37458806850247595,0.38462272851848955
7800.0,0.3707567396213956,0.47192057623235395,0.3225928955477228,0.37458806850247595,0.38462272851848955
8000.0,0.37075226675952716,0.47192057623235395,0.3230310265219877,0.4023758501795215,0.38462272851848955
8200.0,0.37075226675952716,0.47192057623235395,0.3216052960838037,0.4023758501795215,0.40386138750441236
8400.0,0.3782545627191451,0.47192057623235395,0.30920258060009775,0.4023758501795215,0.40386138750441236
8600.0,0.3782545627191451,0.5579265134229817,0.29977549943895593,0.4023758501795215,0.432196575122058
8800.0,0.43025156198801473,0.5568736019713882,0.29977549943895593,0.4023758501795215,0.432196575122058
9000.0,0.42242219810746384,0.5568736019713882,0.29977549943895593,0.40085025830744514,0.4459635200660893
9200.0,0.41205741290858044,0.5568736019713882,0.29884411255041465,0.40085025830744514,0.4459635200660893
9400.0,0.41205741290858044,0.5568736019713882,0.29884411255041465,0.40085025830744514,0.4459635200660893
9600.0,0.41205741290858044,0.5555797858991356,0.30816082584925075,0.4188709040530911,0.4459635200660893
9800.0,0.41205741290858044,0.5555797858991356,0.33133261030845834,0.4188709040530911,0.48738801679770716
10000.0,0.4346472750830247,0.5555797858991356,0.33133261030845834,0.43961622261460975,0.48738801679770716
