step,worthy-puddle-1001,scarlet-breeze-1000,faithful-violet-998,northern-gorge-996,glorious-voice-995
0,0.10471219270550353,0.10471219270550353,0.10471219270550355,0.10471219270550354,0.10471219270550354
200,0.10471219270550353,0.10471219270550353,0.19221945518363237,0.10471219270550354,0.10471219270550354
400,0.10471219270550353,0.10471219270550353,0.41686332496072903,0.10471219270550354,0.10471219270550354
600,0.10471219270550353,0.10471219270550353,0.48296374538040365,0.10471219270550354,0.12967489893555012
800,0.10471219270550353,0.10471219270550353,0.5398262926853538,0.12721575697870496,0.12967489893555012
1000,0.10471219270550353,0.10471219270550353,0.5398262926853538,0.1334298587762314,0.17852413835709008
1200,0.13653944832737347,0.10471219270550353,0.5398262926853538,0.1334298587762314,0.17903648134225625
1400,0.12809922332770596,0.10471219270550353,0.5610814182940311,0.1334298587762314,0.218257090929551
1600,0.14461060557205757,0.2756982949702659,0.5427294971213796,0.1334298587762314,0.2179074060049333
1800,0.1836410913572723,0.2527711468035595,0.6272466294390883,0.1334298587762314,0.2179074060049333
2000,0.2324622419289397,0.2863615691696502,0.6307631821612798,0.1334298587762314,0.22354000890952172
2200,0.24984225301435461,0.33247049606755624,0.6307631821612798,0.1334298587762314,0.23142144416296884
2400,0.2845921818898582,0.3278843283877877,0.6842716481498524,0.1322247764062106,0.24597762117645827
2600,0.2845921818898582,0.33681933942026787,0.7323351351239626,0.1322247764062106,0.26856721595694966
2800,0.2845921818898582,0.32455286687483365,0.7323351351239626,0.1322247764062106,0.28364754196673875
3000,0.28578474720618763,0.3738376244755876,0.8741072509555885,0.1371486551873689,0.32009682701637343
3200,0.28578474720618763,0.416689005672293,0.889547283422405,0.19256424605226755,0.33675573393028824
3400,0.2882866118597053,0.43991574802731814,0.889547283422405,0.21022162096518737,0.3351972838228071
3600,0.32591442187951003,0.46902212048222736,0.889547283422405,0.2310291832110224,0.3351972838228071
3800,0.33528456705599313,0.4929761084094942,1.2253004965271295,0.2297069307600887,0.35764246356285245
4000,0.33528456705599313,0.5016939053168818,1.3363111069439744,0.2297069307600887,0.38534541255182986
4200,0.38548015820960424,0.5044114702320295,1.3211798617087844,0.2297069307600887,0.39078053434871934
4400,0.41707355928953344,0.5044114702320295,1.4546366017586296,0.22746661889352826,0.4355249849283966
4600,0.42125871902056067,0.4823413619999718,1.4607310966325855,0.22746661889352826,0.4352244872438724
4800,0.42125871902056067,0.4878517860639197,1.463214192563954,0.23204126862507218,0.4477309624686763
5000,0.418286590248375,0.4843829574897083,1.463214192563954,0.24213900850678682,0.4477309624686763
5200,0.41976446064408135,0.4843829574897083,1.6456572128957117,0.3175881663745992,0.4477309624686763
5400,0.4317431251699604,0.4828491843272057,1.6456572128957117,0.31846266418525093,0.45116171387472676
5600,0.4317431251699604,0.4828491843272057,1.8273931541182025,0.31846266418525093,0.45116171387472676
5800,0.4361882433566507,0.48021356816694816,1.8900255278241418,0.33931518470062116,0.45116171387472676
6000,0.40903727857153893,0.48021356816694816,1.8900255278241418,0.33931518470062116,0.45116171387472676
6200,0.42171948422723765,0.4962627969349325,1.9084415431837676,0.33931518470062116,0.4831270620910121
6400,0.3918982974259527,0.4962627969349325,1.9490871828767597,0.33931518470062116,0.49566679597795926
6600,0.3918982974259527,0.4962627969349325,1.9594921155005134,0.34144615626305447,0.49566679597795926
6800,0.3999404925107354,0.4962627969349325,1.9784126330691678,0.34144615626305447,0.49566679597795926
