step,zany-valley-902,lunar-cosmos-900,ancient-lion-896,stoic-breeze-891,earthy-meadow-884
0.0,0.5159430115148491,0.5159430115148491,0.5159430115148491,0.5159430115148491,0.5159430115148491
1000.0,0.515924735500694,0.5159656814882463,0.5159681010606701,0.5159920879796822,0.5159279797270845
2000.0,0.51567259790274,0.5159890342350015,0.5162504954353925,0.5160570858930823,0.5159597855235006
3000.0,0.515539402383637,0.515443639859677,0.5157529761758922,0.5161151725395285,0.5156876087465072
4000.0,0.5155566727315121,0.5154919292693438,0.5158103051290687,0.5161487407261253,0.5156460454440699
5000.0,0.5156157368952027,0.5150930673258787,0.5158508486371033,0.5165655539572771,0.515629531432704
6000.0,0.51560906432191,0.5151275318262946,0.5155726626248929,0.5166298279335446,0.5156498995635805
7000.0,0.5156805747639107,0.5150754564462233,0.5156518500893097,0.5166663382102905,0.5156757966826288
8000.0,0.5157396060376717,0.5151238314493033,0.5154922373446441,0.5167041777455165,0.5156850981147999
9000.0,0.5157518244863711,0.5151486438568172,0.515482263823918,0.5167405445411535,0.5157137862913317
10000.0,0.5157747786221293,0.5151527684335512,0.5155570325458305,0.5167580686530504,0.5157915595934269
11000.0,0.5157836973692592,0.5151801734554377,0.5156065459645116,0.5167664108129262,0.5158402002192676
12000.0,0.5154464276190539,0.5151924599068257,0.5156667925387174,0.5169344472127875,0.5158615283366762
13000.0,0.5154530023094929,0.5152536563404531,0.5156837235853989,0.516938872588725,0.5158777061000378
14000.0,0.5152115156564807,0.5153009906459494,0.5157100347202984,0.5169511396617363,0.5161321215242854
15000.0,0.5150130753094904,0.5153063129309886,0.5157237164790102,0.5169797750348866,0.5162079804895277
16000.0,0.5150059583053453,0.5153272322952122,0.5157459898787369,0.5169873826139594,0.5162575647178563
17000.0,0.5150803248979903,0.5153359541913558,0.5157630096288361,0.5164814140316858,0.5163181830679668
18000.0,0.5149952235150245,0.5153547817418649,0.5157780134873085,0.5166407879235652,0.5163442845386947
19000.0,0.5149952234943047,0.5153608510604015,0.5157903090609064,0.5167645169428956,0.5163877787630355
20000.0,0.5150625192564117,0.5153812654824362,0.5158015602693157,0.5167614312700975,0.5163890362444308
21000.0,0.515181248809449,0.5153867208283529,0.5154053352927761,0.5167944068307334,0.5164270405351884
22000.0,0.5151974236253424,0.5154051662368452,0.5154385695248797,0.5166027126072492,0.5164383352991802
23000.0,0.5152041371538315,0.5154051687173019,0.5154902484690789,0.5166032219627857,0.5164772237232715
24000.0,0.5148130281077402,0.5149347840865667,0.5155597700736605,0.516504039670667,0.5166587697755991
25000.0,0.5148003705944558,0.5150629201102463,0.5155896559442781,0.5165489294935233,0.5167300337222897
26000.0,0.5147796621748717,0.5151405487776887,0.5155825577831908,0.516618694982667,0.516795164709578
27000.0,0.5147740018850903,0.5151512579913979,0.5152200646776671,0.5166188598235748,0.5170832390851522
28000.0,0.5148025448244651,0.515177296219807,0.5152805066504911,0.5166366053379146,0.5170865732940151
29000.0,0.5148381177345547,0.5151766869822568,0.5156052629272722,0.5166357514886353,0.5171350950433987
30000.0,0.5148549209470544,0.5152396834368098,0.5156737832835286,0.516655126500147,0.5167707528324179
31000.0,0.5148713681571391,0.5152969545384416,0.515331582775932,0.516666889384747,0.5167247533472213
32000.0,0.5149055522922327,0.5153406012778357,0.515394291703664,0.5166817064749384,0.5161980449778271
33000.0,0.5145843970822398,0.5153379823627917,0.5154537911403396,0.5166874506346267,0.516263646050087
34000.0,0.5145790147988595,0.5150043916914223,0.5154763392000661,0.5167038438446874,0.5162770424313832
35000.0,0.5147048752295115,0.5147388788860766,0.515476213182502,0.5167291425175058,0.5162863189415218
36000.0,0.5147396314898749,0.5147705427557402,0.515486880994895,0.516749449212279,0.5163154818004572
37000.0,0.5147537491539624,0.5147833055304153,0.5155181294078387,0.516741930461051,0.5163293918762273
38000.0,0.5149675271562686,0.5145587954728963,0.5155342865386637,0.5167625343569263,0.5163398569860604
39000.0,0.5147652810145861,0.5143102995571033,0.5155594418688251,0.5167929852340297,0.5163569576342814
40000.0,0.5147721599198561,0.5142902929817957,0.5155744678135132,0.5168246955258947,0.5157129488352798
41000.0,0.5147785883364938,0.5142069720164623,0.5153905553997745,0.5166269405998061,0.5156501791339292
42000.0,0.514745133913493,0.5142227684022053,0.5154266316351308,0.5166471280662033,0.5156415425240598
43000.0,0.514766113921588,0.514219245100638,0.5154192403190534,0.51660903450943,0.515630846778113
44000.0,0.5144100772078178,0.5142251607683549,0.5154527780200945,0.516410140606016,0.5156566061828874
45000.0,0.5144133816898957,0.5142429417583763,0.5151224243211552,0.5163169327352262,0.5156619902160643
46000.0,0.5144002499872152,0.5145153460668527,0.5151261271259224,0.5162731583719297,0.5156670588670415
47000.0,0.5144249791919578,0.5140932218208643,0.5151675890328936,0.5165230284612093,0.5156590572246669
48000.0,0.5144232151830584,0.5141193311000203,0.5150116999675253,0.5166303011031947,0.5156772623252923
49000.0,0.5144258353122068,0.5137726189107301,0.5150155381005485,0.5166287376836185,0.5156977235845804
50000.0,0.5142685435074732,0.513771161505262,0.5150177880396821,0.5166820065613009,0.5157029660014684
51000.0,0.5141569166377304,0.5138009457075825,0.5150205797747276,0.516733331888293,0.5148723269918462
52000.0,0.5141636743827208,0.5138203020572653,0.5150557403214419,0.5167034841088317,0.5148689512410185
53000.0,0.5141615690212099,0.5138534186039899,0.5150832895023413,0.5169328565961125,0.5148690860561287
54000.0,0.5141444874194508,0.5134988181184613,0.5151458392127815,0.516979008746563,0.5148185100674731
55000.0,0.5141420022584566,0.5129088877336185,0.5151583447395939,0.5169090016924826,0.5147203134702185
56000.0,0.5138130754741046,0.5129053952900338,0.5151654489000528,0.5170097251556606,0.5146813805165588
57000.0,0.513839666049496,0.5130154355216922,0.5154560281701661,0.5167328114704495,0.5142758163371774
58000.0,0.5138934253785382,0.5130167194327354,0.5157003258125712,0.5167521686647181,0.5142504954965763
59000.0,0.5138392007118895,0.5124348294709566,0.5155538834968166,0.5167664623031263,0.5142699458810269
60000.0,0.5133053329798304,0.5124488254463238,0.5155106940470179,0.5167944294233161,0.5142990517642959
61000.0,0.5132995982552815,0.5125040293329782,0.5154911084478911,0.5165767662462308,0.5140587881997226
62000.0,0.513240093425548,0.5125124871949787,0.515529128327095,0.5166164162297748,0.5140591860514093
63000.0,0.5132527905699095,0.5125634275093224,0.5155080441124448,0.5165995594629783,0.5139368303222979
64000.0,0.5132754833069041,0.5125884135615372,0.5154960426608429,0.5166114052900778,0.5139668436459716
65000.0,0.5132757824071411,0.5126009125515755,0.5155170249463216,0.5166387741767892,0.51372312294137
66000.0,0.5131887671657792,0.5126039623042363,0.5155281687938355,0.516457828728486,0.5137100094303997
67000.0,0.5127988043583362,0.512618480139669,0.5155456848645067,0.5164682748485493,0.5136737957119811
68000.0,0.5127784605266554,0.5122180414251069,0.5155576267573528,0.5164975182915825,0.5137092334673513
69000.0,0.5128084502965187,0.5122662644699424,0.5155385984588321,0.5165176056963319,0.5137127262865645
70000.0,0.5128322441755362,0.5119586021359397,0.5155207418632142,0.5165408614593602,0.5133241216697666
71000.0,0.512836101669241,0.5119112942187504,0.5154314316538511,0.516580269040486,0.5133995206638272
72000.0,0.512840021557939,0.5117232885301758,0.5154093515189144,0.5165868232259037,0.5133995380847128
73000.0,0.5128522664114592,0.5117352709803611,0.5154094881402125,0.51659497670808,0.5134322588681973
74000.0,0.5128610791423045,0.5117721259928557,0.5154062088751569,0.5166075249777929,0.5134499696596106
75000.0,0.5128775922711177,0.511768478176799,0.5153913193809251,0.5166176272183607,0.5134528961332561
76000.0,0.5128945784643228,0.5117790074370517,0.51538493331402,0.5166278719872651,0.5134779388856948
77000.0,0.5128957326946976,0.5118021106075393,0.5153895364160066,0.5166430792395345,0.5134840789801304
78000.0,0.5129066790759753,0.5118214969540466,0.5154035840678965,0.5166562656578035,0.5133478990482347
79000.0,0.5129157326498606,0.5118315450615619,0.515414183314733,0.5166744307633769,0.5130781413602422
80000.0,0.512933479187783,0.511893575569498,0.5154337909758143,0.5166820337115857,0.5129358635638247
81000.0,0.5129485653980954,0.5119078589669748,0.5154330285370354,0.5166420385391498,0.5128033774223903
82000.0,0.5129563609037497,0.5119219738176854,0.5154483846649279,0.516662978650714,0.5128303627913842
83000.0,0.5129719087485273,0.5119531951454134,0.5154561349760567,0.5166556392900986,0.512856563807782
84000.0,0.5129715765871263,0.5119706366871248,0.5150035458735295,0.5166655210385924,0.5128591044475179
85000.0,0.5124607057005603,0.5116477997600217,0.5149984844679893,0.5166714993348701,0.5128964504534892
86000.0,0.5125299059153949,0.5116574548124044,0.5149630184265163,0.5161360098902795,0.5129251488057637
87000.0,0.5125440714924457,0.511653433046875,0.5149769840357991,0.5161717124022154,0.5129456598649027
