step,winter-grass-948,dainty-capybara-946,rose-fog-943,glowing-paper-941,dark-darkness-940
0,0.11569972979637776,0.11569972979637774,0.11569972979637774,0.11569972979637774,0.11569972979637774
200,0.46972989598390774,0.11569972979637774,0.11410572363622326,0.2373429770185879,0.11569972979637774
400,0.7648752169671076,0.17873564470615083,0.11410572363622326,0.24729575691820377,0.2003294147616454
600,0.7496572358002807,0.37119560221792924,0.11410572363622326,0.24729575691820377,0.21904015999545828
800,0.746633656343408,0.3502149044570757,0.23569582191203933,0.24729575691820377,0.45207848161950226
1000,0.8478234890208245,0.43844846505006707,0.2563747472876309,0.254536636158531,0.5858705997009538
1200,0.9555476221540362,0.5575252852146191,0.25320462965989826,1.032130512154898,0.7839545914892552
1400,0.9441111157838032,1.5230722809829433,0.31585537377978223,1.8794621393648034,1.0039238194961233
1600,1.0093247079365473,1.8059100923476508,0.38621486157108054,1.8794621393648034,1.174643704824327
1800,1.0419689062126791,1.9438923910548773,0.46560787607065446,4.025715689700887,1.174643704824327
2000,1.0304971118594797,1.986839407050472,0.5045032584496918,5.065325316080607,1.174643704824327
2200,1.0462461141278143,2.1083320168085056,0.6194784161957537,5.556549774278748,1.174643704824327
2400,1.029248579906935,2.402338784812352,0.7378866811082132,6.196404224570836,1.174643704824327
2600,1.086965751427046,3.4671282694973193,0.8434129593614725,7.375216738405925,1.174643704824327
2800,1.0847900380088102,3.836320051187473,0.843997224567592,7.62132011755768,1.174643704824327
3000,1.113004669371752,4.867235132433109,1.0180245880696188,9.192460970856711,1.174643704824327
3200,1.1182275809410274,6.201843204483428,1.031401988098477,8.99823942494639,1.174643704824327
3400,1.135190314590547,6.704077476332775,1.2093550791357761,11.577774239586851,1.400517156630712
3600,1.141957356845505,8.333411249467822,1.239273954292534,12.746701051935048,1.6366124985772166
3800,1.1338743171810997,10.22396982202164,1.2316138575337723,13.266002650352757,2.4040190748496344
4000,1.1072877468756344,10.34159385289503,1.2316138575337723,13.211341786145269,2.2653666614130605
4200,1.1054779317858963,10.773458941660447,1.2227579870494587,13.441169801156615,2.7722201665310773
4400,1.1091381525984885,11.000948311352227,1.1017504949202528,11.92240269210568,4.975607480636202
4600,1.128264955420343,11.449517984175948,0.8760962098198468,11.934825797214424,5.960607997711527
4800,1.1232608453053938,11.968324759769661,0.8024686610113401,11.614933355327036,9.595513043349602
5000,1.1261866947927874,12.485302337087838,0.8005956448116832,11.499437703408393,10.78790267210681
5200,1.1425441096020805,12.74971525993499,0.8132893508146766,11.337556796998488,14.345017929626968
5400,1.1421080826465735,12.740028903266927,0.7955798570797807,11.068942271488812,16.32954493981652
5600,1.1465469070025773,12.724692763043304,0.7420365311570393,10.858047189607442,18.01265398041439
5800,1.007335591140536,12.806055586559845,0.7061595820691249,10.259497616158148,18.01265398041439
6000,1.0033708062505442,13.030619477054863,0.7122722652390983,10.105393443554432,20.7120491332197
6200,0.9990728537575779,12.969714162035196,0.6954932112629553,10.061614470316126,22.389649538149648
6400,0.9717103387364121,12.917449085838394,0.6848930655491099,10.013712631449337,24.85816399755328
6600,0.9857305257395381,12.993374142162974,0.6458344922964068,9.963206378410032,27.1722091968226
6800,0.9975848565549197,13.12771463887199,0.7265366663486678,9.91560634204107,28.486463841486206
7000,0.9319238690011458,13.293289013804557,0.7120299857441936,9.746120171480381,29.33686332053074
7200,0.9054059274618247,13.46019392707177,0.6921819591218128,9.609699700042723,30.45239778660426
7400,0.9098507518873324,13.445811910175207,0.6515889105049143,9.641250568150262,31.15948239037413
7600,0.909460889217282,13.497397425627756,0.6202619639265933,9.648884273541874,31.686237782929553
