step,peach-energy-1006,dry-pond-1005,visionary-sea-1003,true-cosmos-1002,earnest-armadillo-999
0.0,0.5106700051999902,0.5106700051999902,0.5106700051999902,0.5106700051999902,0.5106700051999902
1000.0,0.5107193001775986,0.5112720624379793,0.5108833701153844,0.5106025997639635,0.5107638866503071
2000.0,0.5107851013932019,0.5113543668541493,0.511039511821633,0.5106966424926245,0.5105671796077447
3000.0,0.510149606497508,0.5114176736135929,0.5104000716760926,0.5107742499549849,0.5103537286827271
4000.0,0.5102116870369999,0.5115378652414969,0.5105598555141894,0.510921900573961,0.5103915404634234
5000.0,0.5102568662921035,0.5108949698568265,0.5103868073470142,0.5103381259986762,0.5101264689394303
6000.0,0.5095835148098805,0.5110338479781604,0.5105099055057747,0.5103722732003737,0.5101622851902375
7000.0,0.5098831376412084,0.5111145911048424,0.5102456690329829,0.5104411247723256,0.5102087623769066
8000.0,0.509871817220746,0.5111217680765634,0.5105845567168129,0.5104963493809878,0.5102755217294785
9000.0,0.5091764778466079,0.5111503689653479,0.5106178802179275,0.5105184031629757,0.5104935069404393
10000.0,0.5092478437679873,0.5105530562311655,0.5109002079552615,0.5101778908276888,0.510505007771696
11000.0,0.5093120561057647,0.5106564663708713,0.5110099288470116,0.5101591693995838,0.5102465813185292
12000.0,0.5094387070192378,0.5106663758476917,0.5102436457646585,0.5100262829322499,0.5103204158917704
13000.0,0.5095369843498715,0.5106988125769915,0.5102275658021971,0.5105197509382007,0.5100408138174102
14000.0,0.5091821706827627,0.5107200265948009,0.5102862441115495,0.5095507700857366,0.5100183421158495
15000.0,0.5090615379244833,0.5107644525363865,0.5102910592573819,0.5096186645781668,0.5095535949584468
16000.0,0.5090353119181881,0.5108881928915263,0.5103130621314149,0.5096668893883411,0.5092560407730585
17000.0,0.5091233817640998,0.510965718083272,0.5103888755842464,0.5097976132047419,0.5091794615454115
18000.0,0.5091665085061622,0.5102598331242174,0.5104343993377563,0.5099881209426896,0.5091340734991353
19000.0,0.5091839161945673,0.5104051368379117,0.5104640910575948,0.5100579064144186,0.5090967174569293
20000.0,0.5089761731523293,0.5104271990570035,0.5105018128535275,0.5100782729129686,0.5091282534875915
21000.0,0.508805839560504,0.5105224842954391,0.5102427599087591,0.5101274523148768,0.5091615860061328
22000.0,0.5088165954591001,0.5105642952998898,0.5097643069297343,0.5101321846726495,0.5088671223182588
23000.0,0.5088799071213134,0.5106309781238735,0.5098923530888929,0.5101433612163069,0.5086647736462474
24000.0,0.5088994756676988,0.5106553726876167,0.5100030601446626,0.5101624918519406,0.5085923280287715
25000.0,0.5083667429464385,0.5106940124783184,0.5106884898488375,0.5101746623250529,0.5085935884427217
26000.0,0.5080981425585556,0.5107273023368466,0.5107818303738447,0.5102065038165677,0.5085204257604922
27000.0,0.5081958902062311,0.5107652606404393,0.5107945843549181,0.5104125455617738,0.5084519658282597
28000.0,0.5082222453173981,0.5110288873538851,0.5108220103030042,0.5104477260342764,0.5084767855202008
29000.0,0.5082481977566464,0.5110133650273584,0.5108725361317217,0.5104771277899864,0.5084176312648236
30000.0,0.5076622409771255,0.5111730036473157,0.5109664925107833,0.5102083902252963,0.508424109939774
31000.0,0.5078662615756,0.511299159435505,0.5110159873187777,0.5099259750343608,0.5079126252437752
32000.0,0.5079352856952772,0.5114781065195545,0.511719358221554,0.5098763257235798,0.5078895173533186
33000.0,0.5079881981132152,0.5115472595936309,0.5123406044430494,0.5098688625496612,0.5079191846877688
34000.0,0.5077568706993725,0.5116157646769076,0.5116017009419691,0.510253314586067,0.5080128863871751
35000.0,0.5065051009351011,0.5116719208306316,0.5115696696156061,0.5102706713578024,0.5078495959169913
36000.0,0.5064964669600424,0.5117823224188348,0.5114720441441138,0.5103299430801893,0.5073419342282723
37000.0,0.5065004527359126,0.5117949307553045,0.5112003601634789,0.510066313820428,0.5073818309315286
38000.0,0.5065160718058156,0.5116945555019284,0.5108334573167341,0.5093906787948297,0.5074160449114103
39000.0,0.506534193551877,0.5117863239090155,0.5105835625118482,0.5092463501573687,0.5074300000220007
40000.0,0.5065757790003566,0.5118519678780326,0.5106154640001095,0.5092705713520127,0.5083626181442784
41000.0,0.5066122174047263,0.5113402954745955,0.5106358563512208,0.5091794054662594,0.5084512382614674
42000.0,0.5063656596493381,0.5114165504869804,0.510665221599042,0.5092322461687105,0.5082641823484954
43000.0,0.5061321681830744,0.51118709880657,0.510712516583358,0.5088767693333592,0.5080326817666897
44000.0,0.5060666610502788,0.5106778619338573,0.5104822689107813,0.5088704183306958,0.5075350753244846
45000.0,0.5059462904883919,0.5107165397433066,0.5104965626782234,0.5090507106219063,0.5076004527313275
46000.0,0.505880425344875,0.5107445070402377,0.510517482456024,0.5091020262154398,0.5075987263475419
47000.0,0.5058806523241882,0.5107591286782305,0.5103289290599591,0.5085656625416523,0.5076818616554809
48000.0,0.5058386552766151,0.5101010292677066,0.5103719258078409,0.5084534413423861,0.5077563468158555
49000.0,0.5056389931634636,0.5100110977123705,0.5101599988650777,0.5080864984337717,0.5073894017899867
50000.0,0.5053779995178569,0.5095135869893493,0.5102476870904636,0.5079754075221957,0.5070523155727985
51000.0,0.5053210991027711,0.5094616961708486,0.5101988193972606,0.5079027858739433,0.5069588640308097
52000.0,0.505306842769565,0.5095464668008227,0.5101188067215765,0.5079090004238083,0.5069638038907635
53000.0,0.5052977676632481,0.5094779717230501,0.5101434514468209,0.5079426048112968,0.5068499021125518
54000.0,0.5052950002913478,0.5095725740394268,0.5101620928846154,0.5079779070358763,0.5069041905000985
55000.0,0.5053002030215769,0.5096235580800147,0.5101585918956506,0.5080009341639624,0.5069063759069674
56000.0,0.505305230647118,0.5095410993757605,0.5100489702634713,0.5080382161679996,0.5068976908657225
57000.0,0.5048552778453133,0.5095874578388974,0.5095614729623188,0.5082601055179663,0.5070755491566022
58000.0,0.5046609219217423,0.5095792351525867,0.5095667545123236,0.5077299059595084,0.5071256890223603
59000.0,0.5046319634286219,0.5092573531665388,0.5095859068759583,0.5077767417926055,0.5072904970230068
60000.0,0.5046852711235253,0.5091568498552264,0.5092167925780337,0.5078407036099626,0.507049591041493
61000.0,0.504726571204843,0.5091226478412878,0.5086713372387612,0.5073771303811642,0.5070416177714754
62000.0,0.505161017767268,0.5094964794037614,0.5082451233080909,0.5073931737807585,0.5069724823201108
63000.0,0.5051654485269301,0.5096233569366329,0.508374706199426,0.5064398473366324,0.5069837888328045
64000.0,0.5050692674166145,0.509268156229989,0.5084391838689393,0.5059986905190282,0.5067521009274366
65000.0,0.5045659474361511,0.5092716488984498,0.50838695907966,0.506005135190127,0.5065939318838237
66000.0,0.5045772076405064,0.5092801784881258,0.508328726097689,0.5060476649192591,0.5065147180758038
67000.0,0.5046061123666461,0.5092688878901872,0.5084233662731296,0.5060656682907658,0.506371020257402
68000.0,0.5045879332409999,0.5092725372198251,0.5082769881398713,0.5061177633305318,0.5064466179518108
69000.0,0.5045655641487047,0.5092823256376708,0.5082341733886483,0.5061554622420497,0.5065186333205992
70000.0,0.5045786939341549,0.5093210832446448,0.5082824674384275,0.506194674690091,0.5065592070867707
71000.0,0.5046054737514155,0.5091514512193928,0.5075716678561922,0.506216395803627,0.506592223393939
72000.0,0.504263680980629,0.5091287041180677,0.5074997706320342,0.5062245042326105,0.506646274027756
73000.0,0.5043039772726794,0.508909931764534,0.5071306953371305,0.5063272043221746,0.506273481856374
74000.0,0.5043798871320679,0.50863965380462,0.5070372056662529,0.50635460419884,0.5062038233255524
75000.0,0.5044320260216861,0.5086017742882957,0.5070019085722942,0.5063922225990689,0.5061936476643498
76000.0,0.5045048215429542,0.5085955610010384,0.5069699762646007,0.506413354425077,0.5062093400578851
77000.0,0.5042351742197226,0.5085700116146634,0.5065856611715431,0.5062154784664623,0.5062284609929445
78000.0,0.5041562430059635,0.5085855378177085,0.5064019603935859,0.506163821267561,0.5062549085794221
79000.0,0.504222577168112,0.5085901532020832,0.5064002995974048,0.5059687345697279,0.5064076181870247
80000.0,0.5042770877740671,0.5085527209822094,0.5064324906552461,0.5058848673714577,0.5064604750014373
81000.0,0.5043185253715511,0.5085291836173621,0.5064714257058135,0.5058464333664456,0.506501293012588
82000.0,0.5043619245057226,0.5085261897612182,0.5064810623297188,0.5054259976055222,0.5065975035053735
83000.0,0.5039609749912297,0.5085423085188192,0.5064629637138777,0.5054146649382076,0.5064847081520434
84000.0,0.5038230912187426,0.5085344783035524,0.5064523738992464,0.5054558549203719,0.5064954486767554
85000.0,0.503834583973654,0.5085458465512914,0.5064562652258207,0.5055261900831516,0.5056386106963612
86000.0,0.5038447992843854,0.5085282148881384,0.5064738518666908,0.5055309037099611,0.5056753825933142
87000.0,0.5034884483204345,0.5080351042797834,0.5064496578851657,0.5055480311886844,0.5055857432425924
88000.0,0.5030167275710338,0.5081476938901711,0.5064511753032152,0.5055924552604192,0.5055964578066243
89000.0,0.5029715758863378,0.5082023753245473,0.5062720246739276,0.5056847747122483,0.5055957362872207
90000.0,0.50296402045084,0.5082479107014208,0.5060790424698013,0.5057356731413887,0.5056084967601133
91000.0,0.5029832884515291,0.5083072411405961,0.5060510312481927,0.5057514915238777,0.5055997521923834
92000.0,0.5033130615084477,0.5083595482327334,0.5060573091901841,0.5057657320857493,0.5056007745286178
93000.0,0.5025563993364186,0.5083973362373518,0.5060583561651222,0.5057883596191456,0.5056008239020922
94000.0,0.5023245613669108,0.5084110993448627,0.5060717334546019,0.5058144742963938,0.5056224001780247
95000.0,0.5023156531595295,0.5084312410785478,0.5056159740390018,0.5055525283916604,0.5048661729273121
96000.0,0.5020124301856319,0.508464447040584,0.5056036344792975,0.5045226089445475,0.5047190858244724
97000.0,0.5020771384272472,0.508642930826665,0.5055528437135094,0.5044246054043205,0.5047015150472944
98000.0,0.5023161065462887,0.5084658770617869,0.5055241673552929,0.5042605768443917,0.504701003687397
99000.0,0.502418274059778,0.5084821350015328,0.5053137227687706,0.5043527753136834,0.5040293170313694
100000.0,0.5024016669651022,0.5084611235365892,0.5052501485741457,0.5038786363151934,0.5040502170580452
101000.0,0.5023954917598036,0.5084557572509207,0.5052531132236355,0.5036761059173976,0.5040221101453415
102000.0,0.5023690263764262,0.5084500703852298,0.5050714577924306,0.5032128384337686,0.5040137218158212
103000.0,0.5024009667971736,0.5082023319483964,0.505057288629476,0.5030145351592196,0.5040034083050746
